season,team,winrate
1987,Arizona Coyotes,0.5540540540540541
1987,Calgary Flames,0.5949367088607594
1987,Edmonton Oilers,0.6710526315789473
1987,Washington Capitals,0.5416666666666666
1987,New York Rangers,0.47297297297297297
1987,Colorado Avalanche,0.4444444444444444
1987,New Jersey Devils,0.39473684210526316
1987,Philadelphia Flyers,0.6351351351351351
1987,Montreal Canadiens,0.5833333333333334
1987,New York Islanders,0.5142857142857142
1988,Vancouver Canucks,0.3561643835616438
1988,Carolina Hurricanes,0.48
1988,Dallas Stars,0.2898550724637681
1988,Boston Bruins,0.5921052631578947
1988,Buffalo Sabres,0.5352112676056338
1988,St. Louis Blues,0.47297297297297297
1988,Chicago Blackhawks,0.4246575342465753
1988,Pittsburgh Penguins,0.5068493150684932
1988,Los Angeles Kings,0.4189189189189189
1988,Toronto Maple Leafs,0.3055555555555556
1988,Detroit Red Wings,0.5915492957746479
1988,Calgary Flames,0.6712328767123288
1988,Arizona Coyotes,0.4788732394366197
1988,Edmonton Oilers,0.6338028169014085
1988,Washington Capitals,0.5342465753424658
1988,New York Rangers,0.5138888888888888
1988,Colorado Avalanche,0.42857142857142855
1988,New Jersey Devils,0.5131578947368421
1988,Philadelphia Flyers,0.5342465753424658
1988,Montreal Canadiens,0.6666666666666666
1988,New York Islanders,0.5555555555555556
1989,Vancouver Canucks,0.4594594594594595
1989,Carolina Hurricanes,0.4935064935064935
1989,Dallas Stars,0.42424242424242425
1989,Boston Bruins,0.5588235294117647
1989,Buffalo Sabres,0.52
1989,St. Louis Blues,0.4857142857142857
1989,Chicago Blackhawks,0.4
1989,Pittsburgh Penguins,0.5466666666666666
1989,Los Angeles Kings,0.5733333333333334
1989,Toronto Maple Leafs,0.3815789473684211
1989,Detroit Red Wings,0.5
1989,Calgary Flames,0.7534246575342466
1989,Arizona Coyotes,0.38571428571428573
1989,Edmonton Oilers,0.527027027027027
1989,Washington Capitals,0.5833333333333334
1989,New York Rangers,0.5135135135135135
1989,Colorado Avalanche,0.37333333333333335
1989,New Jersey Devils,0.4
1989,Philadelphia Flyers,0.5
1989,Montreal Canadiens,0.7397260273972602
1989,New York Islanders,0.37662337662337664
1990,Vancouver Canucks,0.38235294117647056
1990,Carolina Hurricanes,0.5342465753424658
1990,Dallas Stars,0.47435897435897434
1990,Boston Bruins,0.6438356164383562
1990,Buffalo Sabres,0.6216216216216216
1990,St. Louis Blues,0.5205479452054794
1990,Chicago Blackhawks,0.5526315789473685
1990,Pittsburgh Penguins,0.44594594594594594
1990,Los Angeles Kings,0.4666666666666667
1990,Toronto Maple Leafs,0.5
1990,Detroit Red Wings,0.4264705882352941
1990,Calgary Flames,0.6417910447761194
1990,Arizona Coyotes,0.5352112676056338
1990,Edmonton Oilers,0.5735294117647058
1990,Washington Capitals,0.4868421052631579
1990,New York Rangers,0.5362318840579711
1990,Colorado Avalanche,0.17333333333333334
1990,New Jersey Devils,0.5205479452054794
1990,Philadelphia Flyers,0.43661971830985913
1990,Montreal Canadiens,0.5915492957746479
1990,New York Islanders,0.4507042253521127
1991,Vancouver Canucks,0.3972602739726027
1991,Carolina Hurricanes,0.4507042253521127
1991,Dallas Stars,0.4117647058823529
1991,Boston Bruins,0.6428571428571429
1991,St. Louis Blues,0.676056338028169
1991,Buffalo Sabres,0.5079365079365079
1991,Chicago Blackhawks,0.6756756756756757
1991,Pittsburgh Penguins,0.5526315789473685
1991,Los Angeles Kings,0.6527777777777778
1991,Toronto Maple Leafs,0.3380281690140845
1991,Detroit Red Wings,0.47297297297297297
1991,Arizona Coyotes,0.38028169014084506
1991,Calgary Flames,0.6351351351351351
1991,Edmonton Oilers,0.5
1991,Washington Capitals,0.5066666666666667
1991,New York Rangers,0.5362318840579711
1991,Colorado Avalanche,0.25
1991,New Jersey Devils,0.4925373134328358
1991,Philadelphia Flyers,0.4722222222222222
1991,Montreal Canadiens,0.5633802816901409
1991,New York Islanders,0.3611111111111111
1992,Vancouver Canucks,0.6142857142857143
1992,Carolina Hurricanes,0.391304347826087
1992,Dallas Stars,0.4342105263157895
1992,Boston Bruins,0.5285714285714286
1992,St. Louis Blues,0.5211267605633803
1992,Buffalo Sabres,0.45714285714285713
1992,Chicago Blackhawks,0.5522388059701493
1992,Pittsburgh Penguins,0.547945205479452
1992,Los Angeles Kings,0.5294117647058824
1992,Toronto Maple Leafs,0.41333333333333333
1992,Detroit Red Wings,0.6285714285714286
1992,Calgary Flames,0.45714285714285713
1992,Arizona Coyotes,0.5074626865671642
1992,Edmonton Oilers,0.5138888888888888
1992,Washington Capitals,0.6216216216216216
1992,New York Rangers,0.6623376623376623
1992,Colorado Avalanche,0.3
1992,New Jersey Devils,0.5492957746478874
1992,Philadelphia Flyers,0.4647887323943662
1992,Montreal Canadiens,0.5915492957746479
1992,San Jose Sharks,0.23376623376623376
1992,New York Islanders,0.49295774647887325
1993,Vancouver Canucks,0.6103896103896104
1993,Carolina Hurricanes,0.3375
1993,Dallas Stars,0.4868421052631579
1993,Boston Bruins,0.6582278481012658
1993,St. Louis Blues,0.5066666666666667
1993,Buffalo Sabres,0.5131578947368421
1993,Chicago Blackhawks,0.6486486486486487
1993,Pittsburgh Penguins,0.7215189873417721
1993,Los Angeles Kings,0.5263157894736842
1993,Toronto Maple Leafs,0.6
1993,Detroit Red Wings,0.6233766233766234
1993,Arizona Coyotes,0.5189873417721519
1993,Calgary Flames,0.5866666666666667
1993,Edmonton Oilers,0.34615384615384615
1993,Tampa Bay Lightning,0.3037974683544304
1993,Washington Capitals,0.5569620253164557
1993,New York Rangers,0.4666666666666667
1993,Ottawa Senators,0.13414634146341464
1993,Colorado Avalanche,0.631578947368421
1993,New Jersey Devils,0.5189873417721519
1993,Philadelphia Flyers,0.49333333333333335
1993,Montreal Canadiens,0.6125
1993,San Jose Sharks,0.14285714285714285
1993,New York Islanders,0.5189873417721519
1994,Vancouver Canucks,0.5060240963855421
1994,Carolina Hurricanes,0.36363636363636365
1994,Dallas Stars,0.589041095890411
1994,Florida Panthers,0.4927536231884058
1994,Boston Bruins,0.589041095890411
1994,St. Louis Blues,0.5466666666666666
1994,Buffalo Sabres,0.5714285714285714
1994,Chicago Blackhawks,0.5194805194805194
1994,Pittsburgh Penguins,0.6164383561643836
1994,Los Angeles Kings,0.3783783783783784
1994,Toronto Maple Leafs,0.5945945945945946
1994,Detroit Red Wings,0.6025641025641025
1994,Calgary Flames,0.589041095890411
1994,Arizona Coyotes,0.3246753246753247
1994,Edmonton Oilers,0.3611111111111111
1994,Tampa Bay Lightning,0.41333333333333333
1994,Washington Capitals,0.5263157894736842
1994,New York Rangers,0.6794871794871795
1994,Ottawa Senators,0.19480519480519481
1994,Colorado Avalanche,0.44871794871794873
1994,New Jersey Devils,0.6486486486486487
1994,Philadelphia Flyers,0.47368421052631576
1994,Montreal Canadiens,0.5833333333333334
1994,Anaheim Ducks,0.41975308641975306
1994,San Jose Sharks,0.4857142857142857
1994,New York Islanders,0.5
1995,Vancouver Canucks,0.5
1995,Carolina Hurricanes,0.4444444444444444
1995,Dallas Stars,0.42857142857142855
1995,Florida Panthers,0.4772727272727273
1995,Boston Bruins,0.5957446808510638
1995,Buffalo Sabres,0.5348837209302325
1995,St. Louis Blues,0.6444444444444445
1995,Chicago Blackhawks,0.5555555555555556
1995,Pittsburgh Penguins,0.6382978723404256
1995,Los Angeles Kings,0.4146341463414634
1995,Toronto Maple Leafs,0.5238095238095238
1995,Detroit Red Wings,0.7391304347826086
1995,Arizona Coyotes,0.3953488372093023
1995,Calgary Flames,0.5813953488372093
1995,Edmonton Oilers,0.391304347826087
1995,Tampa Bay Lightning,0.3829787234042553
1995,Washington Capitals,0.5476190476190477
1995,New York Rangers,0.48936170212765956
1995,Ottawa Senators,0.2222222222222222
1995,Colorado Avalanche,0.6888888888888889
1995,New Jersey Devils,0.5476190476190477
1995,Philadelphia Flyers,0.6304347826086957
1995,Montreal Canadiens,0.4418604651162791
1995,Anaheim Ducks,0.37777777777777777
1995,San Jose Sharks,0.43478260869565216
1995,New York Islanders,0.35555555555555557
1996,Vancouver Canucks,0.4782608695652174
1996,Carolina Hurricanes,0.4666666666666667
1996,Dallas Stars,0.38571428571428573
1996,Florida Panthers,0.5675675675675675
1996,Boston Bruins,0.5616438356164384
1996,St. Louis Blues,0.4852941176470588
1996,Buffalo Sabres,0.44155844155844154
1996,Chicago Blackhawks,0.5857142857142857
1996,Pittsburgh Penguins,0.625
1996,Los Angeles Kings,0.3787878787878788
1996,Toronto Maple Leafs,0.4861111111111111
1996,Detroit Red Wings,0.8181818181818182
1996,Arizona Coyotes,0.47435897435897434
1996,Calgary Flames,0.4794520547945205
1996,Edmonton Oilers,0.40789473684210525
1996,Tampa Bay Lightning,0.5416666666666666
1996,Washington Capitals,0.547945205479452
1996,New York Rangers,0.6
1996,Ottawa Senators,0.24050632911392406
1996,Colorado Avalanche,0.6486486486486487
1996,New Jersey Devils,0.5277777777777778
1996,Philadelphia Flyers,0.647887323943662
1996,Montreal Canadiens,0.5540540540540541
1996,Anaheim Ducks,0.47368421052631576
1996,San Jose Sharks,0.2727272727272727
1996,New York Islanders,0.3108108108108108
1997,Vancouver Canucks,0.4675324675324675
1997,Carolina Hurricanes,0.4520547945205479
1997,Dallas Stars,0.6447368421052632
1997,Florida Panthers,0.5538461538461539
1997,Boston Bruins,0.36
1997,St. Louis Blues,0.5068493150684932
1997,Buffalo Sabres,0.5694444444444444
1997,Chicago Blackhawks,0.49295774647887325
1997,Pittsburgh Penguins,0.5131578947368421
1997,Los Angeles Kings,0.3972602739726027
1997,Toronto Maple Leafs,0.40789473684210525
1997,Detroit Red Wings,0.5909090909090909
1997,Calgary Flames,0.44
1997,Arizona Coyotes,0.5064935064935064
1997,Edmonton Oilers,0.49333333333333335
1997,Tampa Bay Lightning,0.44594594594594594
1997,Washington Capitals,0.4533333333333333
1997,New York Rangers,0.527027027027027
1997,Ottawa Senators,0.463768115942029
1997,Colorado Avalanche,0.6666666666666666
1997,New Jersey Devils,0.6571428571428571
1997,Philadelphia Flyers,0.647887323943662
1997,Montreal Canadiens,0.463768115942029
1997,Anaheim Ducks,0.5211267605633803
1997,San Jose Sharks,0.3684210526315789
1997,New York Islanders,0.4166666666666667
1998,Vancouver Canucks,0.37142857142857144
1998,Carolina Hurricanes,0.4473684210526316
1998,Dallas Stars,0.684931506849315
1998,Florida Panthers,0.36231884057971014
1998,Boston Bruins,0.5633802816901409
1998,St. Louis Blues,0.6052631578947368
1998,Buffalo Sabres,0.5522388059701493
1998,Chicago Blackhawks,0.43661971830985913
1998,Pittsburgh Penguins,0.6212121212121212
1998,Los Angeles Kings,0.5342465753424658
1998,Toronto Maple Leafs,0.41333333333333333
1998,Detroit Red Wings,0.6521739130434783
1998,Arizona Coyotes,0.5
1998,Calgary Flames,0.391304347826087
1998,Edmonton Oilers,0.4864864864864865
1998,Tampa Bay Lightning,0.24324324324324326
1998,Washington Capitals,0.5694444444444444
1998,New York Rangers,0.3939393939393939
1998,Ottawa Senators,0.5072463768115942
1998,Colorado Avalanche,0.5970149253731343
1998,New Jersey Devils,0.6712328767123288
1998,Philadelphia Flyers,0.589041095890411
1998,Montreal Canadiens,0.5352112676056338
1998,Anaheim Ducks,0.38028169014084506
1998,San Jose Sharks,0.47297297297297297
1998,New York Islanders,0.4246575342465753
1999,Vancouver Canucks,0.3333333333333333
1999,Nashville Predators,0.37662337662337664
1999,Carolina Hurricanes,0.5303030303030303
1999,Dallas Stars,0.7222222222222222
1999,Florida Panthers,0.4696969696969697
1999,Boston Bruins,0.5633802816901409
1999,St. Louis Blues,0.5352112676056338
1999,Buffalo Sabres,0.5671641791044776
1999,Chicago Blackhawks,0.4166666666666667
1999,Pittsburgh Penguins,0.5571428571428572
1999,Los Angeles Kings,0.4177215189873418
1999,Toronto Maple Leafs,0.5974025974025974
1999,Detroit Red Wings,0.5714285714285714
1999,Arizona Coyotes,0.5555555555555556
1999,Calgary Flames,0.4305555555555556
1999,Edmonton Oilers,0.4722222222222222
1999,Tampa Bay Lightning,0.26666666666666666
1999,Washington Capitals,0.41025641025641024
1999,New York Rangers,0.4657534246575342
1999,Ottawa Senators,0.6521739130434783
1999,Colorado Avalanche,0.6081081081081081
1999,New Jersey Devils,0.6575342465753424
1999,Philadelphia Flyers,0.5846153846153846
1999,Montreal Canadiens,0.4520547945205479
1999,Anaheim Ducks,0.5070422535211268
1999,San Jose Sharks,0.48484848484848486
1999,New York Islanders,0.33783783783783783
2000,Vancouver Canucks,0.4492753623188406
2000,Nashville Predators,0.37662337662337664
2000,Carolina Hurricanes,0.5135135135135135
2000,Dallas Stars,0.5945945945945946
2000,Florida Panthers,0.5641025641025641
2000,Boston Bruins,0.38461538461538464
2000,St. Louis Blues,0.7123287671232876
2000,Buffalo Sabres,0.4931506849315068
2000,Chicago Blackhawks,0.4594594594594595
2000,Pittsburgh Penguins,0.5
2000,Los Angeles Kings,0.5555555555555556
2000,Toronto Maple Leafs,0.5974025974025974
2000,Detroit Red Wings,0.6621621621621622
2000,Arizona Coyotes,0.5263157894736842
2000,Calgary Flames,0.43243243243243246
2000,Edmonton Oilers,0.4852941176470588
2000,Tampa Bay Lightning,0.26666666666666666
2000,Washington Capitals,0.625
2000,New York Rangers,0.4166666666666667
2000,Ottawa Senators,0.5753424657534246
2000,Colorado Avalanche,0.589041095890411
2000,New Jersey Devils,0.6052631578947368
2000,Philadelphia Flyers,0.6388888888888888
2000,Winnipeg Jets,0.19480519480519481
2000,Montreal Canadiens,0.48
2000,Anaheim Ducks,0.4861111111111111
2000,San Jose Sharks,0.4864864864864865
2000,New York Islanders,0.3333333333333333
2001,Columbus Blue Jackets,0.38666666666666666
2001,Vancouver Canucks,0.5068493150684932
2001,Nashville Predators,0.4666666666666667
2001,Carolina Hurricanes,0.52
2001,Dallas Stars,0.6447368421052632
2001,Florida Panthers,0.323943661971831
2001,Boston Bruins,0.4868421052631579
2001,Buffalo Sabres,0.5949367088607594
2001,St. Louis Blues,0.6111111111111112
2001,Minnesota Wild,0.36619718309859156
2001,Chicago Blackhawks,0.39473684210526316
2001,Pittsburgh Penguins,0.5733333333333334
2001,Los Angeles Kings,0.5492957746478874
2001,Toronto Maple Leafs,0.5205479452054794
2001,Detroit Red Wings,0.6666666666666666
2001,Arizona Coyotes,0.5373134328358209
2001,Calgary Flames,0.4057971014492754
2001,Edmonton Oilers,0.5555555555555556
2001,Tampa Bay Lightning,0.32051282051282054
2001,Washington Capitals,0.5675675675675675
2001,New York Rangers,0.43037974683544306
2001,Ottawa Senators,0.6533333333333333
2001,Colorado Avalanche,0.7162162162162162
2001,New Jersey Devils,0.6805555555555556
2001,Philadelphia Flyers,0.6027397260273972
2001,Winnipeg Jets,0.3333333333333333
2001,Montreal Canadiens,0.3815789473684211
2001,Anaheim Ducks,0.3561643835616438
2001,San Jose Sharks,0.5694444444444444
2001,New York Islanders,0.2857142857142857
2002,Columbus Blue Jackets,0.3026315789473684
2002,Vancouver Canucks,0.5584415584415584
2002,Nashville Predators,0.4084507042253521
2002,Carolina Hurricanes,0.5294117647058824
2002,Dallas Stars,0.5211267605633803
2002,Florida Panthers,0.3108108108108108
2002,Boston Bruins,0.5641025641025641
2002,Buffalo Sabres,0.4931506849315068
2002,St. Louis Blues,0.5789473684210527
2002,Minnesota Wild,0.375
2002,Chicago Blackhawks,0.5915492957746479
2002,Pittsburgh Penguins,0.3815789473684211
2002,Los Angeles Kings,0.5616438356164384
2002,Toronto Maple Leafs,0.5945945945945946
2002,Detroit Red Wings,0.7027027027027027
2002,Calgary Flames,0.4583333333333333
2002,Arizona Coyotes,0.5466666666666666
2002,Edmonton Oilers,0.5416666666666666
2002,Tampa Bay Lightning,0.3835616438356164
2002,Washington Capitals,0.5068493150684932
2002,New York Rangers,0.4625
2002,Ottawa Senators,0.5333333333333333
2002,Colorado Avalanche,0.6052631578947368
2002,New Jersey Devils,0.56
2002,Philadelphia Flyers,0.581081081081081
2002,Winnipeg Jets,0.273972602739726
2002,Montreal Canadiens,0.5138888888888888
2002,Anaheim Ducks,0.39473684210526316
2002,San Jose Sharks,0.5921052631578947
2002,New York Islanders,0.5657894736842105
2003,Columbus Blue Jackets,0.39473684210526316
2003,Vancouver Canucks,0.647887323943662
2003,Nashville Predators,0.39436619718309857
2003,Carolina Hurricanes,0.3150684931506849
2003,Dallas Stars,0.6811594202898551
2003,Florida Panthers,0.352112676056338
2003,Boston Bruins,0.5068493150684932
2003,Buffalo Sabres,0.3783783783783784
2003,St. Louis Blues,0.5753424657534246
2003,Minnesota Wild,0.581081081081081
2003,Chicago Blackhawks,0.43661971830985913
2003,Pittsburgh Penguins,0.358974358974359
2003,Los Angeles Kings,0.4358974358974359
2003,Toronto Maple Leafs,0.5844155844155844
2003,Detroit Red Wings,0.6621621621621622
2003,Calgary Flames,0.4225352112676056
2003,Arizona Coyotes,0.4383561643835616
2003,Edmonton Oilers,0.5068493150684932
2003,Tampa Bay Lightning,0.5441176470588235
2003,Washington Capitals,0.5263157894736842
2003,New York Rangers,0.44594594594594594
2003,Ottawa Senators,0.6973684210526315
2003,Colorado Avalanche,0.6056338028169014
2003,New Jersey Devils,0.6351351351351351
2003,Philadelphia Flyers,0.647887323943662
2003,Winnipeg Jets,0.4155844155844156
2003,Montreal Canadiens,0.40789473684210525
2003,Anaheim Ducks,0.5466666666666666
2003,San Jose Sharks,0.38666666666666666
2003,New York Islanders,0.4931506849315068
2004,Columbus Blue Jackets,0.34210526315789475
2004,Vancouver Canucks,0.5945945945945946
2004,Nashville Predators,0.5342465753424658
2004,Carolina Hurricanes,0.4142857142857143
2004,Dallas Stars,0.5915492957746479
2004,Florida Panthers,0.42028985507246375
2004,Boston Bruins,0.6086956521739131
2004,Buffalo Sabres,0.4935064935064935
2004,St. Louis Blues,0.547945205479452
2004,Minnesota Wild,0.484375
2004,Chicago Blackhawks,0.2876712328767123
2004,Pittsburgh Penguins,0.3157894736842105
2004,Los Angeles Kings,0.4264705882352941
2004,Toronto Maple Leafs,0.6216216216216216
2004,Detroit Red Wings,0.6712328767123288
2004,Calgary Flames,0.5584415584415584
2004,Arizona Coyotes,0.3484848484848485
2004,Edmonton Oilers,0.5138888888888888
2004,Tampa Bay Lightning,0.618421052631579
2004,Washington Capitals,0.32432432432432434
2004,New York Rangers,0.36363636363636365
2004,Ottawa Senators,0.5945945945945946
2004,Colorado Avalanche,0.5774647887323944
2004,New Jersey Devils,0.6111111111111112
2004,Philadelphia Flyers,0.5942028985507246
2004,Winnipeg Jets,0.4473684210526316
2004,Montreal Canadiens,0.5454545454545454
2004,Anaheim Ducks,0.40540540540540543
2004,San Jose Sharks,0.6111111111111112
2004,New York Islanders,0.5342465753424658
2006,Columbus Blue Jackets,0.42857142857142855
2006,Vancouver Canucks,0.5119047619047619
2006,Nashville Predators,0.5952380952380952
2006,Carolina Hurricanes,0.6309523809523809
2006,Dallas Stars,0.6428571428571429
2006,Florida Panthers,0.4523809523809524
2006,Boston Bruins,0.35714285714285715
2006,Buffalo Sabres,0.6309523809523809
2006,St. Louis Blues,0.2619047619047619
2006,Minnesota Wild,0.4642857142857143
2006,Chicago Blackhawks,0.32142857142857145
2006,Pittsburgh Penguins,0.27380952380952384
2006,Los Angeles Kings,0.5119047619047619
2006,Toronto Maple Leafs,0.5
2006,Detroit Red Wings,0.7023809523809523
2006,Arizona Coyotes,0.4642857142857143
2006,Calgary Flames,0.5595238095238095
2006,Edmonton Oilers,0.5
2006,Tampa Bay Lightning,0.5238095238095238
2006,Washington Capitals,0.35714285714285715
2006,New York Rangers,0.5357142857142857
2006,Ottawa Senators,0.6309523809523809
2006,Colorado Avalanche,0.5238095238095238
2006,New Jersey Devils,0.5595238095238095
2006,Philadelphia Flyers,0.5476190476190477
2006,Winnipeg Jets,0.5
2006,Montreal Canadiens,0.5119047619047619
2006,Anaheim Ducks,0.5238095238095238
2006,San Jose Sharks,0.5357142857142857
2006,New York Islanders,0.44047619047619047
2007,Columbus Blue Jackets,0.40476190476190477
2007,Vancouver Canucks,0.5952380952380952
2007,Nashville Predators,0.6190476190476191
2007,Carolina Hurricanes,0.4880952380952381
2007,Dallas Stars,0.6071428571428571
2007,Florida Panthers,0.42857142857142855
2007,Boston Bruins,0.42857142857142855
2007,Buffalo Sabres,0.6428571428571429
2007,St. Louis Blues,0.4166666666666667
2007,Minnesota Wild,0.5833333333333334
2007,Chicago Blackhawks,0.38095238095238093
2007,Pittsburgh Penguins,0.5714285714285714
2007,Los Angeles Kings,0.3333333333333333
2007,Toronto Maple Leafs,0.4880952380952381
2007,Detroit Red Wings,0.6071428571428571
2007,Arizona Coyotes,0.38095238095238093
2007,Calgary Flames,0.5238095238095238
2007,Edmonton Oilers,0.39285714285714285
2007,Tampa Bay Lightning,0.5357142857142857
2007,Washington Capitals,0.34523809523809523
2007,New York Rangers,0.5119047619047619
2007,Ottawa Senators,0.5833333333333334
2007,Colorado Avalanche,0.5357142857142857
2007,New Jersey Devils,0.5952380952380952
2007,Philadelphia Flyers,0.27380952380952384
2007,Winnipeg Jets,0.5238095238095238
2007,Montreal Canadiens,0.5119047619047619
2007,Anaheim Ducks,0.5833333333333334
2007,San Jose Sharks,0.6190476190476191
2007,New York Islanders,0.4880952380952381
2008,Columbus Blue Jackets,0.4166666666666667
2008,Vancouver Canucks,0.47619047619047616
2008,Nashville Predators,0.5
2008,Carolina Hurricanes,0.5238095238095238
2008,Dallas Stars,0.5476190476190477
2008,Florida Panthers,0.4642857142857143
2008,Boston Bruins,0.5
2008,St. Louis Blues,0.40476190476190477
2008,Buffalo Sabres,0.47619047619047616
2008,Minnesota Wild,0.5357142857142857
2008,Chicago Blackhawks,0.4880952380952381
2008,Pittsburgh Penguins,0.5714285714285714
2008,Los Angeles Kings,0.39285714285714285
2008,Toronto Maple Leafs,0.44047619047619047
2008,Detroit Red Wings,0.6547619047619048
2008,Arizona Coyotes,0.4642857142857143
2008,Calgary Flames,0.5119047619047619
2008,Edmonton Oilers,0.5
2008,Tampa Bay Lightning,0.38095238095238093
2008,Washington Capitals,0.5238095238095238
2008,New York Rangers,0.5119047619047619
2008,Ottawa Senators,0.5238095238095238
2008,Colorado Avalanche,0.5357142857142857
2008,New Jersey Devils,0.5595238095238095
2008,Philadelphia Flyers,0.5119047619047619
2008,Winnipeg Jets,0.4166666666666667
2008,Montreal Canadiens,0.5714285714285714
2008,Anaheim Ducks,0.5714285714285714
2008,San Jose Sharks,0.5952380952380952
2008,New York Islanders,0.42857142857142855
2009,Columbus Blue Jackets,0.5
2009,Vancouver Canucks,0.5476190476190477
2009,Nashville Predators,0.4880952380952381
2009,Carolina Hurricanes,0.5476190476190477
2009,Dallas Stars,0.44047619047619047
2009,Florida Panthers,0.5
2009,Boston Bruins,0.6428571428571429
2009,St. Louis Blues,0.5
2009,Buffalo Sabres,0.5
2009,Minnesota Wild,0.4880952380952381
2009,Chicago Blackhawks,0.5595238095238095
2009,Pittsburgh Penguins,0.5476190476190477
2009,Los Angeles Kings,0.4166666666666667
2009,Toronto Maple Leafs,0.4166666666666667
2009,Detroit Red Wings,0.6190476190476191
2009,Calgary Flames,0.5595238095238095
2009,Arizona Coyotes,0.44047619047619047
2009,Edmonton Oilers,0.4642857142857143
2009,Tampa Bay Lightning,0.2976190476190476
2009,Washington Capitals,0.6071428571428571
2009,New York Rangers,0.5238095238095238
2009,Ottawa Senators,0.44047619047619047
2009,Colorado Avalanche,0.39285714285714285
2009,New Jersey Devils,0.6190476190476191
2009,Philadelphia Flyers,0.5357142857142857
2009,Winnipeg Jets,0.42857142857142855
2009,Montreal Canadiens,0.5
2009,Anaheim Ducks,0.5119047619047619
2009,San Jose Sharks,0.6428571428571429
2009,New York Islanders,0.32142857142857145
2010,Columbus Blue Jackets,0.39285714285714285
2010,Vancouver Canucks,0.5952380952380952
2010,Nashville Predators,0.5714285714285714
2010,Carolina Hurricanes,0.42857142857142855
2010,Dallas Stars,0.4523809523809524
2010,Florida Panthers,0.39285714285714285
2010,Boston Bruins,0.47619047619047616
2010,St. Louis Blues,0.4880952380952381
2010,Buffalo Sabres,0.5476190476190477
2010,Minnesota Wild,0.4642857142857143
2010,Chicago Blackhawks,0.6309523809523809
2010,Pittsburgh Penguins,0.5714285714285714
2010,Los Angeles Kings,0.5595238095238095
2010,Toronto Maple Leafs,0.36904761904761907
2010,Detroit Red Wings,0.5357142857142857
2010,Calgary Flames,0.4880952380952381
2010,Arizona Coyotes,0.6071428571428571
2010,Edmonton Oilers,0.3333333333333333
2010,Tampa Bay Lightning,0.4166666666666667
2010,Washington Capitals,0.6547619047619048
2010,New York Rangers,0.4642857142857143
2010,Ottawa Senators,0.5357142857142857
2010,Colorado Avalanche,0.5238095238095238
2010,New Jersey Devils,0.5833333333333334
2010,Philadelphia Flyers,0.5
2010,Winnipeg Jets,0.42857142857142855
2010,Montreal Canadiens,0.47619047619047616
2010,Anaheim Ducks,0.47619047619047616
2010,San Jose Sharks,0.6190476190476191
2010,New York Islanders,0.4166666666666667
2011,Columbus Blue Jackets,0.4166666666666667
2011,Vancouver Canucks,0.6547619047619048
2011,Nashville Predators,0.5357142857142857
2011,Carolina Hurricanes,0.4880952380952381
2011,Dallas Stars,0.5119047619047619
2011,Florida Panthers,0.36904761904761907
2011,Boston Bruins,0.5595238095238095
2011,St. Louis Blues,0.4642857142857143
2011,Buffalo Sabres,0.5238095238095238
2011,Minnesota Wild,0.47619047619047616
2011,Chicago Blackhawks,0.5357142857142857
2011,Pittsburgh Penguins,0.5952380952380952
2011,Los Angeles Kings,0.5595238095238095
2011,Toronto Maple Leafs,0.4523809523809524
2011,Detroit Red Wings,0.5714285714285714
2011,Calgary Flames,0.5
2011,Arizona Coyotes,0.5238095238095238
2011,Edmonton Oilers,0.30952380952380953
2011,Tampa Bay Lightning,0.5595238095238095
2011,Washington Capitals,0.5833333333333334
2011,New York Rangers,0.5357142857142857
2011,Ottawa Senators,0.39285714285714285
2011,Colorado Avalanche,0.36904761904761907
2011,New Jersey Devils,0.4642857142857143
2011,Philadelphia Flyers,0.5714285714285714
2011,Winnipeg Jets,0.4166666666666667
2011,Montreal Canadiens,0.5357142857142857
2011,Anaheim Ducks,0.5714285714285714
2011,San Jose Sharks,0.5833333333333334
2011,New York Islanders,0.36904761904761907
2012,Columbus Blue Jackets,0.35714285714285715
2012,Vancouver Canucks,0.6190476190476191
2012,Nashville Predators,0.5833333333333334
2012,Carolina Hurricanes,0.40476190476190477
2012,Dallas Stars,0.5119047619047619
2012,Florida Panthers,0.4642857142857143
2012,Boston Bruins,0.5952380952380952
2012,Buffalo Sabres,0.47619047619047616
2012,St. Louis Blues,0.5952380952380952
2012,Minnesota Wild,0.42857142857142855
2012,Chicago Blackhawks,0.5476190476190477
2012,Pittsburgh Penguins,0.6190476190476191
2012,Los Angeles Kings,0.4880952380952381
2012,Toronto Maple Leafs,0.42857142857142855
2012,Detroit Red Wings,0.5833333333333334
2012,Arizona Coyotes,0.5119047619047619
2012,Calgary Flames,0.4523809523809524
2012,Edmonton Oilers,0.39285714285714285
2012,Tampa Bay Lightning,0.4642857142857143
2012,Washington Capitals,0.5119047619047619
2012,New York Rangers,0.6190476190476191
2012,Ottawa Senators,0.5
2012,Colorado Avalanche,0.5
2012,New Jersey Devils,0.5833333333333334
2012,Philadelphia Flyers,0.5714285714285714
2012,Winnipeg Jets,0.4523809523809524
2012,Montreal Canadiens,0.38095238095238093
2012,Anaheim Ducks,0.4166666666666667
2012,San Jose Sharks,0.5238095238095238
2012,New York Islanders,0.4166666666666667
2013,Columbus Blue Jackets,0.5
2013,Vancouver Canucks,0.54
2013,Nashville Predators,0.34
2013,Carolina Hurricanes,0.4
2013,Dallas Stars,0.46
2013,Florida Panthers,0.32
