date,season,location,team1,team2,score1,score2,result
2013-02-14,2013,H,New York Rangers,New York Islanders,3,4,0.0
2013-02-14,2013,H,Florida Panthers,Montreal Canadiens,0,1,0.0
2013-02-14,2013,H,Minnesota Wild,Colorado Avalanche,3,4,0.0
2013-02-15,2013,H,Detroit Red Wings,Anaheim Ducks,2,5,0.0
2013-02-15,2013,H,Winnipeg Jets,Pittsburgh Penguins,1,3,0.0
2013-02-15,2013,H,Vancouver Canucks,Dallas Stars,3,4,0.0
2013-02-15,2013,H,New Jersey Devils,Philadelphia Flyers,5,3,1.0
2013-02-15,2013,H,Los Angeles Kings,Columbus Blue Jackets,2,1,1.0
2013-02-15,2013,H,Chicago Blackhawks,San Jose Sharks,4,1,1.0
2013-02-15,2013,H,Calgary Flames,St. Louis Blues,2,5,0.0
2013-02-15,2013,H,Buffalo Sabres,Boston Bruins,4,2,1.0
2013-02-16,2013,H,Toronto Maple Leafs,Ottawa Senators,3,0,1.0
2013-02-16,2013,H,Arizona Coyotes,Columbus Blue Jackets,5,3,1.0
2013-02-16,2013,H,New York Islanders,New Jersey Devils,5,1,1.0
2013-02-16,2013,H,Nashville Predators,Anaheim Ducks,2,3,0.0
2013-02-16,2013,H,Montreal Canadiens,Philadelphia Flyers,4,1,1.0
2013-02-16,2013,H,Florida Panthers,Tampa Bay Lightning,5,6,0.0
2013-02-16,2013,H,Edmonton Oilers,Colorado Avalanche,6,4,1.0
2013-02-17,2013,H,Minnesota Wild,Detroit Red Wings,3,2,1.0
2013-02-17,2013,H,Chicago Blackhawks,Los Angeles Kings,3,2,1.0
2013-02-17,2013,H,Buffalo Sabres,Pittsburgh Penguins,3,4,0.0
2013-02-17,2013,H,Dallas Stars,Calgary Flames,3,4,0.0
2013-02-17,2013,H,Winnipeg Jets,Boston Bruins,2,3,0.0
2013-02-17,2013,H,Vancouver Canucks,St. Louis Blues,3,4,0.0
2013-02-17,2013,H,New York Rangers,Washington Capitals,2,1,1.0
2013-02-18,2013,H,New Jersey Devils,Ottawa Senators,1,2,0.0
2013-02-18,2013,H,Florida Panthers,Toronto Maple Leafs,0,3,0.0
2013-02-18,2013,H,Anaheim Ducks,Columbus Blue Jackets,3,2,1.0
2013-02-18,2013,H,Arizona Coyotes,Calgary Flames,4,0,1.0
2013-02-18,2013,H,Colorado Avalanche,Nashville Predators,6,5,1.0
2013-02-18,2013,H,Montreal Canadiens,Carolina Hurricanes,3,0,1.0
2013-02-18,2013,H,New York Islanders,Philadelphia Flyers,0,7,0.0
2013-02-19,2013,H,Ottawa Senators,New York Islanders,3,1,1.0
2013-02-19,2013,H,Edmonton Oilers,Los Angeles Kings,1,3,0.0
2013-02-19,2013,H,Tampa Bay Lightning,Toronto Maple Leafs,4,2,1.0
2013-02-19,2013,H,St. Louis Blues,San Jose Sharks,1,2,0.0
2013-02-19,2013,H,New York Rangers,Montreal Canadiens,1,3,0.0
2013-02-19,2013,H,Nashville Predators,Detroit Red Wings,4,3,1.0
2013-02-19,2013,H,Chicago Blackhawks,Vancouver Canucks,4,3,1.0
2013-02-19,2013,H,Buffalo Sabres,Winnipeg Jets,1,2,0.0
2013-02-20,2013,H,Colorado Avalanche,St. Louis Blues,1,0,1.0
2013-02-20,2013,H,Calgary Flames,Los Angeles Kings,1,3,0.0
2013-02-20,2013,H,Pittsburgh Penguins,Philadelphia Flyers,5,6,0.0
2013-02-21,2013,H,Carolina Hurricanes,Winnipeg Jets,3,4,0.0
2013-02-21,2013,H,Detroit Red Wings,Columbus Blue Jackets,2,3,0.0
2013-02-21,2013,H,Dallas Stars,Vancouver Canucks,3,4,0.0
2013-02-21,2013,H,Washington Capitals,New Jersey Devils,2,3,0.0
2013-02-21,2013,H,Toronto Maple Leafs,Buffalo Sabres,3,1,1.0
2013-02-21,2013,H,Tampa Bay Lightning,Boston Bruins,2,4,0.0
2013-02-21,2013,H,Philadelphia Flyers,Florida Panthers,2,5,0.0
2013-02-21,2013,H,Ottawa Senators,New York Rangers,3,2,1.0
2013-02-21,2013,H,Montreal Canadiens,New York Islanders,3,4,0.0
2013-02-21,2013,H,Edmonton Oilers,Minnesota Wild,1,3,0.0
2013-02-22,2013,H,Chicago Blackhawks,San Jose Sharks,2,1,1.0
2013-02-22,2013,H,Pittsburgh Penguins,Florida Panthers,3,1,1.0
2013-02-22,2013,H,Nashville Predators,Vancouver Canucks,0,1,0.0
2013-02-23,2013,H,Ottawa Senators,Toronto Maple Leafs,3,2,1.0
2013-02-23,2013,H,Washington Capitals,New Jersey Devils,5,1,1.0
2013-02-23,2013,H,St. Louis Blues,Columbus Blue Jackets,2,1,1.0
2013-02-23,2013,H,Philadelphia Flyers,Winnipeg Jets,5,3,1.0
2013-02-23,2013,H,Montreal Canadiens,New York Rangers,3,0,1.0
2013-02-23,2013,H,Los Angeles Kings,Colorado Avalanche,4,1,1.0
2013-02-23,2013,H,Edmonton Oilers,Arizona Coyotes,3,2,1.0
2013-02-23,2013,H,Detroit Red Wings,Nashville Predators,4,0,1.0
2013-02-23,2013,H,Dallas Stars,San Jose Sharks,3,1,1.0
2013-02-23,2013,H,Calgary Flames,Minnesota Wild,3,1,1.0
2013-02-23,2013,H,Carolina Hurricanes,Tampa Bay Lightning,2,5,0.0
2013-02-23,2013,H,Buffalo Sabres,New York Islanders,0,4,0.0
2013-02-24,2013,H,Pittsburgh Penguins,Tampa Bay Lightning,5,3,1.0
2013-02-24,2013,H,Florida Panthers,Boston Bruins,1,4,0.0
2013-02-24,2013,H,Detroit Red Wings,Vancouver Canucks,8,3,1.0
2013-02-24,2013,H,Chicago Blackhawks,Columbus Blue Jackets,1,0,1.0
2013-02-24,2013,H,Calgary Flames,Arizona Coyotes,5,4,1.0
2013-02-24,2013,H,Anaheim Ducks,Colorado Avalanche,4,3,1.0
2013-02-24,2013,H,New York Islanders,Carolina Hurricanes,2,4,0.0
2013-02-24,2013,H,New Jersey Devils,Winnipeg Jets,2,4,0.0
2013-02-25,2013,H,Nashville Predators,Dallas Stars,5,4,1.0
2013-02-25,2013,H,Los Angeles Kings,Anaheim Ducks,5,2,1.0
2013-02-25,2013,H,Ottawa Senators,Montreal Canadiens,2,1,1.0
2013-02-25,2013,H,Philadelphia Flyers,Toronto Maple Leafs,2,4,0.0
2013-02-25,2013,H,Chicago Blackhawks,Edmonton Oilers,3,2,1.0
2013-02-26,2013,H,New York Islanders,Boston Bruins,1,4,0.0
2013-02-26,2013,H,Tampa Bay Lightning,Buffalo Sabres,1,2,0.0
2013-02-26,2013,H,Vancouver Canucks,Arizona Coyotes,2,4,0.0
2013-02-26,2013,H,Minnesota Wild,Calgary Flames,2,1,1.0
2013-02-26,2013,H,San Jose Sharks,Colorado Avalanche,3,2,1.0
2013-02-26,2013,H,New York Rangers,Winnipeg Jets,3,4,0.0
2013-02-26,2013,H,Florida Panthers,Pittsburgh Penguins,6,4,1.0
2013-02-26,2013,H,Washington Capitals,Carolina Hurricanes,3,0,1.0
2013-02-26,2013,H,Columbus Blue Jackets,Dallas Stars,4,5,0.0
2013-02-27,2013,H,Anaheim Ducks,Nashville Predators,5,1,1.0
2013-02-27,2013,H,Los Angeles Kings,Detroit Red Wings,2,1,1.0
2013-02-27,2013,H,Philadelphia Flyers,Washington Capitals,4,1,1.0
2013-02-27,2013,H,Toronto Maple Leafs,Montreal Canadiens,2,5,0.0
2013-02-28,2013,H,St. Louis Blues,Chicago Blackhawks,0,3,0.0
2013-02-28,2013,H,Winnipeg Jets,New Jersey Devils,3,1,1.0
2013-02-28,2013,H,San Jose Sharks,Detroit Red Wings,1,2,0.0
2013-02-28,2013,H,Arizona Coyotes,Minnesota Wild,3,4,0.0
2013-02-28,2013,H,New York Rangers,Tampa Bay Lightning,4,1,1.0
2013-02-28,2013,H,New York Islanders,Toronto Maple Leafs,4,5,0.0
2013-02-28,2013,H,Florida Panthers,Buffalo Sabres,3,4,0.0
2013-02-28,2013,H,Dallas Stars,Edmonton Oilers,1,5,0.0
2013-02-28,2013,H,Colorado Avalanche,Calgary Flames,5,4,1.0
2013-02-28,2013,H,Carolina Hurricanes,Pittsburgh Penguins,4,1,1.0
2013-02-28,2013,H,Boston Bruins,Ottawa Senators,2,1,1.0
2013-03-01,2013,H,Chicago Blackhawks,Columbus Blue Jackets,4,3,1.0
2013-03-01,2013,H,Anaheim Ducks,Minnesota Wild,3,2,1.0
2013-03-01,2013,H,St. Louis Blues,Edmonton Oilers,4,2,1.0
2013-03-02,2013,H,Vancouver Canucks,Los Angeles Kings,5,2,1.0
2013-03-02,2013,H,San Jose Sharks,Nashville Predators,2,1,1.0
2013-03-02,2013,H,Arizona Coyotes,Anaheim Ducks,5,4,1.0
2013-03-02,2013,H,Philadelphia Flyers,Ottawa Senators,2,1,1.0
2013-03-02,2013,H,Montreal Canadiens,Pittsburgh Penguins,6,7,0.0
2013-03-02,2013,H,Buffalo Sabres,New Jersey Devils,4,3,1.0
2013-03-02,2013,H,Carolina Hurricanes,Florida Panthers,6,2,1.0
2013-03-02,2013,H,Boston Bruins,Tampa Bay Lightning,3,2,1.0
2013-03-02,2013,H,Winnipeg Jets,Washington Capitals,0,3,0.0
2013-03-03,2013,H,Calgary Flames,Vancouver Canucks,4,2,1.0
2013-03-03,2013,H,Boston Bruins,Montreal Canadiens,3,4,0.0
2013-03-03,2013,H,New York Rangers,Buffalo Sabres,3,2,1.0
2013-03-03,2013,H,New York Islanders,Ottawa Senators,3,2,1.0
2013-03-03,2013,H,Minnesota Wild,Edmonton Oilers,4,2,1.0
2013-03-03,2013,H,Florida Panthers,Carolina Hurricanes,2,3,0.0
2013-03-03,2013,H,Detroit Red Wings,Chicago Blackhawks,1,2,0.0
2013-03-03,2013,H,Dallas Stars,St. Louis Blues,4,1,1.0
2013-03-03,2013,H,Columbus Blue Jackets,Colorado Avalanche,2,1,1.0
2013-03-04,2013,H,Toronto Maple Leafs,New Jersey Devils,4,2,1.0
2013-03-04,2013,H,Arizona Coyotes,Anaheim Ducks,5,4,1.0
2013-03-04,2013,H,Pittsburgh Penguins,Tampa Bay Lightning,4,3,1.0
2013-03-04,2013,H,Los Angeles Kings,Nashville Predators,5,1,1.0
2013-03-05,2013,H,Chicago Blackhawks,Minnesota Wild,5,3,1.0
2013-03-05,2013,H,Detroit Red Wings,Colorado Avalanche,2,1,1.0
2013-03-05,2013,H,Carolina Hurricanes,Buffalo Sabres,4,3,1.0
2013-03-05,2013,H,Washington Capitals,Boston Bruins,4,3,1.0
2013-03-05,2013,H,Vancouver Canucks,San Jose Sharks,2,3,0.0
2013-03-05,2013,H,New York Rangers,Philadelphia Flyers,4,2,1.0
2013-03-05,2013,H,New York Islanders,Montreal Canadiens,6,3,1.0
2013-03-05,2013,H,New Jersey Devils,Tampa Bay Lightning,2,5,0.0
2013-03-05,2013,H,Los Angeles Kings,St. Louis Blues,6,4,1.0
2013-03-05,2013,H,Florida Panthers,Winnipeg Jets,4,1,1.0
2013-03-05,2013,H,Columbus Blue Jackets,Edmonton Oilers,4,3,1.0
2013-03-06,2013,H,Chicago Blackhawks,Colorado Avalanche,3,2,1.0
2013-03-06,2013,H,Anaheim Ducks,Arizona Coyotes,2,0,1.0
2013-03-06,2013,H,Toronto Maple Leafs,Ottawa Senators,5,4,1.0
2013-03-06,2013,H,Calgary Flames,San Jose Sharks,4,1,1.0
2013-03-07,2013,H,New Jersey Devils,Buffalo Sabres,3,2,1.0
2013-03-07,2013,H,Washington Capitals,Florida Panthers,7,1,1.0
2013-03-07,2013,H,Tampa Bay Lightning,Winnipeg Jets,1,2,0.0
2013-03-07,2013,H,Arizona Coyotes,St. Louis Blues,3,6,0.0
2013-03-07,2013,H,New York Islanders,New York Rangers,1,2,0.0
2013-03-07,2013,H,Los Angeles Kings,Dallas Stars,2,5,0.0
2013-03-07,2013,H,Detroit Red Wings,Edmonton Oilers,3,0,1.0
2013-03-07,2013,H,Columbus Blue Jackets,Vancouver Canucks,2,1,1.0
2013-03-07,2013,H,Carolina Hurricanes,Montreal Canadiens,2,4,0.0
2013-03-07,2013,H,Boston Bruins,Toronto Maple Leafs,4,2,1.0
2013-03-07,2013,H,Philadelphia Flyers,Pittsburgh Penguins,4,5,0.0
2013-03-08,2013,H,Colorado Avalanche,Chicago Blackhawks,6,2,1.0
2013-03-08,2013,H,Anaheim Ducks,Calgary Flames,4,0,1.0
2013-03-08,2013,H,New York Rangers,Ottawa Senators,2,3,0.0
2013-03-08,2013,H,Nashville Predators,Edmonton Oilers,6,0,1.0
2013-03-08,2013,H,Florida Panthers,Winnipeg Jets,2,3,0.0
2013-03-09,2013,H,Arizona Coyotes,Dallas Stars,2,1,1.0
2013-03-09,2013,H,New York Islanders,Washington Capitals,5,2,1.0
2013-03-09,2013,H,Nashville Predators,Minnesota Wild,1,2,0.0
2013-03-09,2013,H,Los Angeles Kings,Calgary Flames,6,2,1.0
2013-03-09,2013,H,Carolina Hurricanes,New Jersey Devils,6,3,1.0
2013-03-09,2013,H,Columbus Blue Jackets,Detroit Red Wings,3,0,1.0
2013-03-09,2013,H,Boston Bruins,Philadelphia Flyers,3,0,1.0
2013-03-09,2013,H,Toronto Maple Leafs,Pittsburgh Penguins,4,5,0.0
2013-03-09,2013,H,Tampa Bay Lightning,Montreal Canadiens,3,4,0.0
2013-03-09,2013,H,San Jose Sharks,St. Louis Blues,3,4,0.0
2013-03-10,2013,H,Anaheim Ducks,St. Louis Blues,4,2,1.0
2013-03-10,2013,H,Colorado Avalanche,San Jose Sharks,3,2,1.0
2013-03-10,2013,H,Chicago Blackhawks,Edmonton Oilers,5,6,0.0
2013-03-10,2013,H,Washington Capitals,New York Rangers,1,4,0.0
2013-03-10,2013,H,Pittsburgh Penguins,New York Islanders,6,1,1.0
2013-03-10,2013,H,Philadelphia Flyers,Buffalo Sabres,3,2,1.0
2013-03-10,2013,H,New Jersey Devils,Winnipeg Jets,3,2,1.0
2013-03-10,2013,H,Minnesota Wild,Vancouver Canucks,4,2,1.0
2013-03-10,2013,H,Florida Panthers,Montreal Canadiens,2,5,0.0
2013-03-10,2013,H,Detroit Red Wings,Columbus Blue Jackets,2,3,0.0
2013-03-11,2013,H,Los Angeles Kings,Calgary Flames,3,1,1.0
2013-03-11,2013,H,Ottawa Senators,Boston Bruins,2,3,0.0
2013-03-12,2013,H,Columbus Blue Jackets,Vancouver Canucks,1,2,0.0
2013-03-12,2013,H,Dallas Stars,Nashville Predators,0,4,0.0
2013-03-12,2013,H,Colorado Avalanche,Edmonton Oilers,0,4,0.0
2013-03-12,2013,H,Buffalo Sabres,New York Rangers,3,1,1.0
2013-03-12,2013,H,Washington Capitals,Carolina Hurricanes,0,4,0.0
2013-03-12,2013,H,Winnipeg Jets,Toronto Maple Leafs,5,2,1.0
2013-03-12,2013,H,St. Louis Blues,San Jose Sharks,4,2,1.0
2013-03-12,2013,H,Pittsburgh Penguins,Boston Bruins,3,2,1.0
2013-03-12,2013,H,Minnesota Wild,Anaheim Ducks,1,2,0.0
2013-03-12,2013,H,Florida Panthers,Tampa Bay Lightning,2,3,0.0
2013-03-12,2013,H,Arizona Coyotes,Los Angeles Kings,5,2,1.0
2013-03-13,2013,H,New Jersey Devils,Philadelphia Flyers,5,2,1.0
2013-03-13,2013,H,Calgary Flames,Detroit Red Wings,5,2,1.0
2013-03-13,2013,H,Montreal Canadiens,Ottawa Senators,4,3,1.0
2013-03-14,2013,H,Boston Bruins,Florida Panthers,4,1,1.0
2013-03-14,2013,H,Winnipeg Jets,New York Rangers,3,1,1.0
2013-03-14,2013,H,Vancouver Canucks,Nashville Predators,7,4,1.0
2013-03-14,2013,H,Tampa Bay Lightning,New York Islanders,0,2,0.0
2013-03-14,2013,H,St. Louis Blues,Arizona Coyotes,3,0,1.0
2013-03-14,2013,H,San Jose Sharks,Los Angeles Kings,4,3,1.0
2013-03-14,2013,H,Minnesota Wild,Colorado Avalanche,5,3,1.0
2013-03-14,2013,H,Dallas Stars,Anaheim Ducks,1,2,0.0
2013-03-14,2013,H,Columbus Blue Jackets,Chicago Blackhawks,1,2,0.0
2013-03-14,2013,H,Carolina Hurricanes,Washington Capitals,2,3,0.0
2013-03-14,2013,H,Toronto Maple Leafs,Pittsburgh Penguins,1,3,0.0
2013-03-15,2013,H,Calgary Flames,Nashville Predators,6,3,1.0
2013-03-15,2013,H,Philadelphia Flyers,New Jersey Devils,2,1,1.0
2013-03-15,2013,H,Edmonton Oilers,Detroit Red Wings,2,3,0.0
2013-03-16,2013,H,Toronto Maple Leafs,Winnipeg Jets,4,5,0.0
2013-03-16,2013,H,Tampa Bay Lightning,Carolina Hurricanes,4,1,1.0
2013-03-16,2013,H,St. Louis Blues,Anaheim Ducks,2,1,1.0
2013-03-16,2013,H,Pittsburgh Penguins,New York Rangers,3,0,1.0
2013-03-16,2013,H,New Jersey Devils,Montreal Canadiens,1,2,0.0
2013-03-16,2013,H,Los Angeles Kings,San Jose Sharks,5,2,1.0
2013-03-16,2013,H,Florida Panthers,New York Islanders,3,4,0.0
2013-03-16,2013,H,Dallas Stars,Chicago Blackhawks,1,8,0.0
2013-03-16,2013,H,Colorado Avalanche,Minnesota Wild,4,6,0.0
2013-03-16,2013,H,Buffalo Sabres,Ottawa Senators,3,4,0.0
2013-03-16,2013,H,Columbus Blue Jackets,Arizona Coyotes,1,0,1.0
2013-03-16,2013,H,Boston Bruins,Washington Capitals,4,1,1.0
2013-03-16,2013,H,Vancouver Canucks,Detroit Red Wings,2,5,0.0
2013-03-17,2013,H,Pittsburgh Penguins,Boston Bruins,2,1,1.0
2013-03-17,2013,H,Edmonton Oilers,Nashville Predators,3,2,1.0
2013-03-17,2013,H,Washington Capitals,Buffalo Sabres,5,3,1.0
2013-03-17,2013,H,Ottawa Senators,Winnipeg Jets,4,1,1.0
2013-03-18,2013,H,New York Rangers,Carolina Hurricanes,2,1,1.0
2013-03-18,2013,H,Vancouver Canucks,Minnesota Wild,1,3,0.0
2013-03-18,2013,H,Tampa Bay Lightning,Philadelphia Flyers,4,2,1.0
2013-03-18,2013,H,Los Angeles Kings,Arizona Coyotes,4,0,1.0
2013-03-18,2013,H,Dallas Stars,Calgary Flames,4,3,1.0
2013-03-18,2013,H,Colorado Avalanche,Chicago Blackhawks,2,5,0.0
2013-03-18,2013,H,Anaheim Ducks,San Jose Sharks,5,3,1.0
2013-03-19,2013,H,Columbus Blue Jackets,Nashville Predators,4,3,1.0
2013-03-19,2013,H,Carolina Hurricanes,Florida Panthers,1,4,0.0
2013-03-19,2013,H,Winnipeg Jets,Boston Bruins,3,1,1.0
2013-03-19,2013,H,Pittsburgh Penguins,Washington Capitals,2,1,1.0
2013-03-19,2013,H,New York Islanders,Ottawa Senators,3,5,0.0
2013-03-19,2013,H,New Jersey Devils,New York Rangers,2,3,0.0
2013-03-19,2013,H,Montreal Canadiens,Buffalo Sabres,2,3,0.0
2013-03-19,2013,H,Los Angeles Kings,Arizona Coyotes,3,2,1.0
2013-03-19,2013,H,Vancouver Canucks,St. Louis Blues,3,2,1.0
2013-03-20,2013,H,Detroit Red Wings,Minnesota Wild,2,4,0.0
2013-03-20,2013,H,Anaheim Ducks,Chicago Blackhawks,4,2,1.0
2013-03-20,2013,H,Toronto Maple Leafs,Tampa Bay Lightning,4,2,1.0
2013-03-20,2013,H,Edmonton Oilers,San Jose Sharks,3,4,0.0
2013-03-20,2013,H,Colorado Avalanche,Dallas Stars,4,3,1.0
2013-03-21,2013,H,New York Rangers,Florida Panthers,1,3,0.0
2013-03-21,2013,H,Nashville Predators,Calgary Flames,5,3,1.0
2013-03-21,2013,H,Buffalo Sabres,Toronto Maple Leafs,5,4,1.0
2013-03-21,2013,H,Winnipeg Jets,Washington Capitals,0,4,0.0
2013-03-21,2013,H,Arizona Coyotes,Vancouver Canucks,1,2,0.0
2013-03-21,2013,H,Los Angeles Kings,Dallas Stars,0,2,0.0
2013-03-21,2013,H,Ottawa Senators,Boston Bruins,1,2,0.0
2013-03-21,2013,H,New York Islanders,Montreal Canadiens,2,5,0.0
2013-03-21,2013,H,Carolina Hurricanes,New Jersey Devils,1,4,0.0
2013-03-22,2013,H,Winnipeg Jets,Washington Capitals,1,6,0.0
2013-03-22,2013,H,New York Islanders,Pittsburgh Penguins,2,4,0.0
2013-03-22,2013,H,Columbus Blue Jackets,Calgary Flames,5,1,1.0
2013-03-22,2013,H,Anaheim Ducks,Detroit Red Wings,1,5,0.0
2013-03-23,2013,H,Edmonton Oilers,St. Louis Blues,0,3,0.0
2013-03-23,2013,H,Dallas Stars,Colorado Avalanche,5,2,1.0
2013-03-23,2013,H,Toronto Maple Leafs,Boston Bruins,3,2,1.0
2013-03-23,2013,H,Ottawa Senators,Tampa Bay Lightning,5,3,1.0
2013-03-23,2013,H,Nashville Predators,Columbus Blue Jackets,5,2,1.0
2013-03-23,2013,H,New Jersey Devils,Florida Panthers,2,1,1.0
2013-03-23,2013,H,Montreal Canadiens,Buffalo Sabres,1,2,0.0
2013-03-23,2013,H,Minnesota Wild,San Jose Sharks,2,0,1.0
2013-03-23,2013,H,Los Angeles Kings,Vancouver Canucks,0,1,0.0
2013-03-24,2013,H,Colorado Avalanche,Vancouver Canucks,2,3,0.0
2013-03-24,2013,H,Anaheim Ducks,Detroit Red Wings,1,2,0.0
2013-03-24,2013,H,Winnipeg Jets,Tampa Bay Lightning,3,2,1.0
2013-03-24,2013,H,Pittsburgh Penguins,Philadelphia Flyers,2,1,1.0
2013-03-24,2013,H,New York Rangers,Washington Capitals,2,3,0.0
2013-03-24,2013,H,New York Islanders,Florida Panthers,3,0,1.0
2013-03-24,2013,H,Calgary Flames,St. Louis Blues,3,2,1.0
2013-03-25,2013,H,Arizona Coyotes,Detroit Red Wings,2,3,0.0
2013-03-25,2013,H,Ottawa Senators,New Jersey Devils,3,2,1.0
2013-03-25,2013,H,Nashville Predators,Edmonton Oilers,3,2,1.0
2013-03-25,2013,H,Dallas Stars,Minnesota Wild,4,7,0.0
2013-03-25,2013,H,Chicago Blackhawks,Los Angeles Kings,4,5,0.0
2013-03-25,2013,H,Boston Bruins,Toronto Maple Leafs,3,2,1.0
2013-03-25,2013,H,Anaheim Ducks,San Jose Sharks,3,5,0.0
2013-03-26,2013,H,Chicago Blackhawks,Calgary Flames,2,0,1.0
2013-03-26,2013,H,Vancouver Canucks,Columbus Blue Jackets,1,0,1.0
2013-03-26,2013,H,Toronto Maple Leafs,Florida Panthers,3,2,1.0
2013-03-26,2013,H,Tampa Bay Lightning,Buffalo Sabres,2,1,1.0
2013-03-26,2013,H,St. Louis Blues,Edmonton Oilers,0,3,0.0
2013-03-26,2013,H,Pittsburgh Penguins,Montreal Canadiens,1,0,1.0
2013-03-26,2013,H,Philadelphia Flyers,New York Rangers,2,5,0.0
2013-03-26,2013,H,Carolina Hurricanes,Winnipeg Jets,1,4,0.0
2013-03-26,2013,H,Washington Capitals,New York Islanders,2,3,0.0
2013-03-27,2013,H,Minnesota Wild,Arizona Coyotes,4,3,1.0
2013-03-27,2013,H,Boston Bruins,Montreal Canadiens,5,6,0.0
2013-03-27,2013,H,San Jose Sharks,Anaheim Ducks,4,0,1.0
2013-03-27,2013,H,Calgary Flames,Colorado Avalanche,4,3,1.0
2013-03-28,2013,H,Edmonton Oilers,Columbus Blue Jackets,6,4,1.0
2013-03-28,2013,H,Ottawa Senators,New York Rangers,3,0,1.0
2013-03-28,2013,H,Nashville Predators,Arizona Coyotes,4,7,0.0
2013-03-28,2013,H,Vancouver Canucks,Colorado Avalanche,4,1,1.0
2013-03-28,2013,H,Toronto Maple Leafs,Carolina Hurricanes,6,3,1.0
2013-03-28,2013,H,St. Louis Blues,Los Angeles Kings,2,4,0.0
2013-03-28,2013,H,Florida Panthers,Buffalo Sabres,5,4,1.0
2013-03-28,2013,H,San Jose Sharks,Detroit Red Wings,2,0,1.0
2013-03-28,2013,H,Pittsburgh Penguins,Winnipeg Jets,4,0,1.0
2013-03-28,2013,H,Philadelphia Flyers,New York Islanders,3,4,0.0
2013-03-29,2013,H,Chicago Blackhawks,Anaheim Ducks,1,2,0.0
2013-03-29,2013,H,Calgary Flames,Columbus Blue Jackets,4,6,0.0
2013-03-29,2013,H,Tampa Bay Lightning,New Jersey Devils,5,4,1.0
2013-03-29,2013,H,Dallas Stars,Minnesota Wild,5,3,1.0
2013-03-30,2013,H,Ottawa Senators,Toronto Maple Leafs,0,4,0.0
2013-03-30,2013,H,Winnipeg Jets,Carolina Hurricanes,1,3,0.0
2013-03-30,2013,H,San Jose Sharks,Arizona Coyotes,3,2,1.0
2013-03-30,2013,H,Pittsburgh Penguins,New York Islanders,2,0,1.0
2013-03-30,2013,H,Philadelphia Flyers,Boston Bruins,3,1,1.0
2013-03-30,2013,H,Montreal Canadiens,New York Rangers,3,0,1.0
2013-03-30,2013,H,Minnesota Wild,Los Angeles Kings,4,3,1.0
2013-03-30,2013,H,Florida Panthers,New Jersey Devils,3,2,1.0
2013-03-30,2013,H,Edmonton Oilers,Vancouver Canucks,4,0,1.0
2013-03-30,2013,H,Colorado Avalanche,Nashville Predators,1,0,1.0
2013-03-30,2013,H,Buffalo Sabres,Washington Capitals,3,4,0.0
2013-03-31,2013,H,Detroit Red Wings,Chicago Blackhawks,1,7,0.0
2013-03-31,2013,H,Dallas Stars,Los Angeles Kings,2,3,0.0
2013-03-31,2013,H,Columbus Blue Jackets,Anaheim Ducks,2,1,1.0
2013-03-31,2013,H,Buffalo Sabres,Boston Bruins,0,2,0.0
2013-03-31,2013,H,Philadelphia Flyers,Washington Capitals,5,4,1.0
2013-04-01,2013,H,Montreal Canadiens,Carolina Hurricanes,4,1,1.0
2013-04-01,2013,H,Minnesota Wild,St. Louis Blues,1,4,0.0
2013-04-01,2013,H,Dallas Stars,Anaheim Ducks,0,4,0.0
2013-04-01,2013,H,Edmonton Oilers,Calgary Flames,4,1,1.0
2013-04-01,2013,H,Chicago Blackhawks,Nashville Predators,3,2,1.0
2013-04-01,2013,H,San Jose Sharks,Vancouver Canucks,3,2,1.0
2013-04-01,2013,H,New York Rangers,Winnipeg Jets,4,2,1.0
2013-04-01,2013,H,New Jersey Devils,New York Islanders,1,3,0.0
2013-04-01,2013,H,Detroit Red Wings,Colorado Avalanche,3,2,1.0
2013-04-02,2013,H,Nashville Predators,Colorado Avalanche,3,1,1.0
2013-04-02,2013,H,Boston Bruins,Ottawa Senators,3,2,1.0
2013-04-02,2013,H,Tampa Bay Lightning,Florida Panthers,2,3,0.0
2013-04-02,2013,H,Pittsburgh Penguins,Buffalo Sabres,1,4,0.0
2013-04-02,2013,H,Arizona Coyotes,Los Angeles Kings,3,1,1.0
2013-04-02,2013,H,New York Islanders,Winnipeg Jets,5,2,1.0
2013-04-02,2013,H,Carolina Hurricanes,Washington Capitals,3,5,0.0
2013-04-03,2013,H,New York Rangers,Pittsburgh Penguins,6,1,1.0
2013-04-03,2013,H,Anaheim Ducks,Dallas Stars,5,2,1.0
2013-04-03,2013,H,San Jose Sharks,Minnesota Wild,4,2,1.0
2013-04-03,2013,H,Philadelphia Flyers,Montreal Canadiens,5,3,1.0
2013-04-03,2013,H,Calgary Flames,Edmonton Oilers,2,8,0.0
2013-04-04,2013,H,Chicago Blackhawks,St. Louis Blues,3,4,0.0
2013-04-04,2013,H,Boston Bruins,New Jersey Devils,1,0,1.0
2013-04-04,2013,H,Vancouver Canucks,Edmonton Oilers,4,0,1.0
2013-04-04,2013,H,Toronto Maple Leafs,Philadelphia Flyers,3,5,0.0
2013-04-04,2013,H,Arizona Coyotes,Detroit Red Wings,4,2,1.0
2013-04-04,2013,H,Nashville Predators,Columbus Blue Jackets,1,3,0.0
2013-04-04,2013,H,Montreal Canadiens,Winnipeg Jets,4,1,1.0
