date,season,location,team1,team2,score1,score2,result
1917-12-19,1918,H,Ottawa Senators,Montreal Canadiens,4,7,0.0
1917-12-19,1918,H,Montreal Wanderers,Toronto Maple Leafs,10,9,1.0
1917-12-21,1918,H,Montreal Wanderers,Montreal Canadiens,2,11,0.0
1917-12-21,1918,H,Toronto Maple Leafs,Ottawa Senators,11,4,1.0
1917-12-26,1918,H,Toronto Maple Leafs,Montreal Canadiens,7,5,1.0
1917-12-26,1918,H,Montreal Wanderers,Ottawa Senators,3,6,0.0
1917-12-29,1918,H,Ottawa Senators,Montreal Wanderers,9,2,1.0
1917-12-29,1918,H,Montreal Canadiens,Toronto Maple Leafs,9,2,1.0
1918-01-02,1918,H,Montreal Canadiens,Montreal Wanderers,1,0,1.0
1918-01-02,1918,H,Ottawa Senators,Toronto Maple Leafs,5,6,0.0
1918-01-05,1918,H,Toronto Maple Leafs,Montreal Wanderers,1,0,1.0
1918-01-05,1918,H,Montreal Canadiens,Ottawa Senators,6,5,1.0
1918-01-09,1918,H,Toronto Maple Leafs,Montreal Canadiens,6,4,1.0
1918-01-12,1918,H,Montreal Canadiens,Ottawa Senators,9,4,1.0
1918-01-14,1918,H,Ottawa Senators,Toronto Maple Leafs,9,6,1.0
1918-01-16,1918,H,Toronto Maple Leafs,Ottawa Senators,5,4,1.0
1918-01-19,1918,H,Montreal Canadiens,Toronto Maple Leafs,5,1,1.0
1918-01-21,1918,H,Ottawa Senators,Montreal Canadiens,3,5,0.0
1918-01-23,1918,H,Montreal Canadiens,Ottawa Senators,3,4,0.0
1918-01-26,1918,H,Ottawa Senators,Toronto Maple Leafs,6,3,1.0
1918-01-28,1918,H,Toronto Maple Leafs,Montreal Canadiens,5,1,1.0
1918-01-30,1918,H,Ottawa Senators,Montreal Canadiens,2,5,0.0
1918-02-02,1918,H,Montreal Canadiens,Toronto Maple Leafs,11,2,1.0
1918-02-04,1918,H,Toronto Maple Leafs,Ottawa Senators,8,2,1.0
1918-02-06,1918,H,Ottawa Senators,Montreal Canadiens,6,3,1.0
1918-02-09,1918,H,Montreal Canadiens,Toronto Maple Leafs,3,7,0.0
1918-02-11,1918,H,Toronto Maple Leafs,Ottawa Senators,3,1,1.0
1918-02-13,1918,H,Ottawa Senators,Toronto Maple Leafs,1,6,0.0
1918-02-16,1918,H,Montreal Canadiens,Ottawa Senators,10,4,1.0
1918-02-18,1918,H,Toronto Maple Leafs,Montreal Canadiens,0,9,0.0
1918-02-20,1918,H,Montreal Canadiens,Toronto Maple Leafs,5,4,1.0
1918-02-23,1918,H,Toronto Maple Leafs,Ottawa Senators,9,3,1.0
1918-02-25,1918,H,Ottawa Senators,Montreal Canadiens,8,0,1.0
1918-02-27,1918,N,Montreal Canadiens,Ottawa Senators,1,3,0.0
1918-03-02,1918,H,Toronto Maple Leafs,Montreal Canadiens,5,3,1.0
1918-03-06,1918,H,Ottawa Senators,Toronto Maple Leafs,9,3,1.0
1918-12-21,1919,H,Montreal Canadiens,Ottawa Senators,2,5,0.0
1918-12-23,1919,H,Toronto Maple Leafs,Montreal Canadiens,3,4,0.0
1918-12-26,1919,H,Ottawa Senators,Toronto Maple Leafs,5,2,1.0
1918-12-28,1919,H,Montreal Canadiens,Toronto Maple Leafs,6,3,1.0
1918-12-31,1919,H,Toronto Maple Leafs,Ottawa Senators,4,2,1.0
1919-01-02,1919,H,Ottawa Senators,Montreal Canadiens,7,2,1.0
1919-01-04,1919,H,Montreal Canadiens,Ottawa Senators,5,2,1.0
1919-01-07,1919,H,Toronto Maple Leafs,Montreal Canadiens,6,7,0.0
1919-01-09,1919,H,Ottawa Senators,Toronto Maple Leafs,4,2,1.0
1919-01-11,1919,H,Montreal Canadiens,Toronto Maple Leafs,13,4,1.0
1919-01-14,1919,H,Toronto Maple Leafs,Ottawa Senators,5,2,1.0
1919-01-16,1919,H,Ottawa Senators,Montreal Canadiens,6,10,0.0
1919-01-18,1919,H,Montreal Canadiens,Ottawa Senators,5,3,1.0
1919-01-21,1919,H,Toronto Maple Leafs,Montreal Canadiens,11,3,1.0
1919-01-23,1919,H,Ottawa Senators,Toronto Maple Leafs,3,2,1.0
1919-01-25,1919,H,Montreal Canadiens,Ottawa Senators,0,1,0.0
1919-01-28,1919,H,Toronto Maple Leafs,Ottawa Senators,1,2,0.0
1919-01-30,1919,H,Ottawa Senators,Montreal Canadiens,3,2,1.0
1919-02-01,1919,H,Montreal Canadiens,Toronto Maple Leafs,10,0,1.0
1919-02-04,1919,H,Toronto Maple Leafs,Montreal Canadiens,6,3,1.0
1919-02-06,1919,H,Ottawa Senators,Toronto Maple Leafs,3,1,1.0
1919-02-08,1919,H,Montreal Canadiens,Ottawa Senators,4,3,1.0
1919-02-11,1919,H,Toronto Maple Leafs,Montreal Canadiens,6,4,1.0
1919-02-13,1919,H,Ottawa Senators,Montreal Canadiens,7,0,1.0
1919-02-15,1919,H,Montreal Canadiens,Toronto Maple Leafs,8,2,1.0
1919-02-18,1919,H,Toronto Maple Leafs,Ottawa Senators,3,4,0.0
1919-02-20,1919,H,Ottawa Senators,Toronto Maple Leafs,9,3,1.0
1919-12-23,1920,H,Ottawa Senators,Toronto Maple Leafs,3,0,1.0
1919-12-24,1920,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,5,12,0.0
1919-12-27,1920,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,7,4,1.0
1919-12-27,1920,H,Ottawa Senators,Montreal Canadiens,2,0,1.0
1919-12-31,1920,H,Toronto Maple Leafs,Montreal Canadiens,5,1,1.0
1920-01-01,1920,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,2,3,0.0
1920-01-03,1920,H,Toronto Maple Leafs,Ottawa Senators,4,3,1.0
1920-01-07,1920,H,Ottawa Senators,Montreal Canadiens,4,3,1.0
1920-01-07,1920,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,7,5,1.0
1920-01-10,1920,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,7,1,1.0
1920-01-10,1920,H,Montreal Canadiens,Toronto Maple Leafs,14,7,1.0
1920-01-12,1920,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,7,3,1.0
1920-01-14,1920,H,Toronto Maple Leafs,Montreal Canadiens,3,4,0.0
1920-01-14,1920,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,1,2,0.0
1920-01-17,1920,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,8,3,1.0
1920-01-17,1920,H,Montreal Canadiens,Ottawa Senators,3,2,1.0
1920-01-21,1920,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,12,1,1.0
1920-01-21,1920,H,Montreal Canadiens,Toronto Maple Leafs,3,2,1.0
1920-01-24,1920,H,Toronto Maple Leafs,Ottawa Senators,5,3,1.0
1920-01-24,1920,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,4,8,0.0
1920-01-28,1920,H,Ottawa Senators,Toronto Maple Leafs,7,0,1.0
1920-01-28,1920,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,4,3,1.0
1920-01-31,1920,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,10,6,1.0
1920-01-31,1920,H,Ottawa Senators,Montreal Canadiens,11,3,1.0
1920-02-04,1920,H,Toronto Maple Leafs,Montreal Canadiens,5,6,0.0
1920-02-04,1920,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,0,5,0.0
1920-02-07,1920,H,Ottawa Senators,Toronto Maple Leafs,3,4,0.0
1920-02-07,1920,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,6,2,1.0
1920-02-11,1920,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,7,2,1.0
1920-02-11,1920,H,Ottawa Senators,Montreal Canadiens,4,3,1.0
1920-02-14,1920,H,Montreal Canadiens,Ottawa Senators,2,3,0.0
1920-02-16,1920,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,3,4,0.0
1920-02-18,1920,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,9,3,1.0
1920-02-18,1920,H,Montreal Canadiens,Toronto Maple Leafs,2,8,0.0
1920-02-21,1920,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,8,7,1.0
1920-02-21,1920,H,Toronto Maple Leafs,Ottawa Senators,3,5,0.0
1920-02-25,1920,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,2,8,0.0
1920-02-25,1920,H,Ottawa Senators,Montreal Canadiens,6,3,1.0
1920-02-28,1920,H,Toronto Maple Leafs,Ottawa Senators,0,1,0.0
1920-02-28,1920,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,8,6,1.0
1920-03-03,1920,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,3,16,0.0
1920-03-03,1920,H,Ottawa Senators,Toronto Maple Leafs,7,4,1.0
1920-03-06,1920,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,11,2,1.0
1920-03-06,1920,H,Montreal Canadiens,Ottawa Senators,3,4,0.0
1920-03-08,1920,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,11,6,1.0
1920-03-10,1920,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,10,4,1.0
1920-03-10,1920,H,Montreal Canadiens,Toronto Maple Leafs,7,2,1.0
1920-03-13,1920,H,Toronto Maple Leafs,Montreal Canadiens,11,4,1.0
1920-12-22,1921,H,Ottawa Senators,Toronto Maple Leafs,6,3,1.0
1920-12-22,1921,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,5,0,1.0
1920-12-25,1921,H,Toronto Maple Leafs,Montreal Canadiens,5,4,1.0
1920-12-27,1921,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,3,1,1.0
1920-12-29,1921,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,2,6,0.0
1920-12-29,1921,H,Toronto Maple Leafs,Ottawa Senators,1,8,0.0
1921-01-03,1921,H,Ottawa Senators,Montreal Canadiens,8,2,1.0
1921-01-03,1921,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,4,5,0.0
1921-01-06,1921,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,1,5,0.0
1921-01-08,1921,H,Montreal Canadiens,Ottawa Senators,5,4,1.0
1921-01-08,1921,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,2,3,0.0
1921-01-12,1921,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,2,4,0.0
1921-01-12,1921,H,Ottawa Senators,Montreal Canadiens,2,0,1.0
1921-01-15,1921,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,6,4,1.0
1921-01-15,1921,H,Toronto Maple Leafs,Ottawa Senators,2,5,0.0
1921-01-17,1921,H,Montreal Canadiens,Toronto Maple Leafs,9,5,1.0
1921-01-19,1921,H,Toronto Maple Leafs,Montreal Canadiens,7,2,1.0
1921-01-19,1921,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,4,3,1.0
1921-01-22,1921,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,5,7,0.0
1921-01-22,1921,H,Ottawa Senators,Toronto Maple Leafs,4,5,0.0
1921-01-26,1921,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,10,3,1.0
1921-01-26,1921,H,Montreal Canadiens,Ottawa Senators,5,3,1.0
1921-01-29,1921,H,Montreal Canadiens,Toronto Maple Leafs,4,2,1.0
1921-01-29,1921,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,1,2,0.0
1921-02-02,1921,H,Ottawa Senators,Toronto Maple Leafs,4,3,1.0
1921-02-02,1921,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,6,5,1.0
1921-02-05,1921,H,Toronto Maple Leafs,Montreal Canadiens,10,6,1.0
1921-02-05,1921,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,3,7,0.0
1921-02-09,1921,H,Montreal Canadiens,Toronto Maple Leafs,3,5,0.0
1921-02-09,1921,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,7,4,1.0
1921-02-12,1921,H,Ottawa Senators,Montreal Canadiens,1,3,0.0
1921-02-12,1921,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,4,6,0.0
1921-02-16,1921,H,Toronto Maple Leafs,Ottawa Senators,4,3,1.0
1921-02-16,1921,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,10,5,1.0
1921-02-19,1921,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,5,4,1.0
1921-02-19,1921,H,Montreal Canadiens,Ottawa Senators,8,1,1.0
1921-02-23,1921,H,Ottawa Senators,Montreal Canadiens,1,3,0.0
1921-02-23,1921,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,7,4,1.0
1921-02-26,1921,H,Toronto Maple Leafs,Ottawa Senators,4,2,1.0
1921-02-26,1921,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,13,6,1.0
1921-02-28,1921,H,Montreal Canadiens,Toronto Maple Leafs,4,0,1.0
1921-02-28,1921,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,6,2,1.0
1921-03-02,1921,H,Ottawa Senators,Toronto Maple Leafs,2,3,0.0
1921-03-02,1921,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,1,7,0.0
1921-03-05,1921,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,4,3,1.0
1921-03-05,1921,H,Montreal Canadiens,Ottawa Senators,0,1,0.0
1921-03-07,1921,H,Toronto Maple Leafs,Montreal Canadiens,6,4,1.0
1921-03-07,1921,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,12,5,1.0
1921-12-17,1922,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,2,3,0.0
1921-12-17,1922,H,Toronto Maple Leafs,Montreal Canadiens,5,2,1.0
1921-12-21,1922,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,3,1,1.0
1921-12-21,1922,H,Ottawa Senators,Toronto Maple Leafs,4,5,0.0
1921-12-24,1922,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,2,4,0.0
1921-12-24,1922,H,Ottawa Senators,Montreal Canadiens,10,0,1.0
1921-12-28,1922,H,Montreal Canadiens,Ottawa Senators,1,2,0.0
1921-12-28,1922,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,3,4,0.0
1921-12-31,1922,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,4,0,1.0
1921-12-31,1922,H,Montreal Canadiens,Toronto Maple Leafs,5,3,1.0
1922-01-04,1922,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,4,3,1.0
1922-01-04,1922,H,Toronto Maple Leafs,Ottawa Senators,3,2,1.0
1922-01-07,1922,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,5,2,1.0
1922-01-07,1922,H,Montreal Canadiens,Ottawa Senators,2,4,0.0
1922-01-11,1922,H,Ottawa Senators,Toronto Maple Leafs,7,2,1.0
1922-01-11,1922,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,2,3,0.0
1922-01-14,1922,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,10,6,1.0
1922-01-14,1922,H,Toronto Maple Leafs,Ottawa Senators,2,5,0.0
1922-01-18,1922,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,9,4,1.0
1922-01-18,1922,H,Ottawa Senators,Montreal Canadiens,10,6,1.0
1922-01-21,1922,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,7,6,1.0
1922-01-21,1922,H,Montreal Canadiens,Toronto Maple Leafs,3,5,0.0
1922-01-25,1922,H,Toronto Maple Leafs,Montreal Canadiens,3,1,1.0
1922-01-25,1922,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,4,2,1.0
1922-01-28,1922,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,3,2,1.0
1922-01-28,1922,H,Toronto Maple Leafs,Ottawa Senators,1,2,0.0
1922-02-01,1922,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,4,5,0.0
1922-02-01,1922,H,Ottawa Senators,Montreal Canadiens,4,2,1.0
1922-02-04,1922,H,Toronto Maple Leafs,Montreal Canadiens,3,1,1.0
1922-02-04,1922,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,10,6,1.0
1922-02-08,1922,H,Montreal Canadiens,Toronto Maple Leafs,6,4,1.0
1922-02-08,1922,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,9,1,1.0
1922-02-11,1922,H,Ottawa Senators,Toronto Maple Leafs,4,4,0.5
1922-02-11,1922,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,1,3,0.0
1922-02-15,1922,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,6,4,1.0
1922-02-15,1922,H,Montreal Canadiens,Ottawa Senators,6,6,0.5
1922-02-18,1922,H,Montreal Canadiens,Toronto Maple Leafs,6,4,1.0
1922-02-18,1922,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,2,4,0.0
1922-02-22,1922,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,4,3,1.0
1922-02-22,1922,H,Ottawa Senators,Montreal Canadiens,4,3,1.0
1922-02-25,1922,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,6,1,1.0
1922-02-25,1922,H,Toronto Maple Leafs,Ottawa Senators,7,5,1.0
1922-03-01,1922,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,2,3,0.0
1922-03-01,1922,H,Ottawa Senators,Toronto Maple Leafs,2,3,0.0
1922-03-04,1922,H,Montreal Canadiens,Ottawa Senators,2,1,1.0
1922-03-04,1922,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,8,4,1.0
1922-03-08,1922,H,Toronto Maple Leafs,Montreal Canadiens,7,8,0.0
1922-03-08,1922,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,2,7,0.0
1922-12-16,1923,H,Toronto Maple Leafs,Montreal Canadiens,7,2,1.0
1922-12-16,1923,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,4,3,1.0
1922-12-20,1923,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,7,3,1.0
1922-12-20,1923,H,Ottawa Senators,Toronto Maple Leafs,7,2,1.0
1922-12-23,1923,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,9,4,1.0
1922-12-23,1923,H,Montreal Canadiens,Ottawa Senators,0,3,0.0
1922-12-27,1923,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,9,6,1.0
1922-12-27,1923,H,Ottawa Senators,Montreal Canadiens,2,2,0.5
1922-12-30,1923,H,Montreal Canadiens,Toronto Maple Leafs,8,2,1.0
1922-12-30,1923,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,4,1,1.0
1923-01-03,1923,H,Toronto Maple Leafs,Ottawa Senators,3,2,1.0
1923-01-03,1923,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,1,4,0.0
1923-01-06,1923,H,Ottawa Senators,Toronto Maple Leafs,2,1,1.0
1923-01-06,1923,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,2,3,0.0
1923-01-10,1923,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,6,7,0.0
1923-01-10,1923,H,Ottawa Senators,Montreal Canadiens,6,2,1.0
1923-01-13,1923,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,8,1,1.0
1923-01-13,1923,H,Toronto Maple Leafs,Montreal Canadiens,2,2,0.5
1923-01-17,1923,H,Montreal Canadiens,Ottawa Senators,2,1,1.0
1923-01-17,1923,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,2,5,0.0
1923-01-20,1923,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,2,0,1.0
1923-01-20,1923,H,Montreal Canadiens,Toronto Maple Leafs,3,1,1.0
1923-01-24,1923,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,1,5,0.0
1923-01-24,1923,H,Toronto Maple Leafs,Ottawa Senators,2,1,1.0
1923-01-27,1923,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,5,6,0.0
1923-01-27,1923,H,Toronto Maple Leafs,Montreal Canadiens,4,2,1.0
1923-01-31,1923,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,5,4,1.0
1923-01-31,1923,H,Ottawa Senators,Toronto Maple Leafs,2,1,1.0
1923-02-03,1923,H,Montreal Canadiens,Ottawa Senators,4,1,1.0
1923-02-03,1923,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,6,5,1.0
1923-02-07,1923,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,2,4,0.0
1923-02-07,1923,H,Ottawa Senators,Montreal Canadiens,3,0,1.0
1923-02-10,1923,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,8,3,1.0
1923-02-10,1923,H,Montreal Canadiens,Toronto Maple Leafs,5,3,1.0
1923-02-14,1923,H,Toronto Maple Leafs,Ottawa Senators,6,4,1.0
1923-02-14,1923,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,4,2,1.0
1923-02-17,1923,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,2,3,0.0
1923-02-17,1923,H,Ottawa Senators,Montreal Canadiens,2,0,1.0
1923-02-21,1923,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,5,3,1.0
1923-02-21,1923,H,Ottawa Senators,Toronto Maple Leafs,6,1,1.0
1923-02-24,1923,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,1,5,0.0
1923-02-24,1923,H,Toronto Maple Leafs,Montreal Canadiens,4,3,1.0
1923-02-28,1923,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,6,3,1.0
1923-02-28,1923,H,Montreal Canadiens,Toronto Maple Leafs,3,0,1.0
1923-03-03,1923,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,4,3,1.0
1923-03-03,1923,H,Montreal Canadiens,Ottawa Senators,1,0,1.0
1923-03-05,1923,H,Toronto Maple Leafs,Ottawa Senators,2,0,1.0
1923-03-05,1923,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,1,4,0.0
1923-12-15,1924,H,Toronto Maple Leafs,Montreal Canadiens,2,1,1.0
1923-12-15,1924,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,2,3,0.0
1923-12-19,1924,H,Ottawa Senators,Toronto Maple Leafs,5,2,1.0
1923-12-19,1924,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,1,3,0.0
1923-12-22,1924,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,5,2,1.0
1923-12-26,1924,H,Ottawa Senators,Montreal Canadiens,3,2,1.0
1923-12-26,1924,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,1,2,0.0
1923-12-29,1924,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,2,3,0.0
1923-12-29,1924,H,Montreal Canadiens,Toronto Maple Leafs,3,0,1.0
1924-01-02,1924,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,4,0,1.0
1924-01-02,1924,H,Toronto Maple Leafs,Ottawa Senators,3,4,0.0
1924-01-05,1924,H,Ottawa Senators,Toronto Maple Leafs,7,3,1.0
1924-01-05,1924,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,5,1,1.0
1924-01-09,1924,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,5,3,1.0
1924-01-09,1924,H,Ottawa Senators,Montreal Canadiens,2,1,1.0
1924-01-12,1924,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,2,3,0.0
1924-01-12,1924,H,Toronto Maple Leafs,Montreal Canadiens,5,3,1.0
1924-01-16,1924,H,Montreal Canadiens,Ottawa Senators,2,1,1.0
1924-01-16,1924,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,3,1,1.0
1924-01-19,1924,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,2,1,1.0
1924-01-19,1924,H,Montreal Canadiens,Toronto Maple Leafs,0,2,0.0
1924-01-21,1924,H,Montreal Canadiens,Ottawa Senators,2,3,0.0
1924-01-23,1924,H,Toronto Maple Leafs,Ottawa Senators,1,5,0.0
1924-01-23,1924,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,4,1,1.0
1924-01-26,1924,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,5,1,1.0
1924-01-26,1924,H,Toronto Maple Leafs,Montreal Canadiens,2,1,1.0
1924-01-30,1924,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,5,2,1.0
1924-01-30,1924,H,Ottawa Senators,Toronto Maple Leafs,7,2,1.0
1924-02-02,1924,H,Montreal Canadiens,Ottawa Senators,1,0,1.0
1924-02-02,1924,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,2,4,0.0
1924-02-06,1924,H,Ottawa Senators,Montreal Canadiens,4,0,1.0
1924-02-06,1924,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,6,4,1.0
1924-02-09,1924,H,Montreal Canadiens,Toronto Maple Leafs,5,3,1.0
1924-02-09,1924,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,1,0,1.0
1924-02-13,1924,H,Toronto Maple Leafs,Ottawa Senators,4,2,1.0
1924-02-13,1924,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,2,3,0.0
1924-02-16,1924,H,Ottawa Senators,Toronto Maple Leafs,1,2,0.0
1924-02-16,1924,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,2,1,1.0
1924-02-20,1924,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,3,1,1.0
1924-02-21,1924,H,Montreal Canadiens,Ottawa Senators,3,0,1.0
1924-02-23,1924,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,2,1,1.0
1924-02-23,1924,H,Ottawa Senators,Montreal Canadiens,1,0,1.0
1924-02-27,1924,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,7,4,1.0
1924-02-27,1924,H,Montreal Canadiens,Toronto Maple Leafs,6,1,1.0
1924-03-01,1924,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,5,2,1.0
1924-03-01,1924,H,Toronto Maple Leafs,Montreal Canadiens,1,4,0.0
1924-03-05,1924,H,Toronto Maple Leafs,Ottawa Senators,4,8,0.0
1924-03-05,1924,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,6,3,1.0
1924-11-29,1925,H,Montreal Canadiens,Toronto Maple Leafs,7,1,1.0
1924-11-29,1925,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,5,3,1.0
1924-12-01,1925,H,Boston Bruins,Montreal Maroons,2,1,1.0
1924-12-03,1925,H,Ottawa Senators,Montreal Canadiens,2,1,1.0
1924-12-03,1925,H,Montreal Maroons,Quebec Athletic Club/Bulldogs,0,2,0.0
1924-12-03,1925,H,Toronto Maple Leafs,Boston Bruins,5,3,1.0
1924-12-05,1925,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,3,10,0.0
1924-12-06,1925,H,Montreal Maroons,Ottawa Senators,3,1,1.0
1924-12-08,1925,H,Boston Bruins,Montreal Canadiens,3,4,0.0
1924-12-10,1925,H,Ottawa Senators,Toronto Maple Leafs,3,6,0.0
1924-12-10,1925,H,Montreal Canadiens,Montreal Maroons,5,0,1.0
1924-12-10,1925,H,Quebec Athletic Club/Bulldogs,Boston Bruins,7,1,1.0
1924-12-13,1925,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,6,2,1.0
1924-12-13,1925,H,Toronto Maple Leafs,Montreal Maroons,1,3,0.0
1924-12-15,1925,H,Boston Bruins,Ottawa Senators,2,10,0.0
1924-12-17,1925,H,Toronto Maple Leafs,Montreal Canadiens,2,5,0.0
1924-12-17,1925,H,Montreal Maroons,Boston Bruins,6,2,1.0
