date,season,location,team1,team2,score1,score2,result,elo_prob1,accuracy
1920-09-26,1920,H,RII,STP,48,0,1.0,0.8246512009492516,1.0
1920-10-03,1920,H,AKR,WHE,43,0,1.0,0.8242120973373386,1.0
1920-10-03,1920,H,BFF,WBU,32,6,1.0,0.8020003005487033,1.0
1920-10-03,1920,H,DAY,COL,14,0,1.0,0.5758191240920725,1.0
1920-10-03,1920,H,RII,MUN,45,0,1.0,0.6441710901126361,1.0
1920-10-03,1920,H,RCH,ABU,10,0,1.0,0.8242120973373386,1.0
1920-10-03,1920,H,CHI,MUT,20,0,1.0,0.6829855714913705,1.0
1920-10-03,1920,H,CBD,PTQ,48,0,1.0,0.8252671507782987,1.0
1920-10-10,1920,H,RII,HAM,26,0,1.0,0.7186125156699114,1.0
1920-10-10,1920,H,CHI,KEW,25,7,1.0,0.7052228213582555,1.0
1920-10-10,1920,H,CBD,TLM,42,0,1.0,0.8350967251138723,1.0
1920-10-10,1920,H,DHR,CLP,40,14,1.0,0.8210600128920061,1.0
1920-10-10,1920,H,BFF,ABU,51,0,1.0,0.8190246337513903,1.0
1920-10-10,1920,H,AKR,COL,37,0,1.0,0.6371462416975575,1.0
1920-10-10,1920,H,CHT,ARI,0,0,0.5,0.3236958101289702,0.5
1920-10-10,1920,H,DAY,CTI,0,0,0.5,0.6609062119549988,0.5
1920-10-10,1920,H,RCH,FTP,66,0,1.0,0.8303914086394528,1.0
1920-10-17,1920,H,DAY,HAM,44,0,1.0,0.7016249406064283,1.0
1920-10-17,1920,H,CBD,CTI,7,0,1.0,0.6704588627828753,1.0
1920-10-17,1920,H,RCH,UTI,0,0,0.5,0.8404198708258926,0.5
1920-10-17,1920,H,RII,CHI,0,7,0.0,0.7817358026736219,0.0
1920-10-17,1920,H,AKR,CNC,13,0,1.0,0.8530716765977777,1.0
1920-10-17,1920,H,FTW,COL,14,0,1.0,0.3703429439183118,0.0
1920-10-17,1920,H,CHT,DHR,12,0,1.0,0.3089862674970486,0.0
1920-10-17,1920,H,ARI,MUT,33,3,1.0,0.8262089539380489,1.0
1920-10-17,1920,H,BFF,MCK,28,7,1.0,0.8234735946274689,1.0
1920-10-24,1920,H,RCH,SYR,21,7,1.0,0.8322407496806097,1.0
1920-10-24,1920,H,RII,ARI,7,0,1.0,0.6266977349565902,1.0
1920-10-24,1920,H,DHR,COL,6,0,1.0,0.6606584732908434,1.0
1920-10-24,1920,H,DAY,CBD,20,20,0.5,0.5799418307749183,0.5
1920-10-24,1920,H,AKR,CTI,7,0,1.0,0.7104523923311487,1.0
1920-10-24,1920,H,CHT,CHI,0,10,0.0,0.455939487249168,1.0
1920-10-24,1920,H,BFF,TLM,38,0,1.0,0.8401525693602044,1.0
1920-10-31,1920,H,ARI,DHR,21,0,1.0,0.590308732113072,1.0
1920-10-31,1920,H,CBD,AKR,0,10,0.0,0.5709104192320837,0.0
1920-10-31,1920,H,LOG,HAM,9,14,0.0,0.4416802561899166,1.0
1920-10-31,1920,H,BFF,RCH,17,6,1.0,0.5943134780522634,1.0
1920-10-31,1920,H,CTI,COL,7,0,1.0,0.6415648660951777,1.0
1920-10-31,1920,H,DAY,CNC,23,7,1.0,0.849886887823208,1.0
1920-10-31,1920,H,RII,CHT,20,7,1.0,0.8348563894691186,1.0
1920-10-31,1920,H,RCK,CHI,0,29,0.0,0.3659349098785374,1.0
1920-11-07,1920,H,CHT,ARI,3,6,0.0,0.3224180406221354,1.0
1920-11-07,1920,H,BFF,ATN,35,0,1.0,0.8542517418951552,1.0
1920-11-07,1920,H,CTI,CBD,0,18,0.0,0.5132928566698408,0.0
1920-11-07,1920,H,RII,CHI,0,0,0.5,0.6744653897706056,0.5
1920-11-07,1920,H,ZAN,COL,0,10,0.0,0.457209209875749,1.0
1920-11-07,1920,H,PUL,HAM,13,14,0.0,0.4197496883637788,1.0
1920-11-07,1920,H,RCH,UTI,27,7,1.0,0.8139062165368742,1.0
1920-11-11,1920,H,THO,RII,7,7,0.5,0.2668469060089102,0.5
1920-11-11,1920,H,CHL,CHI,0,20,0.0,0.3279088695976134,1.0
1920-11-14,1920,H,FTW,DHR,0,0,0.5,0.4149540329876203,0.5
1920-11-14,1920,H,GAR,HAM,7,6,1.0,0.4118159947243675,0.0
1920-11-14,1920,H,CTI,AKR,7,7,0.5,0.3699000795884207,0.5
1920-11-14,1920,H,RCH,ATN,0,6,0.0,0.8384234232144746,0.0
1920-11-14,1920,H,MNM,CHI,0,3,0.0,0.304399963546868,1.0
1920-11-14,1920,H,CBD,CHT,21,0,1.0,0.8527192268204822,1.0
1920-11-14,1920,H,ARI,CNC,20,0,1.0,0.845812520321243,1.0
1920-11-14,1920,H,BFF,COL,43,7,1.0,0.7596607557344566,1.0
1920-11-14,1920,H,RII,DAY,0,21,0.0,0.5877488989628165,0.0
1920-11-21,1920,H,RCH,ROS,16,0,1.0,0.7986500510782363,1.0
1920-11-21,1920,H,ARI,LAN,14,0,1.0,0.8412426678993664,1.0
1920-11-21,1920,H,BFF,CBD,0,3,0.0,0.6113807767668593,0.0
1920-11-21,1920,H,ZAN,COL,0,0,0.5,0.4184687644809145,0.5
1920-11-21,1920,H,AKR,DAY,13,0,1.0,0.6041119312780093,1.0
1920-11-21,1920,H,CHI,HAM,28,7,1.0,0.7187044630080391,1.0
1920-11-21,1920,H,CTI,TLM,14,0,1.0,0.7795435211924647,1.0
1920-11-25,1920,H,RCH,ATN,3,14,0.0,0.7814213368120926,0.0
1920-11-25,1920,H,AKR,CBD,7,0,1.0,0.6357250407333228,1.0
1920-11-25,1920,H,CHT,CHI,0,6,0.0,0.2729631054153987,1.0
1920-11-25,1920,H,ELY,COL,0,0,0.5,0.4525901556272016,0.5
1920-11-25,1920,H,DAY,DHR,28,0,1.0,0.7168153088469423,1.0
1920-11-25,1920,H,CHB,HAM,27,0,1.0,0.446465095519741,0.0
1920-11-28,1920,H,CHT,THO,27,0,1.0,0.565146176095177,1.0
1920-11-28,1920,H,RII,WJA,48,7,1.0,0.8180061992144855,1.0
1920-11-28,1920,H,DAY,AKR,0,14,0.0,0.5278869955505084,0.0
1920-11-28,1920,H,ARI,CHI,7,6,1.0,0.5781219337540966,1.0
1920-11-28,1920,H,BFF,CTI,7,0,1.0,0.7277172310961919,1.0
1920-11-28,1920,H,DHR,LAN,0,0,0.5,0.7726417686351719,0.5
1920-11-28,1920,H,ROS,RCH,6,7,0.0,0.3776704052405488,1.0
1920-12-04,1920,H,BFF,CBD,7,3,1.0,0.5974255035931052,1.0
1920-12-05,1920,H,BFF,AKR,0,0,0.5,0.4878217339298069,0.5
1920-12-05,1920,H,WGC,CBD,0,0,0.5,0.262942759700645,0.5
1920-12-05,1920,H,ARI,CHI,0,10,0.0,0.5940594649863562,0.0
1920-12-05,1920,H,DHR,DTM,7,7,0.5,0.756149916544416,0.5
1920-12-05,1920,H,ROS,RCH,0,0,0.5,0.3641403293967172,0.5
1920-12-05,1920,H,COL,CWP,24,0,1.0,0.7171213585477898,1.0
1920-12-11,1920,H,UAP,CBD,13,7,1.0,0.2710879119751707,0.0
1920-12-12,1920,H,CHI,AKR,0,0,0.5,0.4789294414332902,0.5
1920-12-18,1920,H,RIC,CBD,0,39,0.0,0.307469187915628,1.0
1920-12-19,1920,H,CST,ARI,14,14,0.5,0.3043499918961562,0.5
1921-09-25,1921,H,AKR,COL,14,0,1.0,0.7795702305735632,1.0
1921-10-02,1921,H,AKR,CCL,41,0,1.0,0.728771018358994,1.0
1921-10-02,1921,H,ARI,MNN,20,0,1.0,0.5907123998506881,1.0
1921-10-02,1921,H,BFF,HAM,17,0,1.0,0.7638000993823642,1.0
1921-10-02,1921,H,RII,DTI,0,0,0.5,0.8273104657062538,0.5
1921-10-02,1921,H,DAY,COL,42,13,1.0,0.7177130305917288,1.0
1921-10-02,1921,H,ECG,LOU,21,0,1.0,0.4301037895945261,0.0
1921-10-09,1921,H,CBD,HAM,7,7,0.5,0.7445848318411796,0.5
1921-10-09,1921,H,DTI,DAY,10,7,1.0,0.2695369239816663,0.0
1921-10-09,1921,H,BFF,COL,38,0,1.0,0.7727550050827636,1.0
1921-10-09,1921,H,ECG,MUN,14,0,1.0,0.4025135809267792,0.0
1921-10-09,1921,H,ARI,AKR,0,23,0.0,0.4490998389573102,1.0
1921-10-10,1921,H,CHI,RII,14,10,1.0,0.6584844289155444,1.0
1921-10-16,1921,H,MUN,CCL,0,14,0.0,0.5250570220154723,0.0
1921-10-16,1921,H,ARI,RII,7,14,0.0,0.6101655673915589,0.0
1921-10-16,1921,H,CTI,COL,35,9,1.0,0.6688887730334149,1.0
1921-10-16,1921,H,CHI,RCH,16,13,1.0,0.7134202815973444,1.0
1921-10-16,1921,H,BFF,NG1,55,0,1.0,0.8781535300894766,1.0
1921-10-16,1921,H,ECG,HAM,0,3,0.0,0.5401024206322547,0.0
1921-10-16,1921,H,DTI,AKR,0,20,0.0,0.1835543839176582,1.0
1921-10-16,1921,H,DAY,CBD,14,14,0.5,0.611408130473334,0.5
1921-10-23,1921,H,GB,MNN,7,6,1.0,0.4977276519811022,0.0
1921-10-23,1921,H,BFF,RCH,28,0,1.0,0.755260413464833,1.0
1921-10-23,1921,H,CBD,AKR,0,3,0.0,0.3795488033513305,1.0
1921-10-23,1921,H,CTI,CCL,28,0,1.0,0.5437249267832118,1.0
1921-10-23,1921,H,ARI,COL,17,6,1.0,0.7138531919329767,1.0
1921-10-23,1921,H,CHI,DAY,7,0,1.0,0.6483807661691039,1.0
1921-10-23,1921,H,DTI,RII,0,14,0.0,0.3261390439617119,1.0
1921-10-30,1921,H,DAY,CTI,3,2,1.0,0.5932832340668743,1.0
1921-10-30,1921,H,MNN,COL,28,0,1.0,0.7294770416045998,1.0
1921-10-30,1921,H,GB,RII,3,13,0.0,0.4371795672057785,1.0
1921-10-30,1921,H,AKR,RCH,19,0,1.0,0.8495090128802689,1.0
1921-10-30,1921,H,BFF,DTI,21,0,1.0,0.8890184527094621,1.0
1921-11-06,1921,H,RII,MNN,14,3,1.0,0.6723853862786576,1.0
1921-11-06,1921,H,ARI,HAM,7,0,1.0,0.678611056863766,1.0
1921-11-06,1921,H,CHI,DTI,20,9,1.0,0.8785066386826075,1.0
1921-11-06,1921,H,GB,ECG,43,6,1.0,0.6545642498889076,1.0
1921-11-06,1921,H,CBD,DAY,14,0,1.0,0.5804662109486513,1.0
1921-11-06,1921,H,BFF,CTI,10,6,1.0,0.7266425908287979,1.0
1921-11-06,1921,H,COL,AKR,0,21,0.0,0.1744657215979138,1.0
1921-11-06,1921,H,RCH,TON,45,0,1.0,0.5284063044920551,1.0
1921-11-13,1921,H,GB,HAM,14,7,1.0,0.6133689180996386,1.0
1921-11-13,1921,H,BFF,AKR,0,0,0.5,0.4811378314403178,0.5
1921-11-13,1921,H,CTI,CBD,0,7,0.0,0.5455437476364552,0.0
1921-11-13,1921,H,CHI,RII,3,0,1.0,0.6166305306397533,1.0
1921-11-13,1921,H,DAY,DTI,27,0,1.0,0.8196611312321836,1.0
1921-11-20,1921,H,RCH,COL,27,13,1.0,0.7532566424402186,1.0
1921-11-20,1921,H,ARI,GB,3,3,0.5,0.6717408911838079,0.5
1921-11-20,1921,H,CHI,CTI,22,7,1.0,0.7457358978191706,1.0
1921-11-20,1921,H,BFF,CBD,7,7,0.5,0.6793977307743809,0.5
1921-11-20,1921,H,DAY,AKR,3,0,1.0,0.3269543002568812,0.0
1921-11-24,1921,H,AKR,CBD,0,14,0.0,0.7405098665316118,0.0
1921-11-24,1921,H,CHI,BFF,6,7,0.0,0.5863603871817877,0.0
1921-11-27,1921,H,CHI,GB,20,0,1.0,0.77831933351256,1.0
1921-11-27,1921,H,BFF,DAY,7,0,1.0,0.7170781499354318,1.0
1921-11-27,1921,H,ECG,CCL,48,0,1.0,0.3775716432953696,0.0
1921-11-27,1921,H,SEN,CBD,0,15,0.0,0.2053269608448,1.0
1921-12-03,1921,H,NG1,CTI,0,17,0.0,0.3571772231336698,1.0
1921-12-03,1921,H,BFF,AKR,14,0,1.0,0.5930262390624423,1.0
1921-12-04,1921,H,CHI,BFF,10,7,1.0,0.5342161002399493,1.0
1921-12-04,1921,H,ARI,AKR,0,7,0.0,0.4292334241471903,1.0
1921-12-04,1921,H,LOU,COL,0,6,0.0,0.6603073595766215,0.0
1921-12-11,1921,H,SEN,CTI,7,0,1.0,0.3292474054239295,0.0
1921-12-11,1921,H,CHI,CBD,10,0,1.0,0.610157351844411,1.0
1921-12-18,1921,H,SEN,CBD,14,28,0.0,0.2318905736249148,1.0
1921-12-18,1921,H,CHI,ARI,0,0,0.5,0.7896778714848912,0.5
1922-10-01,1922,H,BFF,HAM,7,0,1.0,0.7884399650790559,1.0
1922-10-01,1922,H,DAY,OOR,36,0,1.0,0.8292133938374656,1.0
1922-10-01,1922,H,ARI,MIL,3,0,1.0,0.8143504709461228,1.0
1922-10-01,1922,H,CBD,LOU,38,0,1.0,0.7933672072168062,1.0
1922-10-01,1922,H,RII,GB,19,14,1.0,0.6995794950978008,1.0
1922-10-01,1922,H,AKR,COL,36,0,1.0,0.8046305992859485,1.0
1922-10-01,1922,H,TOL,ECG,15,0,1.0,0.7006756611079398,1.0
1922-10-01,1922,H,RAC,CHI,0,6,0.0,0.4541494269781893,1.0
1922-10-08,1922,H,OOR,COL,20,6,1.0,0.4455988847697282,0.0
1922-10-08,1922,H,DAY,CBD,0,0,0.5,0.5012923230056885,0.5
1922-10-08,1922,H,GB,RAC,6,10,0.0,0.5518015125380423,0.0
1922-10-08,1922,H,TOL,MIL,12,12,0.5,0.841569900746951,0.5
1922-10-08,1922,H,RII,CHI,6,10,0.0,0.509150314903685,0.0
1922-10-12,1922,H,AKR,RCH,13,13,0.5,0.7318006183986098,0.5
1922-10-15,1922,H,CHI,RCH,7,0,1.0,0.7521540621303711,1.0
1922-10-15,1922,H,MIL,RAC,20,0,1.0,0.3302474005493661,0.0
1922-10-15,1922,H,CBD,OOR,14,0,1.0,0.8698532075145711,1.0
1922-10-15,1922,H,DAY,MNN,17,0,1.0,0.6406204830631833,1.0
1922-10-15,1922,H,TOL,HAM,14,0,1.0,0.7062007539879077,1.0
1922-10-15,1922,H,ARI,GB,16,3,1.0,0.682333362268822,1.0
1922-10-15,1922,H,RII,ECG,60,0,1.0,0.7497975677153701,1.0
1922-10-15,1922,H,BFF,COL,19,0,1.0,0.8532252932591823,1.0
1922-10-22,1922,H,CHI,BFF,7,0,1.0,0.6244999992602788,1.0
1922-10-22,1922,H,AKR,CBD,0,22,0.0,0.5931220972150324,0.0
1922-10-22,1922,H,RAC,TOL,0,7,0.0,0.4863159887549924,1.0
1922-10-22,1922,H,ARI,MNN,3,0,1.0,0.6560088869466268,1.0
1922-10-22,1922,H,DAY,HAM,20,0,1.0,0.7570446382383244,1.0
1922-10-22,1922,H,MIL,GB,0,0,0.5,0.5016780025868239,0.5
1922-10-22,1922,H,RII,RCH,26,0,1.0,0.6784942866628162,1.0
1922-10-29,1922,H,DAY,BFF,0,7,0.0,0.5344123304950869,0.0
1922-10-29,1922,H,ARI,COL,37,6,1.0,0.7923490048352182,1.0
1922-10-29,1922,H,GB,RII,0,0,0.5,0.3687978976712825,0.5
1922-10-29,1922,H,RAC,RCH,9,0,1.0,0.5414033152617352,1.0
1922-10-29,1922,H,AKR,OOR,62,0,1.0,0.8522385410489223,1.0
1922-10-29,1922,H,TOL,LOU,39,0,1.0,0.781728927222911,1.0
1922-10-29,1922,H,MIL,HAM,0,0,0.5,0.528298717872614,0.5
1922-10-29,1922,H,CHI,CBD,6,7,0.0,0.618912744208407,0.0
1922-11-05,1922,H,AKR,HAM,22,0,1.0,0.7931566851743536,1.0
1922-11-05,1922,H,ARI,BFF,9,7,1.0,0.4740989755125109,0.0
1922-11-05,1922,H,GB,COL,3,0,1.0,0.6926999375652645,1.0
1922-11-05,1922,H,CHI,DAY,9,0,1.0,0.7302386095516578,1.0
1922-11-05,1922,H,RAC,LOU,57,0,1.0,0.6940694101332828,1.0
1922-11-05,1922,H,MNN,OOR,13,6,1.0,0.7784921039744471,1.0
1922-11-05,1922,H,CBD,TOL,0,0,0.5,0.6952208330133459,0.5
1922-11-11,1922,H,RAC,COL,34,0,1.0,0.7668191215788603,1.0
1922-11-12,1922,H,RII,DAY,43,0,1.0,0.6563011052091885,1.0
1922-11-12,1922,H,CBD,BFF,3,0,1.0,0.6284494812015127,1.0
1922-11-12,1922,H,LOU,ECG,13,6,1.0,0.539925113157954,1.0
1922-11-12,1922,H,GB,MNN,14,6,1.0,0.536580167040733,1.0
1922-11-12,1922,H,CHI,OOR,33,6,1.0,0.9188459487597512,1.0
1922-11-12,1922,H,ARI,AKR,7,0,1.0,0.551153655699912,1.0
1922-11-19,1922,H,CHI,RII,3,0,1.0,0.6768684965766002,1.0
1922-11-19,1922,H,ARI,CBD,0,7,0.0,0.4819670706587426,1.0
1922-11-19,1922,H,BFF,AKR,3,3,0.5,0.6451692970693004,0.5
1922-11-19,1922,H,MIL,OOR,13,0,1.0,0.6703545623143469,1.0
1922-11-19,1922,H,RAC,GB,3,3,0.5,0.6527201840938102,0.5
1922-11-26,1922,H,RAC,HAM,6,0,1.0,0.722908441157773,1.0
1922-11-26,1922,H,TOL,COL,7,6,1.0,0.8584667501694144,1.0
1922-11-26,1922,H,CHI,AKR,20,10,1.0,0.7239634269166209,1.0
1922-11-26,1922,H,BFF,OOR,7,19,0.0,0.9007234925842852,0.0
1922-11-26,1922,H,GB,MIL,13,0,1.0,0.7035291028558455,1.0
1922-11-26,1922,H,CBD,ARI,20,3,1.0,0.7407675123971813,1.0
1922-11-30,1922,H,ARI,CHI,6,0,1.0,0.3860578844041383,0.0
1922-11-30,1922,H,CBD,AKR,14,0,1.0,0.7507973177699109,1.0
1922-11-30,1922,H,RAC,MIL,3,0,1.0,0.770195521141947,1.0
1922-11-30,1922,H,COL,OOR,6,18,0.0,0.5736566279978155,0.0
1922-11-30,1922,H,RCH,BFF,0,21,0.0,0.4643246053295786,1.0
1922-12-03,1922,H,RAC,GB,0,14,0.0,0.6420452460298736,0.0
1922-12-03,1922,H,BFF,AKR,16,0,1.0,0.629602018291135,1.0
1922-12-03,1922,H,ARI,DAY,3,7,0.0,0.6728822693572515,0.0
1922-12-03,1922,H,CHI,TOL,22,0,1.0,0.7021862134902842,1.0
1922-12-03,1922,H,CBD,MIL,40,6,1.0,0.9132841618363275,1.0
1922-12-10,1922,H,TOL,CBD,0,19,0.0,0.3890556095779269,1.0
1922-12-10,1922,H,ARI,CHI,9,0,1.0,0.3986089029975815,0.0
1923-09-30,1923,H,MIL,OOR,13,2,1.0,0.5733496807029927,1.0
1923-09-30,1923,H,RAC,TOL,7,7,0.5,0.5330270357406567,0.5
1923-09-30,1923,H,GB,MNN,12,0,1.0,0.6435850316376679,1.0
1923-09-30,1923,H,DUL,AKR,10,7,1.0,0.2993943669124904,0.0
1923-09-30,1923,H,ARI,BFF,3,0,1.0,0.5710725812252365,1.0
1923-09-30,1923,H,RII,CHI,3,0,1.0,0.5390212609177081,1.0
1923-09-30,1923,H,DAY,COL,7,6,1.0,0.7800673920334644,1.0
1923-09-30,1923,H,CBD,HAM,17,0,1.0,0.8440006523332682,1.0
1923-10-07,1923,H,HAM,DAY,7,0,1.0,0.439563380545905,0.0
1923-10-07,1923,H,MNN,DUL,0,10,0.0,0.7504223201862011,0.0
1923-10-07,1923,H,CBD,LOU,37,0,1.0,0.8518720916282764,1.0
1923-10-07,1923,H,ARI,RCH,60,0,1.0,0.7296973656293275,1.0
1923-10-07,1923,H,GB,SLA,0,0,0.5,0.8373490726691606,0.5
1923-10-07,1923,H,TOL,OOR,7,0,1.0,0.758411013825567,1.0
1923-10-07,1923,H,BFF,AKR,9,0,1.0,0.6650618916114979,1.0
1923-10-07,1923,H,RAC,CHI,0,3,0.0,0.4417725280972863,1.0
1923-10-07,1923,H,RII,CIB,0,0,0.5,0.8730560197669199,0.5
1923-10-07,1923,H,MIL,COL,0,0,0.5,0.6712037405700965,0.5
1923-10-14,1923,H,RII,RCH,56,0,1.0,0.757330393265486,1.0
1923-10-14,1923,H,ARI,AKR,19,0,1.0,0.7180359739051084,1.0
1923-10-14,1923,H,COL,BFF,0,3,0.0,0.3156562064683574,1.0
1923-10-14,1923,H,GB,CHI,0,3,0.0,0.4709539685872531,1.0
1923-10-14,1923,H,CBD,DAY,30,0,1.0,0.7948007503194999,1.0
1923-10-14,1923,H,SLA,HAM,0,0,0.5,0.4176214913614999,0.5
1923-10-14,1923,H,MIL,RAC,7,7,0.5,0.5142203833687119,0.5
1923-10-14,1923,H,MNN,OOR,23,0,1.0,0.6329477661711598,1.0
1923-10-21,1923,H,ARI,MNN,9,0,1.0,0.7853510265789966,1.0
1923-10-21,1923,H,DUL,HAM,3,0,1.0,0.4923632069960177,0.0
1923-10-21,1923,H,COL,LOU,34,0,1.0,0.5184928319370752,1.0
1923-10-21,1923,H,TOL,DAY,6,3,1.0,0.6599056863334548,1.0
1923-10-21,1923,H,CHI,CBD,0,6,0.0,0.4954237399164363,1.0
1923-10-21,1923,H,CIB,SLA,6,0,1.0,0.5904869177380409,1.0
1923-10-21,1923,H,BFF,OOR,57,0,1.0,0.8322873588075534,1.0
1923-10-21,1923,H,RAC,AKR,9,7,1.0,0.5977508127412162,1.0
1923-10-21,1923,H,GB,MIL,12,0,1.0,0.7059032709534374,1.0
1923-10-28,1923,H,MIL,SLA,6,0,1.0,0.7186509262754998,1.0
1923-10-28,1923,H,CIB,OOR,27,0,1.0,0.569112935268873,1.0
1923-10-28,1923,H,DUL,MNN,9,0,1.0,0.5263057489772132,1.0
1923-10-28,1923,H,ARI,DAY,13,3,1.0,0.7526119961133647,1.0
1923-10-28,1923,H,CHI,BFF,18,3,1.0,0.6025248602776917,1.0
1923-10-28,1923,H,CBD,AKR,7,3,1.0,0.8541248379986872,1.0
1923-10-28,1923,H,TOL,COL,0,3,0.0,0.7772388303612096,0.0
1923-10-28,1923,H,GB,RAC,3,24,0.0,0.6422621837380503,0.0
1923-11-04,1923,H,CHI,OOR,26,0,1.0,0.8877076977687421,1.0
1923-11-04,1923,H,RII,MIL,3,14,0.0,0.7956930783545906,0.0
1923-11-04,1923,H,CIB,BFF,0,0,0.5,0.3091423829546729,0.5
1923-11-04,1923,H,ARI,CBD,3,7,0.0,0.4657351992903327,1.0
1923-11-04,1923,H,SLA,GB,0,3,0.0,0.3379710398150379,1.0
1923-11-04,1923,H,MNN,RAC,13,6,1.0,0.4269897167006546,0.0
1923-11-11,1923,H,RAC,GB,0,16,0.0,0.6108171345609864,0.0
1923-11-11,1923,H,CIB,DAY,0,0,0.5,0.4507310912537601,0.5
1923-11-11,1923,H,BFF,CBD,3,3,0.5,0.366506757613889,0.5
1923-11-11,1923,H,ARI,HAM,6,0,1.0,0.8028681747542641,1.0
1923-11-11,1923,H,MNN,RII,6,6,0.5,0.4377447914497351,0.5
1923-11-11,1923,H,COL,TOL,16,0,1.0,0.4437282079782035,0.0
1923-11-11,1923,H,CHI,AKR,20,6,1.0,0.7918940187107069,1.0
1923-11-11,1923,H,SLA,OOR,14,7,1.0,0.5489824388453522,1.0
1923-11-11,1923,H,MIL,DUL,6,3,1.0,0.6645167034071536,1.0
1923-11-18,1923,H,CIB,COL,9,3,1.0,0.4773638031650862,0.0
1923-11-18,1923,H,ARI,DUL,10,0,1.0,0.8337757890577747,1.0
1923-11-18,1923,H,BFF,DAY,3,0,1.0,0.7202415691792498,1.0
1923-11-18,1923,H,CHI,RII,7,3,1.0,0.7161452735708425,1.0
1923-11-18,1923,H,CBD,OOR,41,0,1.0,0.941993343446732,1.0
1923-11-18,1923,H,MIL,GB,7,10,0.0,0.5141542373457232,0.0
1923-11-24,1923,H,SLA,MIL,0,17,0.0,0.3834116554212643,1.0
1923-11-24,1923,H,RCH,TOL,6,12,0.0,0.4852820996281857,1.0
1923-11-25,1923,H,ARI,RAC,4,10,0.0,0.7792822405041661,0.0
1923-11-25,1923,H,BFF,TOL,3,3,0.5,0.6765738112088698,0.5
1923-11-25,1923,H,GB,DUL,10,0,1.0,0.7730773085251652,1.0
1923-11-25,1923,H,CIB,CBD,10,46,0.0,0.178145527308223,1.0
1923-11-25,1923,H,CHI,HAM,14,7,1.0,0.8416044356047725,1.0
1923-11-25,1923,H,RII,MNN,6,6,0.5,0.7166271408061788,0.5
1923-11-25,1923,H,COL,OOR,27,3,1.0,0.7602677051116606,1.0
1923-11-29,1923,H,AKR,BFF,2,0,1.0,0.419927758316731,0.0
1923-11-29,1923,H,CHI,ARI,3,0,1.0,0.6785796692187956,1.0
1923-11-29,1923,H,GB,HAM,19,0,1.0,0.7589400881551965,1.0
1923-11-29,1923,H,RAC,MIL,0,16,0.0,0.6244446521822432,0.0
1923-11-29,1923,H,CBD,TOL,28,0,1.0,0.8357022640768825,1.0
1923-12-01,1923,H,RCH,BFF,0,13,0.0,0.3698329980079774,1.0
1923-12-02,1923,H,COL,DAY,30,3,1.0,0.5718493364062848,1.0
1923-12-02,1923,H,CHI,MIL,0,0,0.5,0.7715863572138648,0.5
1923-12-02,1923,H,CBD,BFF,14,0,1.0,0.7938998831435725,1.0
1923-12-02,1923,H,RAC,MNN,23,0,1.0,0.6195737320530866,1.0
1923-12-02,1923,H,ARI,OOR,22,19,1.0,0.8878224105491355,1.0
1923-12-09,1923,H,CHI,RII,29,7,1.0,0.7494626435631577,1.0
1923-12-09,1923,H,COL,CBD,0,10,0.0,0.2246736111730625,1.0
1923-12-09,1923,H,ARI,MIL,12,14,0.0,0.6715136410628891,0.0
1923-12-09,1923,H,LOU,OOR,0,19,0.0,0.7220762963488728,0.0
1924-09-27,1924,H,FYJ,RCH,21,0,1.0,0.5905954879557427,1.0
1924-09-28,1924,H,ARI,MIL,17,7,1.0,0.618076038042448,1.0
1924-09-28,1924,H,DUL,GB,6,3,1.0,0.4205434517785988,0.0
1924-09-28,1924,H,RAC,HAM,10,0,1.0,0.6681527310030803,1.0
1924-09-28,1924,H,RII,CHI,0,0,0.5,0.4457482080267727,0.5
1924-10-04,1924,H,FYJ,KEN,31,6,1.0,0.7633917172387165,1.0
1924-10-05,1924,H,RII,RAC,9,0,1.0,0.5974116587464605,1.0
1924-10-05,1924,H,RCH,AKR,0,3,0.0,0.4801089724524645,1.0
1924-10-05,1924,H,CIB,CHI,16,14,1.0,0.3306167440815449,0.0
1924-10-05,1924,H,BFF,COL,13,0,1.0,0.681351830981938,1.0
1924-10-05,1924,H,MNN,DUL,0,3,0.0,0.6055070732449285,0.0
1924-10-05,1924,H,DAY,FYJ,19,7,1.0,0.5897935310909793,1.0
1924-10-05,1924,H,ARI,GB,3,0,1.0,0.6416654650646123,1.0
1924-10-05,1924,H,MIL,KCB,3,0,1.0,0.822688156485075,1.0
1924-10-11,1924,H,FYJ,CIB,3,3,0.5,0.5934429619937068,0.5
1924-10-12,1924,H,ARI,MNN,13,0,1.0,0.7663741693889798,1.0
1924-10-12,1924,H,CHI,RAC,10,10,0.5,0.7274091564721272,0.5
1924-10-12,1924,H,GB,KCB,16,0,1.0,0.8330188880334385,1.0
1924-10-12,1924,H,MIL,KEN,21,0,1.0,0.837691392134633,1.0
1924-10-12,1924,H,CIB,AKR,29,14,1.0,0.5238668512469032,1.0
1924-10-12,1924,H,RCH,COL,7,15,0.0,0.4809567634027148,1.0
1924-10-12,1924,H,BFF,DAY,0,7,0.0,0.7013006674182694,0.0
1924-10-12,1924,H,RII,HAM,26,0,1.0,0.7305662003597805,1.0
1924-10-18,1924,H,FYJ,COL,23,7,1.0,0.5253613389821875,1.0
1924-10-19,1924,H,KEN,HAM,6,6,0.5,0.4213699070262079,0.5
1924-10-19,1924,H,CHI,ARI,6,0,1.0,0.5988506873663069,1.0
