date,season,location,team1,team2,score1,score2,result,elo_prob1
1969-12-07,1969,H,KC,BUF,22,19,1.0,0.9224555947742078
1969-12-07,1969,H,LAC,NE,28,18,1.0,0.7099654600441225
1969-12-07,1969,H,LAR,MIN,13,20,0.0,0.6073014388164325
1969-12-07,1969,H,PIT,DAL,7,10,0.0,0.1398761001539393
1969-12-07,1969,H,OAK,CIN,37,17,1.0,0.9139596763791612
1969-12-07,1969,H,PHI,WSH,29,34,0.0,0.5072224192233482
1969-12-07,1969,H,NYG,ARI,49,6,1.0,0.477649607596129
1969-12-13,1969,H,OAK,KC,10,6,1.0,0.6000448945650113
1969-12-13,1969,H,DAL,IND,27,10,1.0,0.6269885787037127
1969-12-14,1969,H,LAC,BUF,45,6,1.0,0.8004959784733788
1969-12-14,1969,H,DEN,CIN,27,16,1.0,0.625112649211117
1969-12-14,1969,H,TEN,NE,27,23,1.0,0.6618511948234842
1969-12-14,1969,H,WSH,NO,17,14,1.0,0.728691361907631
1969-12-14,1969,H,MIN,SF,10,7,1.0,0.8968866152908498
1969-12-14,1969,H,PHI,ATL,3,27,0.0,0.5741366472773061
1969-12-14,1969,H,CHI,GB,3,21,0.0,0.347111508695165
1969-12-14,1969,H,ARI,CLE,21,27,0.0,0.292819634500885
1969-12-14,1969,H,MIA,NYJ,9,27,0.0,0.2126586530774229
1969-12-14,1969,H,PIT,NYG,17,21,0.0,0.3808578280231401
1969-12-14,1969,H,DET,LAR,28,0,1.0,0.3524858898429153
1969-12-21,1969,H,GB,ARI,45,28,1.0,0.7751327990325635
1969-12-21,1969,H,NO,PIT,27,24,1.0,0.7455240877123428
1969-12-21,1969,H,CHI,DET,3,20,0.0,0.2630956288592361
1969-12-21,1969,H,ATL,MIN,10,3,1.0,0.1955785212396161
1969-12-21,1969,H,SF,PHI,14,13,1.0,0.70196948487623
1969-12-21,1969,H,LAR,IND,7,13,0.0,0.6693666942439979
1969-12-21,1969,H,NYG,CLE,27,14,1.0,0.2931069955514973
1969-12-21,1969,H,DAL,WSH,20,10,1.0,0.8015538402018256
1970-09-18,1970,H,LAR,ARI,34,13,1.0,0.782171583704913
1970-09-19,1970,H,NYG,CHI,16,24,0.0,0.7128385309024614
1970-09-20,1970,H,NE,MIA,27,14,1.0,0.6669262987192774
1970-09-20,1970,H,NO,ATL,3,14,0.0,0.4982687507518439
1970-09-20,1970,H,GB,DET,0,40,0.0,0.5620837676820842
1970-09-20,1970,H,CIN,OAK,31,21,1.0,0.2654628558077104
1970-09-20,1970,H,SF,WSH,26,17,1.0,0.5502135993077717
1970-09-20,1970,H,PIT,TEN,7,19,0.0,0.3905932645303926
1970-09-20,1970,H,MIN,KC,27,10,1.0,0.5294174883691514
1970-09-20,1970,H,BUF,DEN,10,25,0.0,0.5216710099121706
1970-09-20,1970,H,PHI,DAL,7,17,0.0,0.3288356427109613
1970-09-20,1970,H,LAC,IND,14,16,0.0,0.5002460887619431
1970-09-21,1970,H,CLE,NYJ,31,21,1.0,0.6160887827980656
1970-09-27,1970,H,MIN,NO,26,0,1.0,0.8755309178442006
1970-09-27,1970,H,DET,CIN,38,3,1.0,0.7953775318924755
1970-09-27,1970,H,BUF,LAR,0,19,0.0,0.2700245515886308
1970-09-27,1970,H,LAC,OAK,27,27,0.5,0.4649374646814324
1970-09-27,1970,H,TEN,MIA,10,20,0.0,0.7586440304606631
1970-09-27,1970,H,CHI,PHI,20,16,1.0,0.6374296633159253
1970-09-27,1970,H,ARI,WSH,27,17,1.0,0.5149882153625764
1970-09-27,1970,H,GB,ATL,27,24,1.0,0.5782693450859538
1970-09-27,1970,H,NE,NYJ,21,31,0.0,0.4403704326321608
1970-09-27,1970,H,DEN,PIT,16,13,1.0,0.7816198813548346
1970-09-27,1970,H,SF,CLE,34,31,1.0,0.4140026673381815
1970-09-27,1970,H,DAL,NYG,28,10,1.0,0.7853490857836093
1970-09-28,1970,H,IND,KC,24,44,0.0,0.5066080344469419
1970-10-03,1970,H,CLE,PIT,15,7,1.0,0.8817825709008589
1970-10-03,1970,H,MIA,OAK,20,13,1.0,0.3111992843876609
1970-10-04,1970,H,ATL,SF,21,20,1.0,0.5953789482954996
1970-10-04,1970,H,BUF,NYJ,34,31,1.0,0.2789032329368696
1970-10-04,1970,H,NE,IND,6,14,0.0,0.3904631022021189
1970-10-04,1970,H,GB,MIN,13,10,1.0,0.3612051353329493
1970-10-04,1970,H,DEN,KC,26,13,1.0,0.2932143511303989
1970-10-04,1970,H,CIN,TEN,13,20,0.0,0.5526199810209189
1970-10-04,1970,H,NO,NYG,14,10,1.0,0.5312757097361097
1970-10-04,1970,H,LAR,LAC,37,10,1.0,0.7191046280408365
1970-10-04,1970,H,PHI,WSH,21,33,0.0,0.4876333233547255
1970-10-04,1970,H,ARI,DAL,20,7,1.0,0.345319917493905
1970-10-05,1970,H,DET,CHI,28,14,1.0,0.8147235329018783
1970-10-10,1970,H,NYJ,MIA,6,20,0.0,0.7481384049679815
1970-10-11,1970,H,TEN,IND,20,24,0.0,0.4358273771763228
1970-10-11,1970,H,KC,NE,23,10,1.0,0.8534565488164992
1970-10-11,1970,H,CLE,CIN,30,27,1.0,0.8159931423006642
1970-10-11,1970,H,OAK,DEN,35,23,1.0,0.6691908598232745
1970-10-11,1970,H,LAR,SF,6,20,0.0,0.7621907789655846
1970-10-11,1970,H,ARI,NO,24,17,1.0,0.6873316891916664
1970-10-11,1970,H,NYG,PHI,30,23,1.0,0.6827586890587026
1970-10-11,1970,H,PIT,BUF,23,10,1.0,0.5001093727901728
1970-10-11,1970,H,CHI,MIN,0,24,0.0,0.2696276033126523
1970-10-11,1970,H,DAL,ATL,13,0,1.0,0.6890980130129857
1970-10-11,1970,H,WSH,DET,31,10,1.0,0.3691222427038858
1970-10-12,1970,H,LAC,GB,20,22,0.0,0.5436935081875337
1970-10-18,1970,H,TEN,PIT,3,7,0.0,0.7589169182046758
1970-10-18,1970,H,SF,NO,20,20,0.5,0.7717496544456786
1970-10-18,1970,H,DEN,ATL,24,10,1.0,0.6025717319922117
1970-10-18,1970,H,BUF,MIA,14,33,0.0,0.4028528076057375
1970-10-18,1970,H,GB,LAR,21,31,0.0,0.5344638928851114
1970-10-18,1970,H,PHI,ARI,20,35,0.0,0.3782875587134626
1970-10-18,1970,H,NE,NYG,0,16,0.0,0.5556465126220888
1970-10-18,1970,H,CHI,LAC,7,20,0.0,0.4775964669656186
1970-10-18,1970,H,CIN,KC,19,27,0.0,0.2436251331521605
1970-10-18,1970,H,CLE,DET,24,41,0.0,0.6053750620739932
1970-10-18,1970,H,NYJ,IND,22,29,0.0,0.4632953023200137
1970-10-18,1970,H,MIN,DAL,54,13,1.0,0.6974641284515625
1970-10-19,1970,H,OAK,WSH,34,20,1.0,0.6899384820477269
1970-10-25,1970,H,NYJ,BUF,6,10,0.0,0.797575042899293
1970-10-25,1970,H,SF,DEN,19,14,1.0,0.6083305890169179
1970-10-25,1970,H,ATL,NO,32,14,1.0,0.6845389898567519
1970-10-25,1970,H,IND,NE,27,3,1.0,0.8577729094485442
1970-10-25,1970,H,KC,DAL,16,27,0.0,0.7149337515634271
1970-10-25,1970,H,MIA,CLE,0,28,0.0,0.4984716639044245
1970-10-25,1970,H,LAC,TEN,31,31,0.5,0.6906608741312905
1970-10-25,1970,H,NYG,ARI,35,17,1.0,0.526729093979191
1970-10-25,1970,H,OAK,PIT,31,14,1.0,0.8584366724678846
1970-10-25,1970,H,WSH,CIN,20,0,1.0,0.7335290735504997
1970-10-25,1970,H,CHI,DET,10,16,0.0,0.2598254323763849
1970-10-25,1970,H,GB,PHI,30,17,1.0,0.8224209713457462
1970-10-26,1970,H,MIN,LAR,13,3,1.0,0.7036455535824013
1970-11-01,1970,H,ATL,CHI,14,23,0.0,0.7404302170084108
1970-11-01,1970,H,NO,LAR,17,30,0.0,0.2967783581172707
1970-11-01,1970,H,SF,GB,26,10,1.0,0.6164563316956594
1970-11-01,1970,H,DEN,WSH,3,19,0.0,0.5819346258467426
1970-11-01,1970,H,DAL,PHI,21,17,1.0,0.8929432932270944
1970-11-01,1970,H,IND,MIA,35,0,1.0,0.7881459971287901
1970-11-01,1970,H,CLE,LAC,10,27,0.0,0.7122985454930932
1970-11-01,1970,H,DET,MIN,17,30,0.0,0.4875599736202225
1970-11-01,1970,H,NE,BUF,10,45,0.0,0.6170658969367476
1970-11-01,1970,H,NYJ,NYG,10,22,0.0,0.5527765252509936
1970-11-01,1970,H,ARI,TEN,44,0,1.0,0.6457726197055388
1970-11-01,1970,H,KC,OAK,17,17,0.5,0.6193199758544209
1970-11-02,1970,H,PIT,CIN,21,10,1.0,0.5590137829322526
1970-11-08,1970,H,LAC,DEN,24,21,1.0,0.69414274384081
1970-11-08,1970,H,KC,TEN,24,9,1.0,0.8301309993211281
1970-11-08,1970,H,OAK,CLE,23,20,1.0,0.6744881395499496
1970-11-08,1970,H,CHI,SF,16,37,0.0,0.3700852508123924
1970-11-08,1970,H,PHI,MIA,24,17,1.0,0.3875488510598042
1970-11-08,1970,H,BUF,CIN,14,43,0.0,0.6486510681348294
1970-11-08,1970,H,NO,DET,19,17,1.0,0.2651587788197824
1970-11-08,1970,H,LAR,ATL,10,10,0.5,0.7870694192216422
1970-11-08,1970,H,NYG,DAL,23,20,1.0,0.4550328920567538
1970-11-08,1970,H,ARI,NE,31,0,1.0,0.8116559247359345
1970-11-08,1970,H,WSH,MIN,10,19,0.0,0.32950934163183
1970-11-08,1970,H,PIT,NYJ,21,17,1.0,0.5027199018119977
1970-11-09,1970,H,GB,IND,10,13,0.0,0.400283947303433
1970-11-15,1970,H,NE,LAC,14,16,0.0,0.2556801888985138
1970-11-15,1970,H,IND,BUF,17,17,0.5,0.8943194257964606
1970-11-15,1970,H,LAR,NYJ,20,31,0.0,0.8099596278674084
1970-11-15,1970,H,PIT,KC,14,31,0.0,0.2572466022175089
1970-11-15,1970,H,DEN,OAK,19,24,0.0,0.3676355212875956
1970-11-15,1970,H,MIN,DET,24,20,1.0,0.7819410120754254
1970-11-15,1970,H,NYG,WSH,35,33,1.0,0.59464930852139
1970-11-15,1970,H,MIA,NO,21,10,1.0,0.6439137526511821
1970-11-15,1970,H,GB,CHI,20,19,1.0,0.7316751906765064
1970-11-15,1970,H,CIN,CLE,14,10,1.0,0.3837056457045744
1970-11-15,1970,H,TEN,SF,20,30,0.0,0.3410949740544471
1970-11-15,1970,H,PHI,ATL,13,13,0.5,0.4116863262043459
1970-11-16,1970,H,DAL,ARI,0,38,0.0,0.6988676381422412
1970-11-22,1970,H,CLE,TEN,28,14,1.0,0.756118072591009
1970-11-22,1970,H,NYJ,NE,17,3,1.0,0.7861959985112895
1970-11-22,1970,H,ATL,LAR,7,17,0.0,0.4471864749131634
1970-11-22,1970,H,KC,ARI,6,6,0.5,0.6916451243544687
1970-11-22,1970,H,MIN,GB,10,3,1.0,0.8649758418808586
1970-11-22,1970,H,CHI,BUF,31,13,1.0,0.6260564782431428
1970-11-22,1970,H,CIN,PIT,34,7,1.0,0.6538441151472292
1970-11-22,1970,H,DET,SF,28,7,1.0,0.5699089092928702
1970-11-22,1970,H,WSH,DAL,21,45,0.0,0.5629309087466987
1970-11-22,1970,H,MIA,IND,34,17,1.0,0.3161973767175206
1970-11-22,1970,H,NO,DEN,6,31,0.0,0.4754683990635168
1970-11-22,1970,H,OAK,LAC,20,17,1.0,0.6892324241175959
1970-11-23,1970,H,PHI,NYG,23,20,1.0,0.3052001369559484
1970-11-26,1970,H,DET,OAK,28,14,1.0,0.5485519603919861
1970-11-26,1970,H,DAL,GB,16,3,1.0,0.7074330113097151
1970-11-29,1970,H,IND,CHI,21,20,1.0,0.8163653736216349
1970-11-29,1970,H,WSH,NYG,24,27,0.0,0.5427250749161251
1970-11-29,1970,H,NYJ,MIN,20,10,1.0,0.2168443400696102
1970-11-29,1970,H,ARI,PHI,23,14,1.0,0.8405549287050894
1970-11-29,1970,H,CIN,NO,26,6,1.0,0.7225623817586153
1970-11-29,1970,H,TEN,DEN,31,21,1.0,0.4472078209009442
1970-11-29,1970,H,PIT,CLE,28,9,1.0,0.3330020970739678
1970-11-29,1970,H,KC,LAC,26,14,1.0,0.7079533917776469
1970-11-29,1970,H,SF,LAR,13,30,0.0,0.5885060625482803
1970-11-29,1970,H,BUF,NE,10,14,0.0,0.6544080420364693
1970-11-30,1970,H,ATL,MIA,7,20,0.0,0.5252881323674778
1970-12-05,1970,H,MIN,CHI,16,13,1.0,0.9006792155744354
1970-12-06,1970,H,IND,PHI,29,10,1.0,0.8603965474507828
1970-12-06,1970,H,LAR,NO,34,16,1.0,0.886388657894361
1970-12-06,1970,H,NYG,BUF,20,6,1.0,0.8399545639047835
1970-12-06,1970,H,PIT,GB,12,20,0.0,0.4688117338012368
1970-12-06,1970,H,KC,DEN,16,0,1.0,0.8230673862293076
1970-12-06,1970,H,LAC,CIN,14,17,0.0,0.7031687784717664
1970-12-06,1970,H,NYJ,OAK,13,14,0.0,0.4428587979227671
1970-12-06,1970,H,DET,ARI,16,3,1.0,0.6607926759970002
1970-12-06,1970,H,SF,ATL,24,20,1.0,0.7588179022089797
1970-12-06,1970,H,MIA,NE,37,20,1.0,0.8195521901630233
1970-12-06,1970,H,DAL,WSH,34,0,1.0,0.7487431710232797
1970-12-07,1970,H,TEN,CLE,10,21,0.0,0.4689966616817125
1970-12-12,1970,H,CLE,DAL,2,6,0.0,0.4551999117867706
1970-12-12,1970,H,OAK,KC,20,6,1.0,0.5355866226082789
1970-12-13,1970,H,ARI,NYG,17,34,0.0,0.6248657480890089
1970-12-13,1970,H,NO,SF,27,38,0.0,0.276735396095894
1970-12-13,1970,H,MIA,NYJ,16,10,1.0,0.6082332039024871
1970-12-13,1970,H,BUF,IND,14,20,0.0,0.2049927828709396
1970-12-13,1970,H,ATL,PIT,27,16,1.0,0.6311632407821721
1970-12-13,1970,H,NE,MIN,14,35,0.0,0.1158977478842465
1970-12-13,1970,H,CHI,GB,35,17,1.0,0.4488235595631759
1970-12-13,1970,H,WSH,PHI,24,6,1.0,0.7365146872149875
1970-12-13,1970,H,DEN,LAC,17,17,0.5,0.4881367180890736
1970-12-13,1970,H,TEN,CIN,20,30,0.0,0.4607870778864369
1970-12-14,1970,H,LAR,DET,23,28,0.0,0.5453553539679873
1970-12-19,1970,H,IND,NYJ,35,20,1.0,0.7441696986952366
1970-12-20,1970,H,PHI,PIT,30,20,1.0,0.5543058339031806
1970-12-20,1970,H,DET,GB,20,0,1.0,0.8270932405311969
1970-12-20,1970,H,WSH,ARI,28,27,1.0,0.5050223448127185
1970-12-20,1970,H,ATL,MIN,7,37,0.0,0.1963794480131214
1970-12-20,1970,H,NYG,LAR,3,31,0.0,0.5677487901997945
1970-12-20,1970,H,LAC,KC,31,13,1.0,0.4184519543695407
1970-12-20,1970,H,DEN,CLE,13,27,0.0,0.5131102163915496
1970-12-20,1970,H,MIA,BUF,45,7,1.0,0.8492166168157038
1970-12-20,1970,H,CIN,NE,45,7,1.0,0.8218603722290718
1970-12-20,1970,H,OAK,SF,7,38,0.0,0.7081723365929207
1970-12-20,1970,H,NO,CHI,3,24,0.0,0.410586730142968
1970-12-20,1970,H,DAL,TEN,52,10,1.0,0.8699952080720043
1971-09-19,1971,H,ATL,SF,20,17,1.0,0.3965063819023037
1971-09-19,1971,H,LAC,KC,21,14,1.0,0.5436792268927205
1971-09-19,1971,H,NO,LAR,24,20,1.0,0.2674137630052238
1971-09-19,1971,H,ARI,WSH,17,24,0.0,0.6359049867658976
1971-09-19,1971,H,NE,OAK,20,6,1.0,0.3080259511921607
1971-09-19,1971,H,BUF,DAL,37,49,0.0,0.2583248686323387
1971-09-19,1971,H,CIN,PHI,37,14,1.0,0.7191534616303077
1971-09-19,1971,H,IND,NYJ,22,0,1.0,0.7523353732569344
1971-09-19,1971,H,DEN,MIA,10,10,0.5,0.4852217093563837
1971-09-19,1971,H,CHI,PIT,17,15,1.0,0.6998371246191832
1971-09-19,1971,H,CLE,TEN,31,0,1.0,0.7410835369842547
1971-09-19,1971,H,GB,NYG,40,42,0.0,0.5105471531514196
1971-09-20,1971,H,DET,MIN,13,16,0.0,0.5443532252991081
1971-09-26,1971,H,PHI,DAL,7,42,0.0,0.2696718164636179
1971-09-26,1971,H,BUF,MIA,14,29,0.0,0.3497343623142634
1971-09-26,1971,H,NYG,WSH,3,30,0.0,0.6312704409190085
1971-09-26,1971,H,PIT,CIN,21,10,1.0,0.4060335469293754
1971-09-26,1971,H,NE,DET,7,34,0.0,0.3172799644147051
1971-09-26,1971,H,MIN,CHI,17,20,0.0,0.8063909531853765
1971-09-26,1971,H,IND,CLE,13,14,0.0,0.712805536067552
1971-09-26,1971,H,TEN,KC,16,20,0.0,0.358570167895517
1971-09-26,1971,H,LAR,ATL,20,20,0.5,0.735703987928017
1971-09-26,1971,H,GB,DEN,34,13,1.0,0.6119796621200848
1971-09-26,1971,H,NO,SF,20,38,0.0,0.3411428448074816
1971-09-26,1971,H,LAC,OAK,0,34,0.0,0.6360262622798922
1971-09-27,1971,H,ARI,NYJ,17,10,1.0,0.6138779877289954
1971-10-03,1971,H,DET,ATL,41,38,1.0,0.778713387301834
1971-10-03,1971,H,MIN,BUF,19,0,1.0,0.8941381181913091
1971-10-03,1971,H,MIA,NYJ,10,14,0.0,0.6990674908076074
1971-10-03,1971,H,TEN,NO,13,13,0.5,0.6135995997243261
1971-10-03,1971,H,PIT,LAC,21,17,1.0,0.4581064929901152
1971-10-03,1971,H,DEN,KC,3,16,0.0,0.3937369100050567
1971-10-03,1971,H,DAL,WSH,16,20,0.0,0.7002118528251178
1971-10-03,1971,H,GB,CIN,20,17,1.0,0.5923605940719141
1971-10-03,1971,H,LAR,CHI,17,3,1.0,0.6696825676100626
1971-10-03,1971,H,ARI,NYG,20,21,0.0,0.6029397473308591
1971-10-03,1971,H,PHI,SF,3,31,0.0,0.2995042573670044
1971-10-03,1971,H,NE,IND,3,23,0.0,0.2656604567726084
1971-10-04,1971,H,CLE,OAK,20,34,0.0,0.560467817188976
1971-10-10,1971,H,SF,LAR,13,20,0.0,0.6182499569018371
1971-10-10,1971,H,DET,GB,31,28,1.0,0.7507283809539029
1971-10-10,1971,H,CIN,MIA,13,23,0.0,0.5325541701312251
1971-10-10,1971,H,WSH,TEN,22,13,1.0,0.8286223631426384
1971-10-10,1971,H,ATL,ARI,9,26,0.0,0.5370009762844673
1971-10-10,1971,H,BUF,IND,0,43,0.0,0.1960725720679777
1971-10-10,1971,H,DEN,OAK,16,27,0.0,0.3171677516188226
1971-10-10,1971,H,CLE,PIT,27,17,1.0,0.7039071709410814
1971-10-10,1971,H,CHI,NO,35,14,1.0,0.7464272912608007
1971-10-10,1971,H,KC,LAC,31,10,1.0,0.713200147178925
1971-10-10,1971,H,PHI,MIN,0,13,0.0,0.2103336016095964
1971-10-10,1971,H,NE,NYJ,20,0,1.0,0.4225043682847992
1971-10-11,1971,H,DAL,NYG,20,13,1.0,0.731416308035798
1971-10-17,1971,H,ATL,LAR,16,24,0.0,0.3414133106811821
1971-10-17,1971,H,SF,CHI,13,0,1.0,0.6841199215249899
1971-10-17,1971,H,NYJ,BUF,28,17,1.0,0.7598834957719665
1971-10-17,1971,H,CIN,CLE,24,27,0.0,0.4741563860100437
1971-10-17,1971,H,TEN,DET,7,31,0.0,0.2424411672197174
1971-10-17,1971,H,WSH,ARI,20,0,1.0,0.6729050761172182
1971-10-17,1971,H,GB,MIN,13,24,0.0,0.3634448589585416
1971-10-17,1971,H,DEN,LAC,20,16,1.0,0.4708980328466747
1971-10-17,1971,H,NO,DAL,24,14,1.0,0.2288674518489221
1971-10-17,1971,H,NYG,IND,7,31,0.0,0.3766805407633462
1971-10-17,1971,H,MIA,NE,41,3,1.0,0.7672789023252986
1971-10-17,1971,H,OAK,PHI,34,10,1.0,0.8795923833566871
1971-10-18,1971,H,KC,PIT,38,16,1.0,0.8055447504995138
1971-10-23,1971,H,LAC,BUF,20,3,1.0,0.7816247941751093
1971-10-24,1971,H,OAK,CIN,31,27,1.0,0.8118257047401735
1971-10-24,1971,H,DET,CHI,23,28,0.0,0.782439218320307
1971-10-24,1971,H,LAR,GB,30,13,1.0,0.7725689527505096
1971-10-24,1971,H,ATL,NO,28,6,1.0,0.621419967640752
1971-10-24,1971,H,NYJ,MIA,14,30,0.0,0.4502109683485895
1971-10-24,1971,H,DAL,NE,44,21,1.0,0.8220111798408128
1971-10-24,1971,H,KC,WSH,27,20,1.0,0.5987635636452077
1971-10-24,1971,H,PHI,NYG,23,7,1.0,0.3900110806430023
1971-10-24,1971,H,PIT,TEN,23,16,1.0,0.6682714208412144
1971-10-24,1971,H,ARI,SF,14,26,0.0,0.4828481562348264
1971-10-24,1971,H,CLE,DEN,0,27,0.0,0.7624046084243753
1971-10-25,1971,H,MIN,IND,10,3,1.0,0.5883973243997531
1971-10-31,1971,H,WSH,NO,24,14,1.0,0.8401386535874202
1971-10-31,1971,H,BUF,ARI,23,28,0.0,0.3208104443787243
1971-10-31,1971,H,OAK,KC,20,20,0.5,0.5943356844475429
1971-10-31,1971,H,NYG,MIN,10,17,0.0,0.2578013380255872
1971-10-31,1971,H,SF,NE,27,10,1.0,0.8503526386205257
1971-10-31,1971,H,LAC,NYJ,49,21,1.0,0.6415172096018215
1971-10-31,1971,H,IND,PIT,34,21,1.0,0.8484247393600008
1971-10-31,1971,H,CHI,DAL,23,19,1.0,0.4808920974561544
1971-10-31,1971,H,LAR,MIA,14,20,0.0,0.6581529521859317
1971-10-31,1971,H,CLE,ATL,14,31,0.0,0.6640879414670738
1971-10-31,1971,H,PHI,DEN,17,16,1.0,0.454740275062772
1971-10-31,1971,H,TEN,CIN,10,6,1.0,0.462253433749764
1971-11-01,1971,H,GB,DET,14,14,0.5,0.377817890604989
1971-11-07,1971,H,MIA,BUF,34,0,1.0,0.9072503761612544
1971-11-07,1971,H,NE,TEN,28,20,1.0,0.6071902333700864
1971-11-07,1971,H,NYG,LAC,35,17,1.0,0.5002158673390561
1971-11-07,1971,H,MIN,SF,9,13,0.0,0.6937796458948642
1971-11-07,1971,H,PIT,CLE,26,9,1.0,0.5452697161862985
1971-11-07,1971,H,NYJ,KC,13,10,1.0,0.2891664567021015
1971-11-07,1971,H,WSH,PHI,7,7,0.5,0.8409695551704176
1971-11-07,1971,H,NO,OAK,21,21,0.5,0.2398487729077336
1971-11-07,1971,H,CHI,GB,14,17,0.0,0.684778855369153
1971-11-07,1971,H,ARI,DAL,13,16,0.0,0.4745511015968953
1971-11-07,1971,H,CIN,ATL,6,9,0.0,0.5025702379706171
1971-11-07,1971,H,DEN,DET,20,24,0.0,0.3757254591816062
1971-11-08,1971,H,IND,LAR,24,17,1.0,0.6697882491326965
1971-11-14,1971,H,DET,LAR,13,21,0.0,0.6309461208474815
1971-11-14,1971,H,CHI,WSH,16,15,1.0,0.4868020583104193
1971-11-14,1971,H,KC,CLE,13,7,1.0,0.8110691484719299
1971-11-14,1971,H,NE,BUF,38,33,1.0,0.7327350686705552
1971-11-14,1971,H,OAK,TEN,41,21,1.0,0.8789856714154889
1971-11-14,1971,H,MIA,PIT,24,21,1.0,0.7995335527085284
1971-11-14,1971,H,DAL,PHI,20,7,1.0,0.827414887230169
1971-11-14,1971,H,ATL,NYG,17,21,0.0,0.6370051606597146
1971-11-14,1971,H,MIN,GB,3,0,1.0,0.8106807198568424
1971-11-14,1971,H,DEN,CIN,10,24,0.0,0.6533136554280828
1971-11-14,1971,H,NYJ,IND,13,14,0.0,0.2624922958566968
1971-11-14,1971,H,SF,NO,20,26,0.0,0.8751666162073737
1971-11-15,1971,H,LAC,ARI,20,17,1.0,0.5644146425999155
1971-11-21,1971,H,CLE,NE,27,7,1.0,0.623980148742052
1971-11-21,1971,H,ARI,PHI,20,37,0.0,0.7149654265583173
1971-11-21,1971,H,CHI,DET,3,28,0.0,0.4925401778809544
1971-11-21,1971,H,BUF,NYJ,7,20,0.0,0.3620037801133639
1971-11-21,1971,H,WSH,DAL,0,13,0.0,0.565791161841603
1971-11-21,1971,H,LAR,SF,17,6,1.0,0.6176479057948516
1971-11-21,1971,H,OAK,LAC,34,33,1.0,0.775767290777233
1971-11-21,1971,H,MIA,IND,17,14,1.0,0.5094898281852624
1971-11-21,1971,H,CIN,TEN,28,13,1.0,0.7240818996740935
1971-11-21,1971,H,PIT,NYG,17,13,1.0,0.5316154311053621
1971-11-21,1971,H,NO,MIN,10,23,0.0,0.2380639027688325
1971-11-21,1971,H,KC,DEN,28,10,1.0,0.8299320306378934
1971-11-22,1971,H,ATL,GB,28,21,1.0,0.5762886676594272
1971-11-25,1971,H,DET,KC,32,21,1.0,0.5889897030219248
1971-11-25,1971,H,DAL,LAR,28,21,1.0,0.5801297311144886
1971-11-28,1971,H,NYJ,SF,21,24,0.0,0.3964678137044032
1971-11-28,1971,H,CIN,LAC,31,0,1.0,0.5616586438061889
1971-11-28,1971,H,OAK,IND,14,37,0.0,0.539676293703772
1971-11-28,1971,H,PHI,WSH,13,20,0.0,0.4083443306654512
1971-11-28,1971,H,GB,NO,21,29,0.0,0.6779578618873696
1971-11-28,1971,H,NYG,ARI,7,24,0.0,0.6426496163937105
1971-11-28,1971,H,PIT,DEN,10,22,0.0,0.6633980175989331
1971-11-28,1971,H,MIN,ATL,24,7,1.0,0.8238239349769821
1971-11-28,1971,H,TEN,CLE,24,37,0.0,0.4236213756189762
1971-11-28,1971,H,BUF,NE,27,20,1.0,0.4155942221121449
1971-11-29,1971,H,MIA,CHI,34,3,1.0,0.7704898397664524
1971-12-04,1971,H,DAL,NYJ,52,10,1.0,0.8310576110000043
1971-12-05,1971,H,CLE,CIN,31,27,1.0,0.5636686708202738
1971-12-05,1971,H,LAC,MIN,30,14,1.0,0.250610863571909
1971-12-05,1971,H,ARI,GB,16,16,0.5,0.6395064869352755
1971-12-05,1971,H,NE,MIA,34,13,1.0,0.2022855865664141
1971-12-05,1971,H,ATL,OAK,24,13,1.0,0.4254875993152389
1971-12-05,1971,H,TEN,PIT,29,3,1.0,0.4253933226247523
1971-12-05,1971,H,DET,PHI,20,23,0.0,0.8516554981579956
1971-12-05,1971,H,IND,BUF,24,0,1.0,0.9450285217204653
1971-12-05,1971,H,DEN,CHI,6,3,1.0,0.534524048075855
1971-12-05,1971,H,WSH,NYG,23,7,1.0,0.7673302926431103
1971-12-05,1971,H,LAR,NO,45,28,1.0,0.8147035466134068
1971-12-06,1971,H,SF,KC,17,26,0.0,0.5772456029042198
1971-12-11,1971,H,MIN,DET,29,10,1.0,0.6405065004746907
1971-12-11,1971,H,IND,MIA,14,3,1.0,0.7321732921950551
1971-12-12,1971,H,CIN,PIT,13,21,0.0,0.7099050040198995
1971-12-12,1971,H,NYJ,NE,13,6,1.0,0.6247362002039581
1971-12-12,1971,H,NO,CLE,17,21,0.0,0.5176175535294969
1971-12-12,1971,H,KC,OAK,16,14,1.0,0.6835611130362591
1971-12-12,1971,H,PHI,ARI,19,7,1.0,0.5510126703697696
1971-12-12,1971,H,LAC,DEN,45,17,1.0,0.6498649360734371
1971-12-12,1971,H,BUF,TEN,14,20,0.0,0.496225271278309
1971-12-12,1971,H,SF,ATL,24,3,1.0,0.6751311119400967
1971-12-12,1971,H,NYG,DAL,14,42,0.0,0.2605800503754693
1971-12-12,1971,H,GB,CHI,31,10,1.0,0.5552200845696007
1971-12-13,1971,H,LAR,WSH,24,38,0.0,0.6634031592771491
1971-12-18,1971,H,DAL,ARI,31,12,1.0,0.8499823354399687
1971-12-19,1971,H,CHI,MIN,10,27,0.0,0.2709662195526606
1971-12-19,1971,H,IND,NE,17,21,0.0,0.9065748767222191
1971-12-19,1971,H,WSH,CLE,13,20,0.0,0.7512644594260832
