date,season,location,team1,team2,score1,score2,result
1964-11-08,1964,H,CHI,IND,24,40,0.0
1964-11-08,1964,H,MIN,SF,24,7,1.0
1964-11-08,1964,H,KC,OAK,42,7,1.0
1964-11-08,1964,H,NYG,DAL,21,31,0.0
1964-11-08,1964,H,GB,DET,30,7,1.0
1964-11-08,1964,H,CLE,WSH,34,24,1.0
1964-11-08,1964,H,NYJ,BUF,7,20,0.0
1964-11-15,1964,H,OAK,TEN,20,10,1.0
1964-11-15,1964,H,DAL,PHI,14,17,0.0
1964-11-15,1964,H,KC,LAC,14,28,0.0
1964-11-15,1964,H,LAR,CHI,24,34,0.0
1964-11-15,1964,H,CLE,DET,37,21,1.0
1964-11-15,1964,H,ARI,NYG,10,10,0.5
1964-11-15,1964,H,DEN,NYJ,20,16,1.0
1964-11-15,1964,H,IND,MIN,17,14,1.0
1964-11-15,1964,H,PIT,WSH,0,30,0.0
1964-11-15,1964,H,BUF,NE,28,36,0.0
1964-11-15,1964,H,SF,GB,24,14,1.0
1964-11-20,1964,H,NE,DEN,12,7,1.0
1964-11-22,1964,H,WSH,DAL,28,16,1.0
1964-11-22,1964,H,CHI,SF,23,21,1.0
1964-11-22,1964,H,TEN,KC,19,28,0.0
1964-11-22,1964,H,LAR,IND,7,24,0.0
1964-11-22,1964,H,NYG,PIT,17,44,0.0
1964-11-22,1964,H,OAK,NYJ,35,26,1.0
1964-11-22,1964,H,PHI,ARI,13,38,0.0
1964-11-22,1964,H,DET,MIN,23,23,0.5
1964-11-22,1964,H,GB,CLE,28,21,1.0
1964-11-26,1964,H,LAC,BUF,24,27,0.0
1964-11-26,1964,H,DET,CHI,24,27,0.0
1964-11-29,1964,H,SF,IND,3,14,0.0
1964-11-29,1964,H,PIT,ARI,20,21,0.0
1964-11-29,1964,H,DEN,OAK,20,20,0.5
1964-11-29,1964,H,NYJ,KC,27,14,1.0
1964-11-29,1964,H,MIN,LAR,34,13,1.0
1964-11-29,1964,H,WSH,NYG,36,21,1.0
1964-11-29,1964,H,TEN,NE,17,34,0.0
1964-11-29,1964,H,CLE,PHI,38,24,1.0
1964-11-29,1964,H,DAL,GB,21,45,0.0
1964-12-05,1964,H,CHI,GB,3,17,0.0
1964-12-06,1964,H,PHI,DAL,24,14,1.0
1964-12-06,1964,H,WSH,PIT,7,14,0.0
1964-12-06,1964,H,IND,DET,14,31,0.0
1964-12-06,1964,H,KC,NE,24,31,0.0
1964-12-06,1964,H,OAK,BUF,16,13,1.0
1964-12-06,1964,H,LAC,NYJ,38,3,1.0
1964-12-06,1964,H,ARI,CLE,28,19,1.0
1964-12-06,1964,H,SF,LAR,28,7,1.0
1964-12-06,1964,H,NYG,MIN,21,30,0.0
1964-12-12,1964,H,NYG,CLE,20,52,0.0
1964-12-13,1964,H,ARI,PHI,36,34,1.0
1964-12-13,1964,H,CHI,MIN,14,41,0.0
1964-12-13,1964,H,TEN,NYJ,33,17,1.0
1964-12-13,1964,H,DET,SF,24,7,1.0
1964-12-13,1964,H,IND,WSH,45,17,1.0
1964-12-13,1964,H,DEN,BUF,19,30,0.0
1964-12-13,1964,H,LAR,GB,24,24,0.5
1964-12-13,1964,H,LAC,KC,6,49,0.0
1964-12-13,1964,H,DAL,PIT,17,14,1.0
1964-12-20,1964,H,TEN,DEN,34,15,1.0
1964-12-20,1964,H,NE,BUF,14,24,0.0
1964-12-20,1964,H,OAK,LAC,21,20,1.0
1964-12-20,1964,H,KC,NYJ,24,7,1.0
1965-09-11,1965,H,LAC,DEN,34,31,1.0
1965-09-11,1965,H,BUF,NE,24,7,1.0
1965-09-12,1965,H,OAK,KC,37,10,1.0
1965-09-12,1965,H,TEN,NYJ,27,21,1.0
1965-09-18,1965,H,NYJ,KC,10,14,0.0
1965-09-19,1965,H,PHI,ARI,34,27,1.0
1965-09-19,1965,H,TEN,NE,31,10,1.0
1965-09-19,1965,H,DET,LAR,20,0,1.0
1965-09-19,1965,H,OAK,LAC,6,17,0.0
1965-09-19,1965,H,SF,CHI,52,24,1.0
1965-09-19,1965,H,DEN,BUF,15,30,0.0
1965-09-19,1965,H,DAL,NYG,31,2,1.0
1965-09-19,1965,H,IND,MIN,35,16,1.0
1965-09-19,1965,H,WSH,CLE,7,17,0.0
1965-09-19,1965,H,PIT,GB,9,41,0.0
1965-09-24,1965,H,NE,DEN,10,27,0.0
1965-09-25,1965,H,LAR,CHI,30,28,1.0
1965-09-26,1965,H,OAK,TEN,21,17,1.0
1965-09-26,1965,H,BUF,NYJ,33,21,1.0
1965-09-26,1965,H,MIN,DET,29,31,0.0
1965-09-26,1965,H,CLE,ARI,13,49,0.0
1965-09-26,1965,H,GB,IND,20,17,1.0
1965-09-26,1965,H,DAL,WSH,27,7,1.0
1965-09-26,1965,H,LAC,KC,10,10,0.5
1965-09-26,1965,H,SF,PIT,27,17,1.0
1965-09-26,1965,H,PHI,NYG,14,16,0.0
1965-10-03,1965,H,KC,NE,27,17,1.0
1965-10-03,1965,H,IND,SF,27,24,1.0
1965-10-03,1965,H,LAC,TEN,31,14,1.0
1965-10-03,1965,H,LAR,MIN,35,38,0.0
1965-10-03,1965,H,PHI,CLE,17,35,0.0
1965-10-03,1965,H,DEN,NYJ,16,13,1.0
1965-10-03,1965,H,PIT,NYG,13,23,0.0
1965-10-03,1965,H,DET,WSH,14,10,1.0
1965-10-03,1965,H,GB,CHI,23,14,1.0
1965-10-03,1965,H,BUF,OAK,17,12,1.0
1965-10-04,1965,H,ARI,DAL,20,13,1.0
1965-10-08,1965,H,NE,OAK,10,24,0.0
1965-10-09,1965,H,CLE,PIT,24,19,1.0
1965-10-09,1965,H,MIN,NYG,40,14,1.0
1965-10-10,1965,H,IND,DET,31,7,1.0
1965-10-10,1965,H,DAL,PHI,24,35,0.0
1965-10-10,1965,H,DEN,KC,23,31,0.0
1965-10-10,1965,H,CHI,LAR,31,6,1.0
1965-10-10,1965,H,GB,SF,27,10,1.0
1965-10-10,1965,H,BUF,LAC,3,34,0.0
1965-10-10,1965,H,WSH,ARI,16,37,0.0
1965-10-16,1965,H,NYJ,OAK,24,24,0.5
1965-10-17,1965,H,KC,BUF,7,23,0.0
1965-10-17,1965,H,DET,GB,21,31,0.0
1965-10-17,1965,H,WSH,IND,7,38,0.0
1965-10-17,1965,H,NE,LAC,13,13,0.5
1965-10-17,1965,H,PIT,ARI,7,20,0.0
1965-10-17,1965,H,MIN,CHI,37,45,0.0
1965-10-17,1965,H,DEN,TEN,28,17,1.0
1965-10-17,1965,H,LAR,SF,21,45,0.0
1965-10-17,1965,H,CLE,DAL,23,17,1.0
1965-10-17,1965,H,NYG,PHI,35,27,1.0
1965-10-23,1965,H,NYJ,LAC,9,34,0.0
1965-10-24,1965,H,BUF,DEN,31,13,1.0
1965-10-24,1965,H,CHI,DET,38,10,1.0
1965-10-24,1965,H,TEN,KC,38,36,1.0
1965-10-24,1965,H,IND,LAR,35,20,1.0
1965-10-24,1965,H,PHI,PIT,14,20,0.0
1965-10-24,1965,H,OAK,NE,30,21,1.0
1965-10-24,1965,H,NYG,CLE,14,38,0.0
1965-10-24,1965,H,ARI,WSH,20,24,0.0
1965-10-24,1965,H,GB,DAL,13,3,1.0
1965-10-24,1965,H,SF,MIN,41,42,0.0
1965-10-31,1965,H,NYG,ARI,14,10,1.0
1965-10-31,1965,H,KC,OAK,14,7,1.0
1965-10-31,1965,H,BUF,TEN,17,19,0.0
1965-10-31,1965,H,CHI,GB,31,10,1.0
1965-10-31,1965,H,LAR,DET,7,31,0.0
1965-10-31,1965,H,LAC,NE,6,22,0.0
1965-10-31,1965,H,PIT,DAL,22,13,1.0
1965-10-31,1965,H,SF,IND,28,34,0.0
1965-10-31,1965,H,NYJ,DEN,45,10,1.0
1965-10-31,1965,H,CLE,MIN,17,27,0.0
1965-10-31,1965,H,WSH,PHI,23,21,1.0
1965-11-07,1965,H,DEN,LAC,21,35,0.0
1965-11-07,1965,H,MIN,LAR,24,13,1.0
1965-11-07,1965,H,CHI,IND,21,26,0.0
1965-11-07,1965,H,ARI,PIT,21,17,1.0
1965-11-07,1965,H,NYG,WSH,7,23,0.0
1965-11-07,1965,H,GB,DET,7,12,0.0
1965-11-07,1965,H,CLE,PHI,38,34,1.0
1965-11-07,1965,H,KC,NYJ,10,13,0.0
1965-11-07,1965,H,TEN,OAK,21,33,0.0
1965-11-07,1965,H,NE,BUF,7,23,0.0
1965-11-07,1965,H,DAL,SF,39,31,1.0
1965-11-14,1965,H,CHI,ARI,34,13,1.0
1965-11-14,1965,H,NE,NYJ,20,30,0.0
1965-11-14,1965,H,KC,LAC,31,7,1.0
1965-11-14,1965,H,DET,SF,21,27,0.0
1965-11-14,1965,H,OAK,BUF,14,17,0.0
1965-11-14,1965,H,DAL,PIT,24,17,1.0
1965-11-14,1965,H,MIN,IND,21,41,0.0
1965-11-14,1965,H,TEN,DEN,21,31,0.0
1965-11-14,1965,H,PHI,WSH,21,14,1.0
1965-11-14,1965,H,GB,LAR,6,3,1.0
1965-11-14,1965,H,CLE,NYG,34,21,1.0
1965-11-21,1965,H,DEN,OAK,20,28,0.0
1965-11-21,1965,H,NYJ,TEN,41,14,1.0
1965-11-21,1965,H,DET,CHI,10,17,0.0
1965-11-21,1965,H,MIN,GB,13,38,0.0
1965-11-21,1965,H,PIT,WSH,3,31,0.0
1965-11-21,1965,H,IND,PHI,34,24,1.0
1965-11-21,1965,H,ARI,NYG,15,28,0.0
1965-11-21,1965,H,SF,LAR,30,27,1.0
1965-11-21,1965,H,NE,KC,10,10,0.5
1965-11-21,1965,H,DAL,CLE,17,24,0.0
1965-11-25,1965,H,LAC,BUF,20,20,0.5
1965-11-25,1965,H,DET,IND,24,24,0.5
1965-11-28,1965,H,KC,TEN,52,21,1.0
1965-11-28,1965,H,MIN,SF,24,45,0.0
1965-11-28,1965,H,NYG,CHI,14,35,0.0
1965-11-28,1965,H,NYJ,NE,23,27,0.0
1965-11-28,1965,H,WSH,DAL,34,31,1.0
1965-11-28,1965,H,PIT,CLE,21,42,0.0
1965-11-28,1965,H,ARI,PHI,24,28,0.0
1965-11-28,1965,H,LAR,GB,21,10,1.0
1965-12-04,1965,H,LAC,NYJ,38,7,1.0
1965-12-05,1965,H,SF,DET,17,14,1.0
1965-12-05,1965,H,NYG,PIT,35,10,1.0
1965-12-05,1965,H,PHI,DAL,19,21,0.0
1965-12-05,1965,H,ARI,LAR,3,27,0.0
1965-12-05,1965,H,TEN,BUF,18,29,0.0
1965-12-05,1965,H,IND,CHI,0,13,0.0
1965-12-05,1965,H,GB,MIN,24,19,1.0
1965-12-05,1965,H,CLE,WSH,24,16,1.0
1965-12-05,1965,H,OAK,DEN,24,13,1.0
1965-12-11,1965,H,DAL,ARI,27,13,1.0
1965-12-12,1965,H,WSH,NYG,10,27,0.0
1965-12-12,1965,H,DET,MIN,7,29,0.0
1965-12-12,1965,H,BUF,KC,34,25,1.0
1965-12-12,1965,H,PIT,PHI,13,47,0.0
1965-12-12,1965,H,TEN,LAC,26,37,0.0
1965-12-12,1965,H,IND,GB,27,42,0.0
1965-12-12,1965,H,CHI,SF,61,20,1.0
1965-12-12,1965,H,DEN,NE,20,28,0.0
1965-12-12,1965,H,OAK,NYJ,24,14,1.0
1965-12-12,1965,H,LAR,CLE,42,7,1.0
1965-12-18,1965,H,NE,TEN,42,14,1.0
1965-12-18,1965,H,LAR,IND,17,20,0.0
1965-12-19,1965,H,CHI,MIN,17,24,0.0
1965-12-19,1965,H,PHI,DET,28,35,0.0
1965-12-19,1965,H,NYG,DAL,20,38,0.0
1965-12-19,1965,H,ARI,CLE,24,27,0.0
1965-12-19,1965,H,LAC,OAK,24,14,1.0
1965-12-19,1965,H,NYJ,BUF,14,12,1.0
1965-12-19,1965,H,SF,GB,24,24,0.5
1965-12-19,1965,H,KC,DEN,45,35,1.0
1965-12-19,1965,H,WSH,PIT,35,14,1.0
1966-09-02,1966,H,MIA,OAK,14,23,0.0
1966-09-03,1966,H,TEN,DEN,45,7,1.0
1966-09-04,1966,H,LAC,BUF,27,7,1.0
1966-09-09,1966,H,MIA,NYJ,14,19,0.0
1966-09-10,1966,H,LAC,NE,24,0,1.0
1966-09-10,1966,H,TEN,OAK,31,0,1.0
1966-09-10,1966,H,GB,IND,24,3,1.0
1966-09-11,1966,H,WSH,CLE,14,38,0.0
1966-09-11,1966,H,DET,CHI,14,3,1.0
1966-09-11,1966,H,BUF,KC,20,42,0.0
1966-09-11,1966,H,ATL,LAR,14,19,0.0
1966-09-11,1966,H,PIT,NYG,34,34,0.5
1966-09-11,1966,H,SF,MIN,20,20,0.5
1966-09-11,1966,H,ARI,PHI,16,13,1.0
1966-09-16,1966,H,LAR,CHI,31,17,1.0
1966-09-18,1966,H,DEN,NE,10,24,0.0
1966-09-18,1966,H,MIN,IND,23,38,0.0
1966-09-18,1966,H,PHI,ATL,23,10,1.0
1966-09-18,1966,H,ARI,WSH,23,7,1.0
1966-09-18,1966,H,NYJ,TEN,52,13,1.0
1966-09-18,1966,H,OAK,KC,10,32,0.0
1966-09-18,1966,H,BUF,MIA,58,24,1.0
1966-09-18,1966,H,PIT,DET,17,3,1.0
1966-09-18,1966,H,DAL,NYG,52,7,1.0
1966-09-18,1966,H,CLE,GB,20,21,0.0
1966-09-25,1966,H,DET,ATL,28,10,1.0
1966-09-25,1966,H,DAL,MIN,28,17,1.0
1966-09-25,1966,H,NE,KC,24,43,0.0
1966-09-25,1966,H,IND,SF,36,14,1.0
1966-09-25,1966,H,CLE,ARI,28,34,0.0
1966-09-25,1966,H,GB,LAR,24,13,1.0
1966-09-25,1966,H,PHI,NYG,35,17,1.0
1966-09-25,1966,H,BUF,TEN,27,20,1.0
1966-09-25,1966,H,DEN,NYJ,7,16,0.0
1966-09-25,1966,H,OAK,LAC,20,29,0.0
1966-09-25,1966,H,PIT,WSH,27,33,0.0
1966-09-30,1966,H,LAR,SF,34,3,1.0
1966-10-02,1966,H,ATL,DAL,14,47,0.0
1966-10-02,1966,H,NYG,CLE,7,28,0.0
1966-10-02,1966,H,DEN,TEN,40,38,1.0
1966-10-02,1966,H,GB,DET,23,14,1.0
1966-10-02,1966,H,WSH,PIT,24,10,1.0
1966-10-02,1966,H,NE,NYJ,24,24,0.5
1966-10-02,1966,H,PHI,ARI,10,41,0.0
1966-10-02,1966,H,KC,BUF,14,29,0.0
1966-10-02,1966,H,MIN,CHI,10,13,0.0
1966-10-02,1966,H,LAC,MIA,44,10,1.0
1966-10-08,1966,H,KC,DEN,37,10,1.0
1966-10-08,1966,H,NYJ,LAC,17,16,1.0
1966-10-08,1966,H,BUF,NE,10,20,0.0
1966-10-08,1966,H,CLE,PIT,41,10,1.0
1966-10-09,1966,H,SF,GB,21,20,1.0
1966-10-09,1966,H,DET,LAR,7,14,0.0
1966-10-09,1966,H,WSH,ATL,33,20,1.0
1966-10-09,1966,H,OAK,MIA,21,10,1.0
1966-10-09,1966,H,DAL,PHI,56,7,1.0
1966-10-09,1966,H,CHI,IND,27,17,1.0
1966-10-09,1966,H,ARI,NYG,24,19,1.0
1966-10-16,1966,H,BUF,LAC,17,17,0.5
1966-10-16,1966,H,KC,OAK,13,34,0.0
1966-10-16,1966,H,ATL,SF,7,44,0.0
1966-10-16,1966,H,ARI,DAL,10,10,0.5
1966-10-16,1966,H,CHI,GB,0,17,0.0
1966-10-16,1966,H,PIT,PHI,14,31,0.0
1966-10-16,1966,H,NYG,WSH,13,10,1.0
1966-10-16,1966,H,MIN,LAR,35,7,1.0
1966-10-16,1966,H,IND,DET,45,14,1.0
1966-10-16,1966,H,TEN,NYJ,24,0,1.0
1966-10-16,1966,H,MIA,DEN,24,7,1.0
1966-10-23,1966,H,NYG,PHI,3,31,0.0
1966-10-23,1966,H,IND,MIN,20,17,1.0
1966-10-23,1966,H,NE,LAC,35,17,1.0
1966-10-23,1966,H,SF,DET,27,24,1.0
1966-10-23,1966,H,NYJ,OAK,21,24,0.0
1966-10-23,1966,H,TEN,MIA,13,20,0.0
1966-10-23,1966,H,DEN,KC,10,56,0.0
1966-10-23,1966,H,CLE,DAL,30,21,1.0
1966-10-23,1966,H,GB,ATL,56,3,1.0
1966-10-23,1966,H,CHI,LAR,17,10,1.0
1966-10-23,1966,H,WSH,ARI,26,20,1.0
1966-10-30,1966,H,MIN,SF,28,3,1.0
1966-10-30,1966,H,DAL,PIT,52,21,1.0
1966-10-30,1966,H,NE,OAK,24,21,1.0
1966-10-30,1966,H,LAC,DEN,24,17,1.0
1966-10-30,1966,H,ATL,CLE,17,49,0.0
1966-10-30,1966,H,PHI,WSH,13,27,0.0
1966-10-30,1966,H,KC,TEN,48,23,1.0
1966-10-30,1966,H,NYJ,BUF,23,33,0.0
1966-10-30,1966,H,LAR,IND,3,17,0.0
1966-10-30,1966,H,DET,GB,7,31,0.0
1966-10-31,1966,H,ARI,CHI,24,17,1.0
1966-11-06,1966,H,IND,WSH,37,10,1.0
1966-11-06,1966,H,PHI,DAL,24,23,1.0
1966-11-06,1966,H,CHI,DET,10,10,0.5
1966-11-06,1966,H,MIA,BUF,0,29,0.0
1966-11-06,1966,H,NYG,ARI,17,20,0.0
1966-11-06,1966,H,KC,LAC,24,14,1.0
1966-11-06,1966,H,SF,LAR,21,13,1.0
1966-11-06,1966,H,PIT,CLE,16,6,1.0
1966-11-06,1966,H,OAK,TEN,38,23,1.0
1966-11-06,1966,H,GB,MIN,17,20,0.0
1966-11-06,1966,H,NE,DEN,10,17,0.0
1966-11-13,1966,H,KC,MIA,34,16,1.0
1966-11-13,1966,H,WSH,DAL,30,31,0.0
1966-11-13,1966,H,ATL,IND,7,19,0.0
1966-11-13,1966,H,CLE,PHI,27,7,1.0
1966-11-13,1966,H,NE,TEN,27,21,1.0
1966-11-13,1966,H,CHI,SF,30,30,0.5
1966-11-13,1966,H,PIT,ARI,30,9,1.0
1966-11-13,1966,H,LAC,OAK,19,41,0.0
1966-11-13,1966,H,LAR,NYG,55,14,1.0
1966-11-13,1966,H,BUF,NYJ,14,3,1.0
1966-11-13,1966,H,MIN,DET,31,32,0.0
1966-11-20,1966,H,TEN,BUF,20,42,0.0
1966-11-20,1966,H,SF,PHI,34,35,0.0
1966-11-20,1966,H,GB,CHI,13,6,1.0
1966-11-20,1966,H,DEN,OAK,3,17,0.0
1966-11-20,1966,H,NYJ,MIA,30,13,1.0
1966-11-20,1966,H,DET,IND,20,14,1.0
1966-11-20,1966,H,LAR,MIN,21,6,1.0
1966-11-20,1966,H,NYG,ATL,16,27,0.0
1966-11-20,1966,H,KC,NE,27,27,0.5
1966-11-20,1966,H,CLE,WSH,14,3,1.0
1966-11-20,1966,H,PIT,DAL,7,20,0.0
1966-11-24,1966,H,DAL,CLE,26,14,1.0
1966-11-24,1966,H,OAK,BUF,10,31,0.0
1966-11-24,1966,H,DET,SF,14,41,0.0
1966-11-27,1966,H,NYJ,KC,24,32,0.0
1966-11-27,1966,H,MIN,GB,16,28,0.0
1966-11-27,1966,H,ARI,PIT,6,3,1.0
1966-11-27,1966,H,WSH,NYG,72,41,1.0
1966-11-27,1966,H,CHI,ATL,23,6,1.0
1966-11-27,1966,H,DEN,LAC,20,17,1.0
1966-11-27,1966,H,MIA,NE,14,20,0.0
1966-11-27,1966,H,IND,LAR,7,23,0.0
1966-12-03,1966,H,OAK,NYJ,28,28,0.5
1966-12-04,1966,H,IND,CHI,21,16,1.0
1966-12-04,1966,H,DAL,ARI,31,17,1.0
1966-12-04,1966,H,NE,BUF,14,3,1.0
1966-12-04,1966,H,TEN,LAC,22,28,0.0
1966-12-04,1966,H,CLE,NYG,49,40,1.0
1966-12-04,1966,H,GB,SF,20,7,1.0
1966-12-04,1966,H,MIN,ATL,13,20,0.0
1966-12-04,1966,H,PHI,PIT,27,23,1.0
1966-12-04,1966,H,DEN,MIA,17,7,1.0
1966-12-04,1966,H,LAR,DET,23,3,1.0
1966-12-10,1966,H,IND,GB,10,14,0.0
1966-12-11,1966,H,LAC,NYJ,42,27,1.0
1966-12-11,1966,H,MIA,KC,18,19,0.0
1966-12-11,1966,H,TEN,NE,14,38,0.0
1966-12-11,1966,H,DAL,WSH,31,34,0.0
1966-12-11,1966,H,SF,CHI,41,14,1.0
1966-12-11,1966,H,OAK,DEN,28,10,1.0
1966-12-11,1966,H,ATL,ARI,16,10,1.0
1966-12-11,1966,H,DET,MIN,16,28,0.0
1966-12-11,1966,H,PHI,CLE,33,21,1.0
1966-12-11,1966,H,NYG,PIT,28,47,0.0
1966-12-17,1966,H,ARI,CLE,10,38,0.0
1966-12-17,1966,H,NYJ,NE,38,28,1.0
1966-12-18,1966,H,ATL,PIT,33,57,0.0
1966-12-18,1966,H,BUF,DEN,38,21,1.0
1966-12-18,1966,H,LAR,GB,23,27,0.0
1966-12-18,1966,H,MIA,TEN,29,28,1.0
1966-12-18,1966,H,CHI,MIN,41,28,1.0
1966-12-18,1966,H,WSH,PHI,28,37,0.0
1966-12-18,1966,H,LAC,KC,17,27,0.0
1966-12-18,1966,H,SF,IND,14,30,0.0
1966-12-18,1966,H,NYG,DAL,7,17,0.0
1967-09-03,1967,H,DEN,NE,26,21,1.0
1967-09-09,1967,H,LAC,NE,28,14,1.0
1967-09-09,1967,H,TEN,KC,20,25,0.0
1967-09-10,1967,H,BUF,NYJ,20,17,1.0
1967-09-10,1967,H,OAK,DEN,51,0,1.0
1967-09-17,1967,H,NO,LAR,13,27,0.0
1967-09-17,1967,H,PHI,WSH,35,24,1.0
1967-09-17,1967,H,GB,DET,17,17,0.5
1967-09-17,1967,H,BUF,TEN,3,20,0.0
1967-09-17,1967,H,ARI,NYG,20,37,0.0
1967-09-17,1967,H,PIT,CHI,41,13,1.0
1967-09-17,1967,H,IND,ATL,38,31,1.0
1967-09-17,1967,H,CLE,DAL,14,21,0.0
1967-09-17,1967,H,OAK,NE,35,7,1.0
1967-09-17,1967,H,MIN,SF,21,27,0.0
1967-09-17,1967,H,MIA,DEN,35,21,1.0
1967-09-22,1967,H,LAR,MIN,39,3,1.0
1967-09-24,1967,H,LAC,TEN,13,3,1.0
1967-09-24,1967,H,GB,CHI,13,10,1.0
1967-09-24,1967,H,NO,WSH,10,30,0.0
1967-09-24,1967,H,PIT,ARI,14,28,0.0
1967-09-24,1967,H,DAL,NYG,38,24,1.0
1967-09-24,1967,H,BUF,NE,0,23,0.0
1967-09-24,1967,H,MIA,KC,0,24,0.0
1967-09-24,1967,H,DET,CLE,31,14,1.0
1967-09-24,1967,H,PHI,IND,6,38,0.0
1967-09-24,1967,H,SF,ATL,38,7,1.0
1967-09-24,1967,H,DEN,NYJ,24,38,0.0
1967-10-01,1967,H,WSH,NYG,38,34,1.0
1967-10-01,1967,H,BUF,LAC,17,37,0.0
1967-10-01,1967,H,NO,CLE,7,42,0.0
1967-10-01,1967,H,IND,SF,41,7,1.0
1967-10-01,1967,H,ARI,DET,38,28,1.0
1967-10-01,1967,H,NYJ,MIA,29,7,1.0
1967-10-01,1967,H,MIN,CHI,7,17,0.0
1967-10-01,1967,H,GB,ATL,23,0,1.0
1967-10-01,1967,H,PHI,PIT,34,24,1.0
1967-10-01,1967,H,OAK,KC,23,21,1.0
1967-10-01,1967,H,TEN,DEN,10,6,1.0
1967-10-01,1967,H,DAL,LAR,13,35,0.0
1967-10-07,1967,H,CLE,PIT,21,10,1.0
1967-10-07,1967,H,NYJ,OAK,27,14,1.0
1967-10-08,1967,H,NYG,NO,27,21,1.0
1967-10-08,1967,H,ATL,PHI,7,38,0.0
1967-10-08,1967,H,MIN,ARI,24,34,0.0
1967-10-08,1967,H,LAR,SF,24,27,0.0
1967-10-08,1967,H,LAC,NE,31,31,0.5
1967-10-08,1967,H,KC,MIA,41,0,1.0
1967-10-08,1967,H,WSH,DAL,14,17,0.0
1967-10-08,1967,H,DEN,BUF,16,17,0.0
1967-10-08,1967,H,DET,GB,17,27,0.0
1967-10-08,1967,H,CHI,IND,3,24,0.0
1967-10-15,1967,H,ATL,WSH,20,20,0.5
1967-10-15,1967,H,IND,LAR,24,24,0.5
1967-10-15,1967,H,BUF,OAK,20,24,0.0
1967-10-15,1967,H,NE,MIA,41,10,1.0
1967-10-15,1967,H,PIT,NYG,24,27,0.0
1967-10-15,1967,H,CHI,DET,14,3,1.0
1967-10-15,1967,H,GB,MIN,7,10,0.0
1967-10-15,1967,H,PHI,SF,27,28,0.0
1967-10-15,1967,H,CLE,ARI,20,16,1.0
1967-10-15,1967,H,DAL,NO,14,10,1.0
1967-10-15,1967,H,NYJ,TEN,28,28,0.5
1967-10-15,1967,H,LAC,KC,45,31,1.0
1967-10-22,1967,H,MIA,NYJ,14,33,0.0
1967-10-22,1967,H,NYG,GB,21,48,0.0
1967-10-22,1967,H,PIT,DAL,21,24,0.0
1967-10-22,1967,H,LAR,WSH,28,28,0.5
1967-10-22,1967,H,SF,NO,27,13,1.0
1967-10-22,1967,H,KC,TEN,19,24,0.0
1967-10-22,1967,H,NE,OAK,14,48,0.0
1967-10-22,1967,H,CLE,CHI,24,0,1.0
1967-10-22,1967,H,ARI,PHI,48,14,1.0
1967-10-22,1967,H,MIN,IND,20,20,0.5
1967-10-22,1967,H,DET,ATL,24,3,1.0
1967-10-22,1967,H,DEN,LAC,21,38,0.0
1967-10-29,1967,H,NO,PIT,10,14,0.0
1967-10-29,1967,H,CHI,LAR,17,28,0.0
1967-10-29,1967,H,KC,DEN,52,9,1.0
1967-10-29,1967,H,WSH,IND,13,17,0.0
1967-10-29,1967,H,PHI,DAL,21,14,1.0
1967-10-29,1967,H,TEN,BUF,10,3,1.0
1967-10-29,1967,H,OAK,LAC,51,10,1.0
1967-10-29,1967,H,ATL,MIN,21,20,1.0
1967-10-29,1967,H,NYG,CLE,38,34,1.0
1967-10-29,1967,H,NYJ,NE,30,23,1.0
1967-10-29,1967,H,SF,DET,3,45,0.0
1967-10-30,1967,H,ARI,GB,23,31,0.0
1967-11-05,1967,H,NE,TEN,18,7,1.0
1967-11-05,1967,H,MIN,NYG,27,24,1.0
1967-11-05,1967,H,NO,PHI,31,24,1.0
1967-11-05,1967,H,KC,NYJ,42,18,1.0
1967-11-05,1967,H,SF,LAR,7,17,0.0
1967-11-05,1967,H,BUF,MIA,35,13,1.0
1967-11-05,1967,H,WSH,ARI,21,27,0.0
1967-11-05,1967,H,DAL,ATL,37,7,1.0
1967-11-05,1967,H,DEN,OAK,17,21,0.0
1967-11-05,1967,H,DET,CHI,13,27,0.0
1967-11-05,1967,H,IND,GB,13,10,1.0
1967-11-05,1967,H,PIT,CLE,14,34,0.0
1967-11-12,1967,H,LAR,PHI,33,17,1.0
1967-11-12,1967,H,NYJ,BUF,20,10,1.0
1967-11-12,1967,H,ATL,IND,7,49,0.0
1967-11-12,1967,H,ARI,PIT,14,14,0.5
1967-11-12,1967,H,DEN,TEN,18,20,0.0
1967-11-12,1967,H,NE,KC,10,33,0.0
1967-11-12,1967,H,NO,DAL,10,27,0.0
1967-11-12,1967,H,GB,CLE,55,7,1.0
1967-11-12,1967,H,WSH,SF,31,28,1.0
1967-11-12,1967,H,MIN,DET,10,10,0.5
1967-11-12,1967,H,LAC,MIA,24,0,1.0
1967-11-12,1967,H,CHI,NYG,34,7,1.0
1967-11-19,1967,H,CHI,ARI,30,3,1.0
1967-11-19,1967,H,PHI,NO,48,21,1.0
1967-11-19,1967,H,ATL,LAR,3,31,0.0
1967-11-19,1967,H,IND,DET,41,7,1.0
1967-11-19,1967,H,GB,SF,13,0,1.0
1967-11-19,1967,H,KC,LAC,16,17,0.0
1967-11-19,1967,H,BUF,DEN,20,21,0.0
1967-11-19,1967,H,NE,NYJ,24,29,0.0
1967-11-19,1967,H,CLE,MIN,14,10,1.0
1967-11-19,1967,H,OAK,MIA,31,17,1.0
