date,team1,team2,moneyline1,moneyline2,score,score2,implied_prob,result,accuracy
2019-12-01,CAR,WAS,-587.0,431.0,21.0,29.0,0.8193992066183489,0.0,0.0
2019-12-01,JAC,TB,138.0,-161.0,11.0,28.0,0.4051662578782328,0.0,1.0
2019-12-01,ARI,LAR,120.0,-141.0,7.0,34.0,0.4372278664731495,0.0,1.0
2019-12-01,KC,OAK,-588.0,434.0,40.0,9.0,0.8202679261844553,1.0,1.0
2019-12-01,DEN,LAC,181.0,-220.0,23.0,20.0,0.3410786612662545,1.0,0.0
2019-12-01,HOU,NE,152.0,-177.0,28.0,22.0,0.38310466917459607,1.0,0.0
2019-12-02,SEA,MIN,-155.0,133.0,37.0,30.0,0.5861397386999918,1.0,1.0
2019-12-05,CHI,DAL,144.0,-167.0,31.0,24.0,0.3958605147669316,1.0,0.0
2019-12-08,CLE,CIN,-291.0,239.0,27.0,19.0,0.7161503894765116,1.0,1.0
2019-12-08,NO,SF,-125.0,104.0,46.0,48.0,0.5312500000000001,0.0,0.0
2019-12-08,GB,WAS,-904.0,594.0,20.0,15.0,0.8620454645385394,1.0,1.0
2019-12-08,BUF,BAL,222.0,-271.0,17.0,24.0,0.29832263874817067,0.0,1.0
2019-12-08,MIN,DET,-697.0,494.0,20.0,7.0,0.8385718162999931,1.0,1.0
2019-12-08,HOU,DEN,-420.0,329.0,24.0,38.0,0.7760358342665175,0.0,0.0
2019-12-08,ATL,CAR,-187.0,160.0,40.0,20.0,0.6288153129849974,1.0,1.0
2019-12-08,TB,IND,-174.0,148.0,38.0,35.0,0.6116339721056809,1.0,1.0
2019-12-08,NYJ,MIA,-227.0,186.0,22.0,21.0,0.6650345209071726,1.0,1.0
2019-12-08,JAC,LAC,155.0,-181.0,10.0,45.0,0.37842569523937775,0.0,1.0
2019-12-08,OAK,TEN,130.0,-153.0,21.0,42.0,0.41825095057034223,0.0,1.0
2019-12-08,NE,KC,-161.0,136.0,16.0,23.0,0.5927983025461808,0.0,0.0
2019-12-08,ARI,PIT,110.0,-131.0,17.0,23.0,0.4564315352697096,0.0,1.0
2019-12-08,LAR,SEA,-118.0,-103.0,28.0,12.0,0.5161610067229788,1.0,1.0
2019-12-09,PHI,NYG,-440.0,339.0,23.0,17.0,0.7815180449910989,1.0,1.0
2019-12-12,BAL,NYJ,-1440.0,832.0,42.0,21.0,0.8970643281107963,1.0,1.0
2019-12-15,DET,TB,211.0,-258.0,17.0,38.0,0.3085196228821594,0.0,1.0
2019-12-15,KC,DEN,-476.0,364.0,23.0,3.0,0.7931509997701678,1.0,1.0
2019-12-15,CAR,SEA,223.0,-272.0,24.0,30.0,0.29746673490276354,0.0,1.0
2019-12-15,GB,CHI,-221.0,181.0,21.0,13.0,0.6592392862071528,1.0,1.0
2019-12-15,NYG,MIA,-184.0,159.0,36.0,20.0,0.6265909329967393,1.0,1.0
2019-12-15,WAS,PHI,245.0,-303.0,27.0,37.0,0.2782476611316326,0.0,1.0
2019-12-15,TEN,HOU,-166.0,142.0,21.0,24.0,0.6016294255076979,0.0,0.0
2019-12-15,CIN,NE,418.0,-559.0,13.0,34.0,0.18539253140982725,0.0,1.0
2019-12-15,ARI,CLE,136.0,-159.0,38.0,24.0,0.4083627648839556,1.0,0.0
2019-12-15,OAK,JAC,-310.0,248.0,16.0,20.0,0.7246104245029554,0.0,0.0
2019-12-15,LAC,MIN,102.0,-123.0,10.0,39.0,0.47299876977898436,0.0,1.0
2019-12-15,DAL,LAR,-105.0,-113.0,44.0,21.0,0.4912145837909071,1.0,0.0
2019-12-15,SF,ATL,-507.0,384.0,22.0,29.0,0.8016910169624422,0.0,0.0
2019-12-15,PIT,BUF,-117.0,-103.0,10.0,17.0,0.5151837230488916,0.0,0.0
2019-12-16,NO,IND,-402.0,315.0,34.0,7.0,0.7686955720407318,1.0,1.0
2019-12-21,TB,HOU,134.0,-157.0,20.0,23.0,0.4116083154489253,0.0,1.0
2019-12-21,NE,BUF,-298.0,241.0,24.0,17.0,0.7185648220169992,1.0,1.0
2019-12-21,SF,LAR,-335.0,265.0,34.0,31.0,0.7375961393454985,1.0,1.0
2019-12-22,WAS,NYG,103.0,-124.0,35.0,41.0,0.4708652148322543,0.0,1.0
2019-12-22,MIA,CIN,108.0,-129.0,38.0,35.0,0.46046810906458613,1.0,0.0
2019-12-22,CLE,BAL,362.0,-475.0,15.0,31.0,0.20761870373713676,0.0,1.0
2019-12-22,TEN,NO,157.0,-182.0,28.0,38.0,0.3761303918691813,0.0,1.0
2019-12-22,IND,CAR,-319.0,254.0,38.0,6.0,0.7293736194179272,1.0,1.0
2019-12-22,ATL,JAC,-342.0,271.0,24.0,12.0,0.7416443576764359,1.0,1.0
2019-12-22,NYJ,PIT,153.0,-179.0,16.0,10.0,0.38121524314427424,1.0,0.0
2019-12-22,DEN,DET,-376.0,292.0,27.0,17.0,0.755887421022401,1.0,1.0
2019-12-22,LAC,OAK,-351.0,278.0,17.0,24.0,0.7463128171089787,0.0,0.0
2019-12-22,SEA,ARI,-416.0,324.0,13.0,27.0,0.7736683276019369,0.0,0.0
2019-12-22,PHI,DAL,117.0,-138.0,17.0,9.0,0.44282365199270635,1.0,0.0
2019-12-22,CHI,KC,254.0,-316.0,3.0,26.0,0.2710733461919408,0.0,1.0
2019-12-23,MIN,GB,-207.0,173.0,10.0,23.0,0.6479801859857128,0.0,0.0
2019-12-29,NE,MIA,-1441.0,815.0,24.0,27.0,0.8953562200575168,0.0,0.0
2019-12-29,CAR,NO,586.0,-879.0,10.0,42.0,0.13967875313528155,0.0,1.0
2019-12-29,KC,LAC,-469.0,355.0,31.0,21.0,0.7894892617325515,1.0,1.0
2019-12-29,MIN,CHI,189.0,-230.0,19.0,21.0,0.33175831909118325,0.0,1.0
2019-12-29,CIN,CLE,122.0,-144.0,33.0,23.0,0.4328697133125178,1.0,0.0
2019-12-29,BUF,NYJ,-101.0,-118.0,6.0,13.0,0.48141507783802706,0.0,1.0
2019-12-29,TB,ATL,-119.0,-101.0,22.0,28.0,0.5195490681610844,0.0,0.0
2019-12-29,DET,GB,554.0,-819.0,20.0,23.0,0.1464481152972147,0.0,1.0
2019-12-29,JAC,IND,204.0,-248.0,38.0,20.0,0.3158124001742413,1.0,0.0
2019-12-29,LAR,ARI,-309.0,249.0,31.0,24.0,0.7250253796868382,1.0,1.0
2019-12-29,BAL,PIT,104.0,-124.0,28.0,10.0,0.46964106004696415,1.0,0.0
2019-12-29,HOU,TEN,353.0,-456.0,14.0,35.0,0.21207775167068443,0.0,1.0
2019-12-29,DEN,OAK,-218.0,180.0,16.0,15.0,0.6574752261956054,1.0,1.0
2019-12-29,DAL,WAS,-679.0,486.0,47.0,16.0,0.8362736814671896,1.0,1.0
2019-12-29,NYG,PHI,172.0,-204.0,17.0,34.0,0.35394932935916545,0.0,1.0
2019-12-29,SEA,SF,159.0,-185.0,21.0,26.0,0.3729634234116338,0.0,1.0
2020-09-10,KC,HOU,-432.0,340.0,34.0,20.0,0.7813219335744821,1.0,1.0
2020-09-13,DET,CHI,-137.0,116.0,23.0,27.0,0.5552803422652557,0.0,0.0
2020-09-13,JAC,IND,264.0,-331.0,27.0,20.0,0.26347320031298915,1.0,0.0
2020-09-13,ATL,SEA,-118.0,-101.0,25.0,38.0,0.5185849221619732,0.0,0.0
2020-09-13,MIN,GB,-125.0,105.0,34.0,43.0,0.5324675324675325,0.0,0.0
2020-09-13,WAS,PHI,207.0,-250.0,27.0,17.0,0.31319910514541394,1.0,0.0
2020-09-13,BUF,NYJ,-295.0,241.0,27.0,17.0,0.7180484671116028,1.0,1.0
2020-09-13,NE,MIA,-356.0,284.0,21.0,11.0,0.7498683517640864,1.0,1.0
2020-09-13,BAL,CLE,-342.0,271.0,38.0,6.0,0.7416443576764359,1.0,1.0
2020-09-13,CAR,LV,132.0,-153.0,30.0,34.0,0.416145799065728,0.0,1.0
2020-09-13,CIN,LAC,122.0,-143.0,13.0,16.0,0.4335724226528209,0.0,1.0
2020-09-13,SF,ARI,-311.0,250.0,20.0,24.0,0.7259086362120707,0.0,0.0
2020-09-13,NO,TB,-191.0,165.0,34.0,23.0,0.6349495076208994,1.0,1.0
2020-09-13,LAR,DAL,-110.0,-109.0,20.0,17.0,0.5010897994768964,1.0,1.0
2020-09-14,NYG,PIT,213.0,-251.0,16.0,26.0,0.30880761549492797,0.0,1.0
2020-09-14,DEN,TEN,154.0,-177.0,14.0,16.0,0.3812381293181756,0.0,1.0
2020-09-17,CLE,CIN,-249.0,206.0,35.0,30.0,0.685851621149657,1.0,1.0
2020-09-20,IND,MIN,-179.0,156.0,28.0,11.0,0.6215614996473333,1.0,1.0
2020-09-20,PIT,DEN,-278.0,240.0,26.0,21.0,0.7143288996372431,1.0,1.0
2020-09-20,MIA,BUF,205.0,-244.0,28.0,31.0,0.3161183605954788,0.0,1.0
2020-09-20,TB,CAR,-365.0,293.0,31.0,17.0,0.7551922925057254,1.0,1.0
2020-09-20,TEN,JAC,-320.0,258.0,33.0,30.0,0.7317322432294329,1.0,1.0
2020-09-20,CHI,NYG,-233.0,195.0,17.0,13.0,0.673641397559661,1.0,1.0
2020-09-20,NYJ,SF,260.0,-323.0,13.0,31.0,0.26674233825198634,0.0,1.0
2020-09-20,PHI,LAR,-130.0,110.0,19.0,37.0,0.5427435387673956,0.0,0.0
2020-09-20,GB,DET,-296.0,242.0,42.0,21.0,0.7188139059304703,1.0,1.0
2020-09-20,DAL,ATL,-149.0,130.0,40.0,39.0,0.5791786378232213,1.0,1.0
2020-09-20,ARI,WAS,-333.0,270.0,30.0,15.0,0.7399555582247312,1.0,1.0
2020-09-20,LAC,KC,326.0,-412.0,20.0,23.0,0.22583718550407572,0.0,1.0
