date,season,location,team1,team2,score1,score2,result,implied_probability,accuracy
2020-10-25,2020,H,ARI,SEA,37,34,1.0,0.40909090909090906,0.0
2020-10-26,2020,H,LAR,CHI,24,10,1.0,0.55,1.0
2020-10-29,2020,H,CAR,ATL,17,25,0.0,0.5454545454545454,0.0
2020-11-01,2020,H,CIN,TEN,31,20,1.0,0.3061224489795918,0.0
2020-11-01,2020,H,CLE,OAK,6,16,0.0,0.5714285714285715,0.0
2020-11-01,2020,H,DET,IND,21,41,0.0,0.3333333333333333,1.0
2020-11-01,2020,H,BAL,PIT,24,28,0.0,0.48,1.0
2020-11-01,2020,H,BUF,NE,24,21,1.0,0.6363636363636364,1.0
2020-11-01,2020,H,GB,MIN,22,28,0.0,0.6363636363636364,0.0
2020-11-01,2020,H,KC,NYJ,35,9,1.0,0.8333333333333334,1.0
2020-11-01,2020,H,MIA,LAR,28,17,1.0,0.5,0.5
2020-11-01,2020,H,DEN,LAC,31,30,1.0,0.4285714285714286,0.0
2020-11-01,2020,H,SEA,SF,37,27,1.0,0.6499999999999999,1.0
2020-11-01,2020,H,CHI,NO,23,26,0.0,0.40909090909090906,1.0
2020-11-01,2020,H,PHI,DAL,23,9,1.0,0.4306220095693779,0.0
2020-11-02,2020,H,NYG,TB,23,25,0.0,0.3684210526315789,1.0
2020-11-05,2020,H,SF,GB,17,34,0.0,0.3333333333333333,1.0
2020-11-08,2020,H,JAX,HOU,25,27,0.0,0.2857142857142857,1.0
2020-11-08,2020,H,KC,CAR,33,31,1.0,0.7142857142857143,1.0
2020-11-08,2020,H,MIN,DET,34,20,1.0,0.5714285714285715,1.0
2020-11-08,2020,H,IND,BAL,10,24,0.0,0.5,0.5
2020-11-08,2020,H,ATL,DEN,34,27,1.0,0.45454545454545453,0.0
2020-11-08,2020,H,BUF,SEA,44,34,1.0,0.5185185185185185,1.0
2020-11-08,2020,H,WSH,NYG,20,23,0.0,0.5333333333333333,0.0
2020-11-08,2020,H,TEN,CHI,24,17,1.0,0.5714285714285715,1.0
2020-11-08,2020,H,LAC,OAK,26,31,0.0,0.47058823529411764,1.0
2020-11-08,2020,H,DAL,PIT,19,24,0.0,0.35,1.0
2020-11-08,2020,H,ARI,MIA,31,34,0.0,0.44999999999999996,1.0
2020-11-08,2020,H,TB,NO,3,38,0.0,0.48,1.0
2020-11-09,2020,H,NYJ,NE,27,30,0.0,0.27272727272727265,1.0
2020-11-12,2020,H,TEN,IND,17,34,0.0,0.5,0.5
2020-11-15,2020,H,CLE,HOU,10,7,1.0,0.7058823529411764,1.0
2020-11-15,2020,H,GB,JAX,24,20,1.0,0.8750000000000001,1.0
2020-11-15,2020,H,NYG,PHI,27,17,1.0,0.569377990430622,1.0
2020-11-15,2020,H,DET,WSH,30,27,1.0,0.4285714285714286,0.0
2020-11-15,2020,H,CAR,TB,23,46,0.0,0.3333333333333333,1.0
2020-11-15,2020,H,OAK,DEN,37,12,1.0,0.6000000000000001,1.0
2020-11-15,2020,H,MIA,LAC,29,21,1.0,0.5789473684210527,1.0
2020-11-15,2020,H,ARI,BUF,32,30,1.0,0.391304347826087,0.0
2020-11-15,2020,H,NO,SF,27,13,1.0,0.6499999999999999,1.0
2020-11-15,2020,H,PIT,CIN,36,10,1.0,0.7106109324758842,1.0
2020-11-15,2020,H,LAR,SEA,23,16,1.0,0.4583333333333333,0.0
2020-11-15,2020,H,NE,BAL,23,17,1.0,0.39999999999999997,0.0
2020-11-16,2020,H,CHI,MIN,13,19,0.0,0.5294117647058824,0.0
2020-11-19,2020,H,SEA,ARI,28,21,1.0,0.5909090909090908,1.0
2020-11-22,2020,H,NO,ATL,24,9,1.0,0.7222222222222222,1.0
2020-11-22,2020,H,WSH,CIN,20,9,1.0,0.6017699115044248,1.0
2020-11-22,2020,H,HOU,NE,27,20,1.0,0.38461538461538464,0.0
2020-11-22,2020,H,CLE,PHI,22,17,1.0,0.6938775510204082,1.0
2020-11-22,2020,H,CAR,DET,20,0,1.0,0.5,0.5
2020-11-22,2020,H,JAX,PIT,3,27,0.0,0.13333333333333333,1.0
2020-11-22,2020,H,BAL,TEN,24,30,0.0,0.5,0.5
2020-11-22,2020,H,LAC,NYJ,34,28,1.0,0.7272727272727273,1.0
2020-11-22,2020,H,DEN,MIA,20,13,1.0,0.3529411764705882,0.0
2020-11-22,2020,H,IND,GB,34,31,1.0,0.4615384615384615,0.0
2020-11-22,2020,H,MIN,DAL,28,31,0.0,0.5333333333333333,0.0
2020-11-22,2020,H,OAK,KC,31,35,0.0,0.37499999999999994,1.0
2020-11-23,2020,H,TB,LAR,24,27,0.0,0.5217391304347826,0.0
2020-11-26,2020,H,DET,HOU,25,41,0.0,0.5454545454545454,0.0
2020-11-26,2020,H,DAL,WSH,16,41,0.0,0.46666666666666673,1.0
2020-11-29,2020,H,BUF,LAC,27,17,1.0,0.6363636363636364,1.0
2020-11-29,2020,H,NYJ,MIA,3,20,0.0,0.2142857142857142,1.0
2020-11-29,2020,H,NE,ARI,20,17,1.0,0.47058823529411764,0.0
2020-11-29,2020,H,MIN,CAR,28,27,1.0,0.5714285714285715,1.0
2020-11-29,2020,H,IND,TEN,26,45,0.0,0.5,0.5
2020-11-29,2020,H,JAX,CLE,25,27,0.0,0.14285714285714288,1.0
2020-11-29,2020,H,CIN,NYG,17,19,0.0,0.4306220095693779,1.0
2020-11-29,2020,H,ATL,OAK,43,6,1.0,0.35714285714285715,0.0
2020-11-29,2020,H,LAR,SF,20,23,0.0,0.6111111111111112,0.0
2020-11-29,2020,H,DEN,NO,3,31,0.0,0.3157894736842105,1.0
2020-11-29,2020,H,TB,KC,24,27,0.0,0.4444444444444444,1.0
2020-11-29,2020,H,GB,CHI,41,25,1.0,0.6086956521739131,1.0
2020-11-30,2020,H,PHI,SEA,17,23,0.0,0.28938906752411575,1.0
2020-12-02,2020,H,PIT,BAL,19,14,1.0,0.52,1.0
2020-12-06,2020,H,MIN,JAX,27,24,1.0,0.7999999999999999,1.0
2020-12-06,2020,H,ATL,NO,16,21,0.0,0.2777777777777778,1.0
2020-12-06,2020,H,CHI,DET,30,34,0.0,0.6000000000000001,0.0
2020-12-06,2020,H,MIA,CIN,19,7,1.0,0.6750902527075813,1.0
2020-12-06,2020,H,TEN,CLE,35,41,0.0,0.5,0.5
2020-12-06,2020,H,NYJ,OAK,28,31,0.0,0.24999999999999992,1.0
2020-12-06,2020,H,HOU,IND,20,26,0.0,0.29411764705882354,1.0
2020-12-06,2020,H,SEA,NYG,12,17,0.0,0.6499999999999999,0.0
2020-12-06,2020,H,ARI,LAR,28,38,0.0,0.44999999999999996,1.0
2020-12-06,2020,H,GB,PHI,30,16,1.0,0.7256097560975611,1.0
2020-12-06,2020,H,LAC,NE,0,45,0.0,0.5,0.5
2020-12-06,2020,H,KC,DEN,22,16,1.0,0.7142857142857143,1.0
2020-12-07,2020,H,PIT,WSH,17,23,0.0,0.6190476190476191,0.0
2020-12-07,2020,H,SF,BUF,24,34,0.0,0.3333333333333333,1.0
2020-12-08,2020,H,BAL,DAL,34,17,1.0,0.631578947368421,1.0
2020-12-10,2020,H,LAR,NE,24,3,1.0,0.5789473684210527,1.0
2020-12-13,2020,H,CAR,DEN,27,32,0.0,0.5,0.5
2020-12-13,2020,H,TB,MIN,26,14,1.0,0.6,1.0
2020-12-13,2020,H,JAX,TEN,10,31,0.0,0.14285714285714288,1.0
2020-12-13,2020,H,CHI,HOU,36,7,1.0,0.6428571428571428,1.0
2020-12-13,2020,H,MIA,KC,27,33,0.0,0.4230769230769231,1.0
2020-12-13,2020,H,CIN,DAL,7,30,0.0,0.4306220095693779,1.0
2020-12-13,2020,H,NYG,ARI,7,26,0.0,0.43750000000000006,1.0
2020-12-13,2020,H,OAK,IND,27,44,0.0,0.4285714285714286,1.0
2020-12-13,2020,H,SEA,NYJ,40,3,1.0,0.8125,1.0
2020-12-13,2020,H,LAC,ATL,20,17,1.0,0.6153846153846153,1.0
2020-12-13,2020,H,PHI,NO,24,21,1.0,0.28938906752411575,0.0
2020-12-13,2020,H,DET,GB,24,31,0.0,0.3,1.0
2020-12-13,2020,H,SF,WSH,15,23,0.0,0.46666666666666673,1.0
2020-12-13,2020,H,BUF,PIT,26,15,1.0,0.5185185185185185,1.0
2020-12-14,2020,H,CLE,BAL,42,47,0.0,0.5,0.5
2020-12-17,2020,H,OAK,LAC,27,30,0.0,0.5294117647058824,0.0
2020-12-19,2020,H,DEN,BUF,19,48,0.0,0.3,1.0
2020-12-19,2020,H,GB,CAR,24,16,1.0,0.7,1.0
2020-12-20,2020,H,BAL,JAX,40,14,1.0,0.8571428571428572,1.0
2020-12-20,2020,H,ATL,TB,27,31,0.0,0.29411764705882354,1.0
2020-12-20,2020,H,DAL,SF,41,33,1.0,0.5,0.5
2020-12-20,2020,H,MIN,CHI,27,33,0.0,0.47058823529411764,1.0
2020-12-20,2020,H,IND,HOU,27,20,1.0,0.7058823529411764,1.0
2020-12-20,2020,H,TEN,DET,46,25,1.0,0.6666666666666666,1.0
2020-12-20,2020,H,MIA,NE,22,12,1.0,0.5789473684210527,1.0
2020-12-20,2020,H,WSH,SEA,15,20,0.0,0.380952380952381,1.0
2020-12-20,2020,H,ARI,PHI,33,26,1.0,0.6296296296296297,1.0
2020-12-20,2020,H,LAR,NYJ,20,23,0.0,0.7857142857142858,0.0
2020-12-20,2020,H,NO,KC,29,32,0.0,0.46428571428571425,1.0
2020-12-20,2020,H,NYG,CLE,6,20,0.0,0.3684210526315789,1.0
2020-12-21,2020,H,CIN,PIT,27,17,1.0,0.28938906752411575,0.0
2020-12-25,2020,H,NO,MIN,52,33,1.0,0.6190476190476191,1.0
2020-12-26,2020,H,DET,TB,7,47,0.0,0.3333333333333333,1.0
2020-12-26,2020,H,ARI,SF,12,20,0.0,0.5625,0.0
2020-12-26,2020,H,OAK,MIA,25,26,0.0,0.44999999999999996,1.0
2020-12-27,2020,H,NYJ,CLE,23,16,1.0,0.19999999999999993,0.0
2020-12-27,2020,H,BAL,NYG,27,13,1.0,0.631578947368421,1.0
2020-12-27,2020,H,HOU,CIN,31,37,0.0,0.48571428571428577,1.0
2020-12-27,2020,H,KC,ATL,17,14,1.0,0.75,1.0
2020-12-27,2020,H,JAX,CHI,17,41,0.0,0.1818181818181818,1.0
2020-12-27,2020,H,PIT,IND,28,24,1.0,0.52,1.0
2020-12-27,2020,H,LAC,DEN,19,16,1.0,0.5714285714285715,1.0
2020-12-27,2020,H,WSH,CAR,13,20,0.0,0.5714285714285715,0.0
2020-12-27,2020,H,DAL,PHI,37,17,1.0,0.569377990430622,1.0
2020-12-27,2020,H,SEA,LAR,20,9,1.0,0.5416666666666666,1.0
2020-12-27,2020,H,GB,TEN,40,14,1.0,0.5384615384615384,1.0
2020-12-28,2020,H,NE,BUF,9,38,0.0,0.3636363636363636,1.0
2021-01-03,2020,H,CLE,PIT,24,22,1.0,0.48,0.0
2021-01-03,2020,H,CIN,BAL,3,38,0.0,0.3061224489795918,1.0
2021-01-03,2020,H,BUF,MIA,56,26,1.0,0.56,1.0
2021-01-03,2020,H,NE,NYJ,28,14,1.0,0.7272727272727273,1.0
2021-01-03,2020,H,NYG,DAL,23,19,1.0,0.5,0.5
2021-01-03,2020,H,DET,MIN,35,37,0.0,0.4285714285714286,1.0
2021-01-03,2020,H,TB,ATL,44,27,1.0,0.7058823529411764,1.0
2021-01-03,2020,H,DEN,OAK,31,32,0.0,0.4,1.0
2021-01-03,2020,H,CHI,GB,16,35,0.0,0.391304347826087,1.0
2021-01-03,2020,H,HOU,TEN,38,41,0.0,0.29411764705882354,1.0
2021-01-03,2020,H,CAR,NO,7,33,0.0,0.3157894736842105,1.0
2021-01-03,2020,H,SF,SEA,23,26,0.0,0.35,1.0
2021-01-03,2020,H,LAR,ARI,18,7,1.0,0.55,1.0
2021-01-03,2020,H,IND,JAX,28,14,1.0,0.8571428571428572,1.0
2021-01-03,2020,H,KC,LAC,21,38,0.0,0.6521739130434784,0.0
2021-01-03,2020,H,PHI,WSH,14,20,0.0,0.3982300884955752,1.0
2021-09-09,2021,H,TB,DAL,31,29,1.0,0.5185185185185185,1.0
2021-09-12,2021,H,CAR,NYJ,19,14,1.0,0.5454545454545454,1.0
2021-09-12,2021,H,TEN,ARI,13,38,0.0,0.52,0.0
2021-09-12,2021,H,IND,SEA,16,28,0.0,0.5555555555555556,0.0
2021-09-12,2021,H,WSH,LAC,16,20,0.0,0.4444444444444444,1.0
2021-09-12,2021,H,HOU,JAX,37,21,1.0,0.5555555555555556,1.0
2021-09-12,2021,H,CIN,MIN,27,24,1.0,0.55,1.0
2021-09-12,2021,H,DET,SF,33,41,0.0,0.2773722627737226,1.0
2021-09-12,2021,H,ATL,PHI,6,32,0.0,0.4444444444444444,1.0
2021-09-12,2021,H,BUF,PIT,16,23,0.0,0.5320197044334976,0.0
2021-09-12,2021,H,NE,MIA,16,17,0.0,0.5238095238095238,0.0
2021-09-12,2021,H,NYG,DEN,13,27,0.0,0.38461538461538464,1.0
2021-09-12,2021,H,KC,CLE,33,29,1.0,0.5909090909090909,1.0
2021-09-12,2021,N,NO,GB,38,3,1.0,0.4166666666666667,0.0
2021-09-12,2021,H,LAR,CHI,34,14,1.0,0.65,1.0
2021-09-13,2021,H,OAK,BAL,33,27,1.0,0.55,1.0
2021-09-16,2021,H,WSH,NYG,30,29,1.0,0.6153846153846153,1.0
2021-09-19,2021,H,PHI,SF,11,17,0.0,0.4761904761904762,1.0
2021-09-19,2021,H,IND,LAR,24,27,0.0,0.43478260869565216,1.0
2021-09-19,2021,H,PIT,OAK,17,26,0.0,0.4896907216494845,1.0
2021-09-19,2021,H,CAR,NO,26,7,1.0,0.375,0.0
2021-09-19,2021,H,MIA,BUF,0,35,0.0,0.4545454545454545,1.0
2021-09-19,2021,H,CHI,CIN,20,17,1.0,0.38888888888888884,0.0
2021-09-19,2021,H,CLE,HOU,31,21,1.0,0.6428571428571429,1.0
2021-09-19,2021,H,JAX,DEN,13,23,0.0,0.33333333333333326,1.0
2021-09-19,2021,H,NYJ,NE,6,25,0.0,0.3125,1.0
2021-09-19,2021,H,TB,ATL,48,25,1.0,0.6363636363636365,1.0
2021-09-19,2021,H,ARI,MIN,34,33,1.0,0.5714285714285715,1.0
2021-09-19,2021,H,SEA,TEN,30,33,0.0,0.38095238095238093,1.0
2021-09-19,2021,H,LAC,DAL,17,20,0.0,0.43478260869565216,1.0
2021-09-19,2021,H,BAL,KC,36,35,1.0,0.409090909090909,0.0
2021-09-20,2021,H,GB,DET,35,17,1.0,0.7682926829268293,1.0
2021-09-23,2021,H,HOU,CAR,9,24,0.0,0.4545454545454545,1.0
2021-09-26,2021,H,JAX,ARI,19,31,0.0,0.24999999999999994,1.0
2021-09-26,2021,H,CLE,CHI,26,6,1.0,0.5624999999999999,1.0
2021-09-26,2021,H,NYG,ATL,14,17,0.0,0.38461538461538464,1.0
2021-09-26,2021,H,PIT,CIN,10,24,0.0,0.4896907216494845,1.0
2021-09-26,2021,H,BUF,WSH,43,21,1.0,0.6,1.0
2021-09-26,2021,H,NE,NO,13,28,0.0,0.5238095238095238,0.0
2021-09-26,2021,H,TEN,IND,25,16,1.0,0.5652173913043479,1.0
2021-09-26,2021,H,DET,BAL,17,19,0.0,0.319327731092437,1.0
2021-09-26,2021,H,KC,LAC,24,30,0.0,0.5652173913043479,0.0
2021-09-26,2021,H,OAK,MIA,31,28,1.0,0.5238095238095238,1.0
2021-09-26,2021,H,DEN,NYJ,26,0,1.0,0.6153846153846153,1.0
2021-09-26,2021,H,MIN,SEA,30,17,1.0,0.5294117647058824,1.0
2021-09-26,2021,H,LAR,TB,34,24,1.0,0.4814814814814815,0.0
2021-09-26,2021,H,SF,GB,28,30,0.0,0.44,1.0
2021-09-27,2021,H,DAL,PHI,41,21,1.0,0.5652173913043479,1.0
2021-09-30,2021,H,CIN,JAX,24,21,1.0,0.7333333333333335,1.0
2021-10-03,2021,H,BUF,HOU,40,0,1.0,0.7058823529411765,1.0
2021-10-03,2021,H,MIA,IND,17,27,0.0,0.5,0.5
2021-10-03,2021,H,DAL,CAR,36,28,1.0,0.6842105263157895,1.0
2021-10-03,2021,H,ATL,WSH,30,34,0.0,0.5,0.5
2021-10-03,2021,H,NYJ,TEN,27,24,1.0,0.27777777777777773,0.0
2021-10-03,2021,H,NO,NYG,21,27,0.0,0.6666666666666666,0.0
2021-10-03,2021,H,MIN,CLE,7,14,0.0,0.5,0.5
2021-10-03,2021,H,PHI,KC,30,42,0.0,0.43478260869565216,1.0
2021-10-03,2021,H,CHI,DET,24,14,1.0,0.6237623762376239,1.0
2021-10-03,2021,H,LAR,ARI,20,37,0.0,0.52,0.0
2021-10-03,2021,H,SF,SEA,21,28,0.0,0.5789473684210527,0.0
2021-10-03,2021,H,GB,PIT,27,17,1.0,0.5701357466063348,1.0
2021-10-03,2021,H,DEN,BAL,7,23,0.0,0.47058823529411764,1.0
2021-10-03,2021,H,NE,TB,17,19,0.0,0.44,1.0
2021-10-04,2021,H,LAC,OAK,28,14,1.0,0.4761904761904762,0.0
2021-10-07,2021,H,SEA,LAR,17,26,0.0,0.38095238095238093,1.0
2021-10-10,2021,N,ATL,NYJ,27,20,1.0,0.6153846153846153,1.0
2021-10-10,2021,H,HOU,NE,22,25,0.0,0.3125,1.0
2021-10-10,2021,H,TB,MIA,45,17,1.0,0.5833333333333334,1.0
2021-10-10,2021,H,WSH,NO,22,33,0.0,0.4444444444444444,1.0
2021-10-10,2021,H,JAX,TEN,19,37,0.0,0.23529411764705874,1.0
2021-10-10,2021,H,CAR,PHI,18,21,0.0,0.375,1.0
2021-10-10,2021,H,PIT,DEN,27,19,1.0,0.5688622754491018,1.0
2021-10-10,2021,H,CIN,GB,22,25,0.0,0.44,1.0
2021-10-10,2021,H,MIN,DET,19,17,1.0,0.680672268907563,1.0
2021-10-10,2021,H,OAK,CHI,9,20,0.0,0.611111111111111,0.0
2021-10-10,2021,H,LAC,CLE,47,42,1.0,0.5263157894736843,1.0
2021-10-10,2021,H,ARI,SF,17,10,1.0,0.5217391304347826,1.0
2021-10-10,2021,H,DAL,NYG,44,20,1.0,0.7222222222222222,1.0
2021-10-10,2021,H,KC,BUF,20,38,0.0,0.52,0.0
2021-10-11,2021,H,BAL,IND,31,25,1.0,0.47368421052631576,0.0
2021-10-14,2021,H,PHI,TB,22,28,0.0,0.4166666666666667,1.0
2021-10-17,2021,N,JAX,MIA,23,20,1.0,0.28571428571428564,0.0
2021-10-17,2021,H,BAL,LAC,34,6,1.0,0.47368421052631576,0.0
2021-10-17,2021,H,IND,HOU,31,3,1.0,0.6666666666666666,1.0
2021-10-17,2021,H,CAR,MIN,28,34,0.0,0.4,1.0
2021-10-17,2021,H,CHI,GB,14,24,0.0,0.33333333333333337,1.0
2021-10-17,2021,H,WSH,KC,13,31,0.0,0.38095238095238093,1.0
2021-10-17,2021,H,DET,CIN,11,34,0.0,0.2773722627737226,1.0
2021-10-17,2021,H,NYG,LAR,11,38,0.0,0.27777777777777773,1.0
2021-10-17,2021,H,CLE,ARI,14,37,0.0,0.42857142857142855,1.0
2021-10-17,2021,H,NE,DAL,29,35,0.0,0.45833333333333337,1.0
2021-10-17,2021,H,DEN,OAK,24,34,0.0,0.4210526315789473,1.0
2021-10-17,2021,H,PIT,SEA,23,20,1.0,0.5688622754491018,1.0
2021-10-18,2021,H,TEN,BUF,34,31,1.0,0.52,1.0
2021-10-21,2021,H,CLE,DEN,17,14,1.0,0.5294117647058824,1.0
2021-10-24,2021,H,NYG,CAR,25,3,1.0,0.4545454545454545,0.0
2021-10-24,2021,H,GB,WSH,24,10,1.0,0.6363636363636365,1.0
2021-10-24,2021,H,MIA,ATL,28,30,0.0,0.5555555555555556,0.0
2021-10-24,2021,H,TEN,KC,27,3,1.0,0.5,0.5
2021-10-24,2021,H,NE,NYJ,54,13,1.0,0.6875000000000001,1.0
2021-10-24,2021,H,BAL,CIN,17,41,0.0,0.44999999999999996,1.0
2021-10-24,2021,H,LAR,DET,28,19,1.0,0.7548387096774194,1.0
2021-10-24,2021,H,OAK,PHI,33,22,1.0,0.5238095238095238,1.0
2021-10-24,2021,H,ARI,HOU,31,5,1.0,0.7058823529411765,1.0
2021-10-24,2021,H,TB,CHI,38,3,1.0,0.6666666666666667,1.0
2021-10-24,2021,H,SF,IND,18,30,0.0,0.5238095238095238,0.0
2021-10-25,2021,H,SEA,NO,10,13,0.0,0.4444444444444444,1.0
2021-10-28,2021,H,ARI,GB,21,24,0.0,0.46153846153846156,1.0
2021-10-31,2021,H,IND,TEN,31,34,0.0,0.43478260869565216,1.0
2021-10-31,2021,H,BUF,MIA,26,11,1.0,0.5454545454545454,1.0
2021-10-31,2021,H,CHI,SF,22,33,0.0,0.38888888888888884,1.0
2021-10-31,2021,H,CLE,PIT,10,15,0.0,0.46022727272727265,1.0
2021-10-31,2021,H,DET,PHI,6,44,0.0,0.296875,1.0
2021-10-31,2021,H,ATL,CAR,13,19,0.0,0.5714285714285714,0.0
2021-10-31,2021,H,HOU,LAR,22,38,0.0,0.27777777777777773,1.0
2021-10-31,2021,H,NYJ,CIN,34,31,1.0,0.3125,0.0
2021-10-31,2021,H,LAC,NE,24,27,0.0,0.4761904761904762,1.0
2021-10-31,2021,H,SEA,JAX,31,7,1.0,0.6666666666666667,1.0
2021-10-31,2021,H,NO,TB,36,27,1.0,0.4166666666666667,0.0
2021-10-31,2021,H,DEN,WSH,17,10,1.0,0.5,0.5
2021-10-31,2021,H,MIN,DAL,16,20,0.0,0.409090909090909,1.0
2021-11-01,2021,H,KC,NYG,20,17,1.0,0.7222222222222222,1.0
2021-11-04,2021,H,IND,NYJ,45,30,1.0,0.6666666666666666,1.0
2021-11-07,2021,H,DAL,DEN,16,30,0.0,0.6190476190476192,0.0
2021-11-07,2021,H,BAL,MIN,34,31,1.0,0.5,0.5
2021-11-07,2021,H,CAR,NE,6,24,0.0,0.3529411764705882,1.0
2021-11-07,2021,H,CIN,CLE,16,41,0.0,0.55,0.0
2021-11-07,2021,H,NO,ATL,25,27,0.0,0.5555555555555556,0.0
2021-11-07,2021,H,MIA,HOU,17,9,1.0,0.6666666666666666,1.0
2021-11-07,2021,H,JAX,BUF,9,6,1.0,0.24999999999999994,0.0
2021-11-07,2021,H,NYG,OAK,23,16,1.0,0.3125,0.0
2021-11-07,2021,H,PHI,LAC,24,27,0.0,0.5,0.5
2021-11-07,2021,H,SF,ARI,17,31,0.0,0.4782608695652174,1.0
2021-11-07,2021,H,KC,GB,13,7,1.0,0.4814814814814815,0.0
2021-11-07,2021,H,LAR,TEN,16,28,0.0,0.5,0.5
2021-11-08,2021,H,PIT,CHI,29,27,1.0,0.6012658227848101,1.0
2021-11-11,2021,H,MIA,BAL,22,10,1.0,0.5263157894736843,1.0
2021-11-14,2021,H,TEN,NO,23,21,1.0,0.5652173913043479,1.0
2021-11-14,2021,H,PIT,DET,16,16,0.5,0.7142857142857143,0.5
2021-11-14,2021,H,DAL,ATL,43,3,1.0,0.6190476190476192,1.0
2021-11-14,2021,H,NYJ,BUF,17,45,0.0,0.29411764705882354,1.0
2021-11-14,2021,H,WSH,TB,29,19,1.0,0.36363636363636365,0.0
2021-11-14,2021,H,NE,CLE,45,7,1.0,0.55,1.0
2021-11-14,2021,H,IND,JAX,23,17,1.0,0.7142857142857144,1.0
2021-11-14,2021,H,ARI,CAR,10,34,0.0,0.6666666666666666,0.0
2021-11-14,2021,H,LAC,MIN,20,27,0.0,0.5263157894736843,0.0
2021-11-14,2021,H,DEN,PHI,13,30,0.0,0.4444444444444444,1.0
2021-11-14,2021,H,GB,SEA,17,0,1.0,0.6363636363636365,1.0
2021-11-14,2021,H,OAK,KC,14,41,0.0,0.45833333333333337,1.0
2021-11-15,2021,H,SF,LAR,31,10,1.0,0.45833333333333337,0.0
2021-11-18,2021,H,ATL,NE,0,25,0.0,0.4210526315789473,1.0
2021-11-21,2021,H,NYJ,MIA,17,24,0.0,0.3333333333333333,1.0
2021-11-21,2021,H,CHI,BAL,13,16,0.0,0.4375,1.0
2021-11-21,2021,H,MIN,GB,34,31,1.0,0.391304347826087,0.0
2021-11-21,2021,H,BUF,IND,15,41,0.0,0.5454545454545454,0.0
2021-11-21,2021,H,CAR,WSH,21,27,0.0,0.42857142857142866,1.0
2021-11-21,2021,H,CLE,DET,13,10,1.0,0.680672268907563,1.0
2021-11-21,2021,H,PHI,NO,40,29,1.0,0.5,0.5
2021-11-21,2021,H,TEN,HOU,13,22,0.0,0.7222222222222222,0.0
2021-11-21,2021,H,JAX,SF,10,30,0.0,0.2666666666666666,1.0
2021-11-21,2021,H,OAK,CIN,13,32,0.0,0.5,0.5
2021-11-21,2021,H,SEA,ARI,13,23,0.0,0.39999999999999997,1.0
2021-11-21,2021,H,KC,DAL,19,9,1.0,0.5,0.5
2021-11-21,2021,H,LAC,PIT,41,37,1.0,0.4864864864864864,0.0
2021-11-22,2021,H,TB,NYG,30,10,1.0,0.7368421052631579,1.0
2021-11-25,2021,H,DET,CHI,14,16,0.0,0.3762376237623763,1.0
2021-11-25,2021,H,DAL,OAK,33,36,0.0,0.5416666666666667,0.0
2021-11-25,2021,H,NO,BUF,6,31,0.0,0.4545454545454545,1.0
2021-11-28,2021,H,NYG,PHI,13,7,1.0,0.3333333333333333,0.0
2021-11-28,2021,H,JAX,ATL,14,21,0.0,0.33333333333333326,1.0
2021-11-28,2021,H,CIN,PIT,41,10,1.0,0.5103092783505154,1.0
2021-11-28,2021,H,NE,TEN,36,13,1.0,0.45833333333333337,0.0
2021-11-28,2021,H,HOU,NYJ,14,21,0.0,0.5,0.5
2021-11-28,2021,H,IND,TB,31,38,0.0,0.4166666666666667,1.0
2021-11-28,2021,H,MIA,CAR,33,10,1.0,0.625,1.0
2021-11-28,2021,H,DEN,LAC,28,13,1.0,0.4444444444444444,0.0
2021-11-28,2021,H,GB,LAR,36,28,1.0,0.5185185185185185,1.0
2021-11-28,2021,H,SF,MIN,34,26,1.0,0.55,1.0
2021-11-28,2021,H,BAL,CLE,16,10,1.0,0.5,0.5
2021-11-29,2021,H,WSH,SEA,17,15,1.0,0.5,0.5
2021-12-02,2021,H,NO,DAL,17,27,0.0,0.43478260869565216,1.0
2021-12-05,2021,H,MIA,NYG,20,9,1.0,0.6666666666666666,1.0
2021-12-05,2021,H,HOU,IND,0,31,0.0,0.3333333333333333,1.0
2021-12-05,2021,H,CIN,LAC,22,41,0.0,0.5238095238095238,0.0
2021-12-05,2021,H,NYJ,PHI,18,33,0.0,0.3333333333333333,1.0
2021-12-05,2021,H,ATL,TB,17,30,0.0,0.36363636363636365,1.0
2021-12-05,2021,H,CHI,ARI,22,33,0.0,0.3684210526315789,1.0
2021-12-05,2021,H,DET,MIN,29,27,1.0,0.319327731092437,0.0
2021-12-05,2021,H,LAR,JAX,37,7,1.0,0.7647058823529412,1.0
2021-12-05,2021,H,OAK,WSH,15,17,0.0,0.5789473684210527,0.0
2021-12-05,2021,H,SEA,SF,30,23,1.0,0.4210526315789473,0.0
2021-12-05,2021,H,PIT,BAL,20,19,1.0,0.5397727272727273,1.0
2021-12-05,2021,H,KC,DEN,22,9,1.0,0.6190476190476192,1.0
2021-12-06,2021,H,BUF,NE,10,14,0.0,0.5217391304347826,0.0
2021-12-09,2021,H,MIN,PIT,36,28,1.0,0.46022727272727265,0.0
2021-12-12,2021,H,HOU,SEA,13,33,0.0,0.38461538461538464,1.0
2021-12-12,2021,H,KC,OAK,48,9,1.0,0.5416666666666667,1.0
2021-12-12,2021,H,CAR,ATL,21,29,0.0,0.42857142857142866,1.0
2021-12-12,2021,H,WSH,DAL,20,27,0.0,0.38095238095238093,1.0
